,planet_density,planet_radius,planet_mass
2809,0.702,10.61,152.5584
2810,2.15,5.2,32.2
2811,1.05,11.73,308.2951
2812,24.7,12.442,8654.15
2813,0.308,15.681,215.80657
2814,0.093,15.132,54.34893
2815,0.209,19.952,301.9385
2816,0.322,19.537,408.09372
2817,0.36,19.504,416.3573
2818,1.2,15.861,874.0325
2819,0.46,17.094,416.3573
2820,0.377,17.598,375.0394
2821,0.744,21.409,1293.5681
2822,0.91,15.132,540.311
2823,0.806,19.515,1074.90106
2824,1.24,17.777,1242.7153
2825,0.503,14.83,298.12454
2826,3.13,14.258,1646.3594
2827,0.75,17.486,616.5902
2828,0.228,19.044,286.68266
2829,0.311,14.572,165.2716
2830,2.95,13.0,1179.1493
2831,0.442,17.934,441.7837
2832,0.167,18.159,209.7678
2833,0.53,21.196,915.3504
2837,1.45,13.4,635.65681
2838,0.855,5.5,25.9
2839,17.9,12.1,5768.58559
2840,0.637,6.9,38.1
2841,6.72,12.6,2445.06619
2842,0.704,6.4,33.6
2843,0.305,14.2,158.9142
2844,0.677,6.6,35.4
2845,10.8,12.4,3750.394
2846,1.52,13.4,667.43965
2847,1.26,4.1,15.8
2848,2.52,2.4,6.35
2849,1.08,4.6,19.2
2850,17.2,12.2,5700.0
2851,5.42,1.33,2.32
2852,2.55,13.1,1043.0
2853,5.9,12.7,2200.0
2854,3.71,12.9,1450.0
2855,1.63,13.3,700.0
2856,14.9,12.2,4923.0
2857,3.13,13.0,1250.0
2858,2.0,13.2,836.0
2859,0.491,14.0,245.0457
2860,0.696,6.45,34.0
2861,2.77,2.23,5.59
2862,2.92,13.0,1166.43025
2863,2.95,2.13,5.19
2864,1.46,13.4,640.0
2865,0.461,14.0,230.0
2866,3.96,1.7,3.54
2867,1.52,13.4,664.26137
2868,2.19,2.67,7.59
2869,0.451,9.01,60.0
2870,2.6,2.34,6.059
2871,3.58,12.9,1400.0
2872,0.37,10.5,77.86796
2873,1.65,13.3,705.57906
2874,2.79,2.22,5.56
2875,0.284,12.9,111.0
2876,0.74,13.7,346.43296
2877,1.89,2.99,9.2
2878,6.72,12.6,2447.27873
2879,3.72,12.9,1452.47582
2880,1.74,3.19,10.28
2881,1.27,4.06,15.5
2882,0.448,9.05,60.3874
2883,0.848,13.7,397.0
2884,3.54,1.85,4.08
2885,3.22,13.0,1287.20505
2886,1.94,13.2,813.64072
2887,3.21,2.0,4.67
2888,0.392,14.1,200.0
2889,0.33,11.4,88.99195
2890,5.32,0.997,0.96
2891,14.8,12.2,4894.55747
2892,4.6,12.8,1754.41281
2893,1.64,3.35,11.2
2894,0.681,6.56,34.96112
2895,0.415,9.6,66.74397
2896,0.733,6.2,31.78284
2897,5.46,12.7,2034.1018
2898,0.269,14.3,143.02278
2899,4.67,1.49,2.81
2900,0.401,9.86,69.92225
2901,0.367,10.6,79.4571
2902,1.08,4.59,19.05
2903,0.264,13.6,120.77479
2904,0.444,9.12,61.27
2905,3.27,1.97,4.55
2906,0.638,6.9,38.13941
2907,0.552,7.71,46.0
2908,0.465,14.0,232.01474
2909,0.966,5.02,22.24799
2910,0.733,13.787,349.613
2911,2.1,10.54,460.83
2912,3.6,16.948,2949.4624
2913,1.29,3.438,9.5
2914,0.429,14.0,214.1
2915,3.69,1.9,4.6
2916,7.21,1.9,9.0
2917,0.56,8.86,71.0
2918,0.51,5.44,15.0
2919,9.95,1.13,2.23
2920,4.5,2.58,11.02
2922,10.0,1.19,9.2
2923,10.0,1.21,10.36
2924,5.55,1.31,2.27
2925,5.9,1.19,1.81
2926,2.0,2.87,8.6
2927,2.21,2.66,7.56
2928,1.99,2.88,8.65
2931,2.46,11.097,613.4119
2933,5.53,0.759,0.44
2934,5.52,0.867,0.655
2935,2.79,2.22,5.56
2936,2.61,2.34,6.08
2937,10.1,1.71,10.5
2938,0.91,4.32,15.6
2939,0.363,11.27,106.0
2940,0.6,6.56,35.0
2941,1.18,4.3,17.1
2942,0.411,14.1,209.8
2943,1.31,11.545,346.4347
2944,2.35,2.54,7.0
2945,8.0,1.481,4.60853
2946,3.14,2.323,7.37
2947,14.25,1.32,7.34
2950,1.03,4.76,20.3
2951,1.78,3.15,10.1
2952,4.35,1.578,3.11
2953,3.92,1.71,3.57
2954,3.72,1.78,3.82
2955,0.721,6.28,32.5
2956,4.66,1.5,2.86
2957,4.5,1.54,2.99
2958,4.91,1.44,2.67
2959,5.71,1.28,2.18
2960,2.88,2.17,5.35
2961,1.45,5.77,51.1
2962,10.5,1.25,3.78
2963,2.64,2.32,5.99
2964,2.0,2.87,8.6
2965,5.66,1.29,2.21
2966,2.91,2.15,5.27
2967,2.54,2.39,6.3
2968,1.51,3.55,12.3
2969,2.86,2.18,5.39
2970,1.44,3.68,13.1
2971,3.22,1.99,4.62
2972,2.3,2.58,7.18
2973,4.82,1.46,2.73
2976,13.27,1.18,3.8
2977,4.68,2.22,8.93
2979,2.7,2.28,5.82
2980,2.62,2.33,6.04
2981,2.58,2.36,6.17
2982,2.24,2.63,7.41
2983,1.33,3.91,14.5
2984,3.24,1.98,4.58
2985,2.81,2.21,5.52
2986,4.99,0.89,0.64
2987,5.44,1.33,2.33
2988,5.85,1.26,2.13
2989,1.38,3.37,9.7
2990,1.47,5.14,36.1
2991,2.42,2.48,6.71
2992,4.92,0.87,0.59
2993,3.5,1.87,4.16
2994,2.38,2.51,6.85
2995,2.73,2.26,5.73
2996,5.87,1.17,1.71
2997,1.88,3.01,9.32
2998,5.71,1.28,2.18
2999,1.52,3.53,12.2
3000,5.01,1.416,2.59
3001,4.82,1.46,2.73
3002,3.62,3.1,19.6
3003,1.78,3.13,9.96
3004,1.5,3.58,12.5
3005,3.04,2.08,4.98
3006,1.94,2.94,8.96
3007,2.84,2.19,5.43
3008,2.33,2.55,7.04
3009,2.2,2.67,7.61
3010,2.17,2.69,7.7
3011,3.92,1.71,3.57
3012,3.02,2.09,5.02
3013,5.31,0.99,0.937
3014,4.24,1.61,3.22
3015,5.18,0.95,0.809
3016,0.252,4.81,5.1
3017,11.2,1.31,4.6
3018,4.28,1.6,3.19
3019,4.73,1.48,2.79
3020,1.61,3.4,11.5
3021,1.95,2.93,8.91
3022,5.28,0.98,0.904
3023,2.24,2.63,7.41
3024,6.02,1.23,2.04
3025,1.88,3.01,9.32
3026,1.62,3.36,11.2
3027,2.14,2.72,7.85
3028,3.86,1.73,3.64
3030,3.28,2.5,10.44
3032,3.1,2.56,11.17
3033,2.55,2.38,6.26
3034,3.24,1.98,4.58
3035,3.78,1.76,3.75
3036,4.7,1.49,2.83
3037,4.46,1.55,3.02
3038,1.42,3.73,13.4
3039,4.28,1.6,3.19
3040,2.58,2.36,6.17
3041,4.69,0.8,0.437
3042,3.81,1.747,3.7
3043,1.47,3.63,12.8
3044,4.28,1.6,3.19
3045,5.3,1.536,3.51
3046,12.65,1.597,9.39
3047,33.1,0.86,3.8
3048,2.0,2.903,8.6
3049,3.86,1.73,3.64
3050,2.55,2.38,6.26
3051,4.35,1.58,3.12
3052,2.66,2.3,5.9
3053,4.15,1.64,3.33
3054,4.71,1.488,2.82
3055,5.91,1.25,2.1
3056,4.99,1.42,2.6
3057,4.69,0.8,0.437
3058,2.09,2.77,8.1
3059,3.42,1.9,4.27
3060,4.17,1.63,3.29
3061,0.475,8.65,56.0
3062,0.511,8.18,50.9
3063,1.68,3.28,10.8
3064,5.39,1.01,1.01
3065,5.71,1.12,1.46
3066,1.62,3.36,11.2
3067,5.67,1.11,1.41
3068,0.602,7.22,41.2
3069,1.68,3.268,10.7
3070,2.47,2.44,6.53
3071,1.94,2.94,8.96
3072,3.99,0.61,0.165
3073,4.99,1.42,2.6
3074,3.6,1.83,4.01
3077,2.74,2.25,5.69
3078,2.24,2.63,7.41
3079,2.23,2.64,7.46
3080,0.493,8.41,53.4
3081,0.484,8.52,54.5
3082,50.3,16.56,41600.0
3083,2.5,2.42,6.44
3084,5.12,1.393,2.52
3085,1.97,2.9,8.75
3086,1.41,3.75,13.5
3087,0.411,9.67,67.6
3088,2.42,2.48,6.71
3089,1.01,4.85,21.0
3090,1.59,3.41,11.5
3091,1.59,3.41,11.5
3092,3.47,1.88,4.19
3093,1.95,2.92,8.85
3094,1.95,2.93,8.91
3095,5.44,1.33,2.33
3097,2.98,2.11,5.1
3098,2.26,2.61,7.32
3099,0.509,8.2,51.1
3100,0.44,9.17,61.8
3101,2.03,2.84,8.45
3102,0.767,5.99,30.0
3103,0.14,18.181,140.16303
3104,1.44,3.68,13.1
3105,1.25,4.13,16.0
3106,0.743,6.14,31.3
3107,0.438,9.21,62.3
3108,2.07,2.8,8.25
3109,0.384,10.18,73.8
3110,1.8,3.11,9.85
3111,3.02,2.09,5.02
3112,0.772,5.95,29.6
3113,3.92,1.71,3.57
3114,2.76,2.24,5.65
3115,1.98,2.89,8.7
3116,0.406,9.76,68.7
3117,1.54,3.52,12.2
3119,0.366,10.58,78.8
3120,1.62,3.36,11.2
3121,3.26,1.97,4.54
3122,0.585,7.37,42.6
3123,1.82,3.08,9.69
3124,2.5,2.42,6.44
3125,0.546,13.9,267.0
3126,28.0,0.92,2.04
3127,2.6,2.354,7.65
3128,1.88,3.01,9.32
3129,0.935,5.14,23.1
3130,0.882,5.38,25.0
3131,1.85,3.04,9.48
3132,2.47,2.44,6.53
3133,3.98,1.69,3.5
3134,0.684,6.54,34.8
3135,2.39,2.5,6.8
3136,2.17,2.69,7.7
3138,1.94,2.94,8.96
3139,1.01,4.83,20.8
3140,2.16,2.7,7.75
3141,1.04,4.73,20.1
3142,2.52,2.4,6.35
3143,2.27,2.6,7.27
3144,2.21,2.66,7.56
3145,2.27,2.6,7.27
3146,2.86,2.18,5.39
3147,1.83,3.07,9.64
3148,2.31,2.57,7.13
3149,2.07,2.8,8.25
3150,2.39,2.5,6.8
3151,4.17,1.63,3.29
3152,1.54,3.52,12.2
3153,1.79,3.12,9.91
3154,2.15,2.71,7.8
3155,3.06,2.07,4.94
3156,4.62,0.78,0.399
3157,3.31,1.95,4.46
3158,2.41,2.49,6.76
3159,2.56,2.37,6.21
3160,1.92,2.96,9.06
3161,0.532,13.9,260.0
3162,5.7,1.52,4.14
3163,1.64,2.58,5.4
3164,4.4,1.42,2.4
3165,2.73,2.26,5.73
3166,1.73,3.22,10.5
3167,1.3,4.001,15.1
3168,5.87,1.17,1.71
3169,3.22,1.99,4.62
3170,3.0,2.1,5.06
3171,1.78,3.15,10.1
3172,1.68,10.16,321.0083
3173,1.97,2.9,8.75
3174,3.54,1.85,4.08
3175,2.32,2.56,7.08
3176,2.55,2.38,6.26
3177,3.6,1.83,4.01
3178,1.04,4.75,20.2
3179,1.13,4.45,18.1
3180,2.23,2.64,7.46
3181,3.44,1.89,4.23
3182,2.67,2.296,5.89
3183,4.17,1.63,3.29
3184,2.81,2.21,5.52
3185,1.97,2.9,8.75
3186,1.74,3.18,10.2
3187,3.0,6.11,120.0
3188,5.19,1.38,2.48
3189,0.493,8.4,53.2
3190,1.42,3.73,13.4
3191,2.68,2.29,5.86
3192,5.51,1.05,1.16
3193,3.22,1.99,4.62
3194,2.65,2.31,5.95
3195,1.88,3.01,9.32
3196,2.95,2.13,5.18
3197,2.66,2.3,5.9
3198,1.65,3.32,11.0
3204,3.98,1.69,3.5
3205,1.76,3.16,10.1
3206,2.27,2.6,7.27
3207,5.5,1.32,2.3
3208,2.21,2.653,7.52
3209,1.59,3.41,11.5
3210,2.48,2.43,6.48
3211,3.84,1.74,3.68
3212,2.54,2.39,6.3
3213,2.68,2.29,5.86
3214,2.03,2.84,8.45
3215,4.11,1.65,3.36
3216,1.67,3.3,10.9
3217,1.22,4.19,16.3
3218,2.91,2.15,5.27
3219,1.64,3.35,11.2
3220,1.47,3.64,12.9
3221,2.1,2.76,8.05
3222,4.92,0.87,0.59
3223,1.67,3.31,11.0
3224,4.89,0.86,0.566
3225,4.91,1.44,2.67
3226,2.28,2.59,7.22
3227,5.5,1.32,2.3
3228,0.69,6.5,34.5
3229,2.22,2.65,7.51
3230,3.02,2.09,5.02
3231,3.42,1.9,4.27
3232,1.97,2.9,8.75
3233,2.91,1.99,4.16
3234,3.06,1.9,3.85
3235,4.62,1.71,4.19
3236,0.4,14.617,212.31044
3237,2.03,2.84,8.45
3238,1.87,3.024,9.4
3239,4.66,1.5,2.86
3240,2.56,2.37,6.21
3241,1.57,3.46,11.8
3242,17.7,1.009,3.3
3243,1.88,3.708,17.4
3244,2.86,2.18,5.39
3245,2.0,2.87,8.6
3246,2.54,2.39,6.3
3247,1.61,3.39,11.4
3248,1.29,4.02,15.2
3249,3.24,1.98,4.58
3250,5.66,1.1,1.37
3251,5.71,1.117,1.45
3252,2.71,2.27,5.77
3253,2.24,2.63,7.41
3254,2.77,2.23,5.6
3255,2.07,2.79,8.2
3256,2.04,2.83,8.4
3257,1.22,4.21,16.5
3258,2.7,2.28,5.82
3259,1.44,3.68,13.1
3260,2.24,2.63,7.41
3261,2.31,2.57,7.13
3262,1.94,2.94,8.96
3265,3.2,2.0,4.66
3266,3.2,2.0,4.66
3267,2.33,2.55,7.04
3268,1.68,3.27,10.7
3269,2.54,2.39,6.3
3270,2.54,2.39,6.3
3271,2.07,2.79,8.2
3272,2.3,2.58,7.18
3273,2.23,2.64,7.46
3274,2.45,2.45,6.57
3277,1.76,3.16,10.1
3278,2.73,2.26,5.73
3279,2.74,2.25,5.69
3280,2.91,2.15,5.27
3281,1.47,3.64,12.9
3282,1.07,4.63,19.4
3283,1.82,3.09,9.75
3284,0.921,5.21,23.7
3285,2.18,2.68,7.65
3286,0.631,6.96,38.7
3287,3.9,1.72,3.61
3288,4.67,12.8,1784.0
3289,1.06,9.8,181.0
3290,0.442,6.51,22.1
3291,1.48,3.61,12.7
3292,2.56,2.37,6.21
3293,2.2,2.67,7.61
3294,2.76,2.24,5.65
3295,2.04,2.83,8.4
3296,1.18,4.29,17.0
3298,1.07,4.63,19.4
3299,1.32,3.95,14.8
3300,2.13,2.73,7.9
3301,1.14,4.42,17.9
3302,4.31,1.59,3.15
3303,4.46,1.55,3.02
3304,4.31,1.59,3.15
3305,35.5,2.21,69.8
3306,16.5,2.43,43.0
3307,1.95,2.93,8.91
3308,1.9,2.57,11.0
3310,1.3,4.0,15.1
3311,0.626,7.0,39.1
3312,2.17,2.69,7.7
3313,2.96,2.12,5.14
3314,2.39,2.5,6.8
3315,4.39,1.57,3.09
3316,1.62,3.36,11.2
3317,2.15,2.71,7.8
3318,4.54,1.53,2.96
3319,58.5,1.23,19.8
3320,12.8,2.1,21.5
3321,1.78,13.3,762.792
3322,2.9,8.373,308.2951
3323,5.4,2.215,10.6
3324,5.04,1.41,2.57
3325,1.81,3.1,9.8
3326,2.58,2.36,6.17
3327,6.01,1.227,2.02
3328,2.76,2.24,5.65
3329,1.62,3.38,11.4
3330,2.31,2.57,7.13
3331,2.08,2.78,8.15
3332,1.88,3.01,9.32
3333,2.96,2.12,5.14
3336,2.07,2.795,8.22
3337,3.2,2.0,4.66
3338,3.52,1.86,4.12
3339,3.04,2.08,4.98
3340,2.03,2.84,8.45
3341,3.22,1.99,4.62
3342,2.24,2.63,7.41
3343,5.22,0.96,0.84
3344,3.4,1.91,4.31
3345,3.28,1.96,4.5
3346,0.636,6.91,38.2
3347,1.74,3.18,10.2
3348,5.56,1.07,1.24
3349,4.07,1.66,3.39
3350,3.31,1.95,4.46
3353,3.0,2.1,5.06
3354,2.98,2.11,5.1
3355,2.2,2.67,7.61
3356,0.811,5.74,27.9
3357,4.82,1.46,2.73
3358,3.9,1.72,3.61
3359,2.83,2.2,5.48
3360,2.17,2.69,7.7
3361,1.22,4.21,16.5
3362,0.71,6.35,33.1
3363,2.43,2.47,6.66
3364,0.046,9.7,7.6
3365,0.03,9.0,4.0
3366,0.03,7.1,2.1
3367,2.41,2.49,6.76
3368,4.15,1.64,3.33
3369,5.6,1.3,2.24
3370,2.13,2.73,7.9
3371,2.27,2.6,7.27
3372,4.31,1.59,3.15
3373,1.03,4.77,20.4
3374,4.01,1.681,3.47
3375,1.18,4.3,17.1
3376,2.3,2.58,7.18
3379,0.4,15.984,670.93913
3380,2.88,2.17,5.35
3381,1.86,3.03,9.43
3382,0.758,6.04,30.4
3383,2.64,2.32,5.99
3384,6.0,1.219,1.98
3385,0.914,5.23,23.8
3386,0.61,7.14,40.4
3387,59.5,15.13,37500.0
3388,0.457,8.92,59.0
3390,4.41,1.56,3.05
3391,4.28,1.6,3.19
3392,1.3,2.55,5.9
3393,3.4,2.72,8.0
3394,0.551,7.72,46.1
3395,55.0,15.79,39400.0
3396,2.09,2.775,8.12
3397,2.18,2.68,7.65
3399,65.2,14.41,35500.0
3400,2.7,2.28,5.82
3401,1.73,3.21,10.4
3402,2.58,2.36,6.17
3403,2.39,2.5,6.8
3404,2.08,2.78,8.15
3405,1.5,13.4,657.0
3406,5.08,2.04,7.93
3407,4.01,2.71,14.61
3408,3.23,1.88,3.94
3409,2.96,2.12,5.14
3410,2.15,2.71,7.8
3411,3.06,2.07,4.94
3412,1.82,3.08,9.69
3413,2.41,2.49,6.76
3414,1.84,3.06,9.59
3415,1.26,4.08,15.6
3416,1.73,3.22,10.5
3417,60.7,14.96,37000.0
3418,65.0,14.44,35600.0
3419,0.3,7.04,19.02
3420,0.17,4.65,3.17
3421,0.4,3.05,2.07
3423,2.74,2.25,5.69
3424,5.91,1.25,2.1
3425,2.02,2.85,8.5
3426,1.93,2.95,9.01
3427,1.67,3.3,10.9
3428,1.85,3.05,9.53
3429,0.4,4.0,6.0
3430,9.3,3.0,53.9
3431,2.3,2.58,7.18
3432,0.853,5.52,26.1
3433,4.15,1.64,3.33
3434,0.267,13.5,119.499
3435,14.0,9.057,1907.0
3436,1.22,4.2,16.4
3437,1.9,2.985,9.19
3438,3.63,12.9,1417.5218
3439,2.76,2.354,6.05338
3441,4.17,1.63,3.29
3442,1.25,13.5,559.378
3443,1.14,13.5,511.70374
3444,165.0,0.837,17.6
3445,3.82,2.62,12.5
3446,0.461,6.14,19.4
3447,0.8,10.76,160.497
3448,2.1,2.764,8.07
3449,3.09,2.056,4.88
3450,22.2,12.0,6992.26
3451,0.4,18.49,435.41
3452,5.34,1.35,2.39
3453,5.67,1.11,1.41
3454,4.66,1.5,2.86
3455,5.91,1.25,2.1
3456,2.38,2.51,6.85
3457,4.35,1.58,3.12
3458,4.48,0.741,0.332
3459,4.8,0.546,0.1
3460,7.9,0.53,0.2
3461,3.55,0.497,0.0793
3462,3.14,0.403,0.0374
3463,2.62,2.33,6.04
3464,5.39,1.34,2.36
3465,4.15,1.64,3.33
3466,3.52,1.86,4.12
3467,0.93,12.22,317.82
3468,2.76,2.24,5.65
3469,5.71,1.12,1.46
3470,2.93,2.14,5.22
3471,2.62,2.33,6.04
3472,2.13,2.73,7.9
3473,0.131,22.31,266.97
3474,2.4,12.67,908.96
3475,1.13,16.25,896.24
3476,1.8,13.3,772.3269
3477,4.46,12.834,1719.4603
3478,5.67,1.11,1.41
3479,4.22,0.668,0.229
3480,4.56,0.764,0.37
3481,3.8,1.75,3.71
3482,1.7,3.25,10.6
3483,5.0,13.664,1026.5909
3484,1.02,12.11,403.63
3485,0.16,13.79,92.17
3486,0.26,12.22,108.06
3487,0.27,10.962,79.45
3488,5.94,12.7,2215.18
3489,1.94,9.98,327.35
3490,0.459,13.361,189.101
3491,0.38,12.89,136.66
3492,1.23,4.16,16.1
3493,3.86,0.57,0.13
3494,4.45,0.73,0.315
3495,4.62,0.78,0.399
3496,6.37,12.6,2320.1
3497,3.5,10.8,794.5
3498,0.915,5.221,23.7
3500,2.17,2.69,7.7
3501,4.9,2.31,11.0
3502,2.45,2.45,6.57
3503,21.0,2.48,58.2
3504,3.18,2.01,4.7
3505,372.0,1.21,119.9
3506,6.02,3.01,29.9
3507,3.85,1.71,3.5
3508,3.2,4.347,67.0
3509,0.52,15.031,299.07803
3510,1.68,3.28,10.8
3511,2.3,3.319,15.2
3512,1.7,4.421,26.4
3513,10.3,2.401,25.6
3514,2.03,2.838,8.44
3515,0.33,14.46,177.98
3518,11.8,12.3,4000.0
3520,24.39,0.85,2.71
3521,11.82,1.43,6.35
3522,1.06,4.66,19.6
3523,3.04,2.08,4.98
3524,3.9,1.72,3.61
3525,5.77,1.27,2.15
3526,4.99,1.42,2.6
3527,3.8,1.75,3.71
3528,5.91,1.25,2.1
3529,4.82,1.46,2.73
3530,5.19,1.38,2.48
3531,4.41,1.56,3.05
3532,5.99,1.22,1.98
3533,2.71,2.27,5.77
3534,2.91,2.15,5.27
3535,3.92,1.71,3.57
3536,4.7,1.49,2.83
3537,4.11,1.65,3.36
3538,1.68,13.11,699.2
3539,1.91,4.002,24.472
3540,3.44,1.89,4.23
3541,4.94,1.43,2.63
3542,5.22,0.96,0.84
3543,4.96,0.88,0.615
3544,5.39,1.01,1.01
3545,5.12,0.93,0.749
3546,0.736,6.18,31.6
3547,2.44,2.46,6.62
3548,0.661,5.3,17.9
3549,9.68,3.5,75.5
3550,5.5,1.32,2.3
3551,5.43,1.03,1.08
3552,4.65,1.501,2.86
3553,4.07,1.66,3.39
3554,4.28,1.6,3.19
3555,5.44,1.33,2.33
3556,5.66,1.29,2.21
3557,5.66,1.1,1.37
3558,5.34,1.0,0.972
3559,1.52,3.54,12.3
3560,1.73,3.2,10.3
3561,4.66,0.79,0.418
3562,4.75,0.82,0.477
3563,13.0,13.9,6388.1
3564,4.82,1.46,2.73
3565,4.61,1.51,2.89
3566,4.89,0.86,0.566
3567,4.73,0.81,0.457
3568,4.99,0.89,0.64
3569,5.43,1.03,1.08
3570,4.35,1.58,3.12
3571,5.14,1.39,2.51
3572,2.25,2.619,7.36
3573,2.58,3.04,13.2
3574,3.46,2.73,12.8
3575,5.75,1.13,1.51
3576,5.71,1.12,1.46
3577,5.97,1.24,2.07
3578,5.5,1.32,2.3
3579,4.31,1.59,3.15
3580,5.5,1.32,2.3
3581,5.57,1.067,1.23
3582,5.71,1.12,1.46
3583,5.31,0.99,0.937
3584,5.77,1.27,2.15
3585,5.9,1.19,1.81
3587,2.68,2.29,5.86
3588,4.07,1.66,3.39
3589,4.34,0.7,0.271
3590,4.52,0.75,0.347
3591,3.08,2.06,4.9
3592,5.14,1.39,2.51
3593,3.7,1.79,3.86
3594,5.56,1.07,1.24
3595,2.22,2.65,7.51
3596,4.87,1.45,2.7
3597,5.55,1.31,2.27
3598,5.66,1.1,1.37
3599,5.43,1.03,1.08
3600,5.97,1.24,2.07
3601,5.29,1.36,2.42
3602,3.98,1.69,3.5
3603,3.02,2.09,5.02
3604,5.29,1.36,2.42
3605,3.72,1.78,3.82
3606,3.44,1.89,4.23
3607,3.4,1.91,4.31
3608,4.31,1.59,3.15
3609,2.98,0.37,0.0275
3612,671.0,0.296,3.1783
3613,5.04,1.41,2.57
3614,5.75,1.13,1.51
3615,1.35,3.88,14.3
3616,1.7,3.26,10.7
3617,5.95,1.2,1.87
3618,5.6,1.3,2.24
3619,3.7,1.79,3.86
3620,4.82,1.46,2.73
3621,4.15,1.64,3.33
3622,3.12,2.04,4.82
3623,2.91,2.15,5.27
3624,4.46,1.55,3.02
3625,3.1,2.05,4.86
3626,75.6,1.69,66.4
3627,5.81,1.16,1.65
3628,4.87,1.45,2.7
3629,4.96,0.88,0.615
3630,2.37,2.52,6.9
3631,4.87,1.45,2.7
3632,3.0,2.1,5.06
3633,4.11,1.65,3.36
3634,0.787,3.679,7.13
3635,6.26,1.498,3.83
3636,0.1,4.01,2.7
3637,0.1,4.3,2.9
3638,1.52,3.53,12.2
3639,2.02,2.85,8.5
3640,2.14,2.72,7.85
3641,1.58,3.43,11.6
3642,2.2,2.67,7.61
3643,3.56,1.84,4.04
3644,3.64,1.81,3.93
3645,4.39,1.57,3.09
3646,2.15,2.71,7.8
3647,4.82,1.46,2.73
3648,5.97,1.24,2.07
3649,5.55,1.31,2.27
3650,3.56,1.84,4.04
3651,5.19,1.38,2.48
3652,4.99,0.89,0.64
3653,4.71,0.806,0.449
3654,5.97,1.24,2.07
3655,4.89,0.86,0.566
3656,2.14,2.72,7.85
3657,1.88,3.19,11.1
3658,0.921,3.06,4.8
3659,3.73,2.8,14.9
3660,1.13,3.1,6.1
3661,3.54,1.85,4.08
3662,0.41,8.16,40.363
3663,3.28,1.96,4.5
3664,75.7,1.9,94.5
3665,5.44,1.33,2.33
3666,4.57,1.52,2.92
3667,3.8,1.75,3.71
3668,3.26,1.97,4.54
3669,1.83,3.07,9.64
3670,2.21,2.66,7.56
3671,4.8,1.2,2.2
3672,5.2,0.74,0.5
3673,1.93,2.95,9.01
3674,2.26,2.61,7.32
3675,3.16,2.02,4.74
3676,2.51,2.41,6.39
3677,4.96,0.88,0.615
3678,2.41,2.49,6.76
3679,3.28,1.96,4.5
3680,2.74,2.25,5.69
3681,3.22,1.99,4.62
3682,3.54,1.85,4.08
3683,3.95,1.7,3.53
3684,5.89,1.18,1.76
3685,1.62,3.37,11.3
3686,2.35,2.53,6.94
3687,0.613,8.564,69.92
3688,50.4,1.17,14.7
3689,26.4,1.15,7.3
3690,4.99,1.42,2.6
3691,12.3,1.56,8.5
3692,1.89,3.0,9.27
3693,2.61,2.34,6.08
3694,11.6,2.44,30.6
3695,3.1,2.05,4.86
3696,4.5,1.54,2.99
3697,2.56,2.37,6.21
3698,3.0,2.1,5.06
3699,5.39,1.02,1.04
3700,1.83,3.07,9.64
3701,1.61,3.39,11.4
3702,5.04,1.41,2.57
3703,4.94,1.43,2.63
3704,5.71,1.12,1.46
3705,5.67,1.11,1.41
3706,67.4,1.32,28.2
3707,5.89,1.18,1.76
3708,5.6,1.09,1.32
3709,5.87,1.17,1.71
3710,4.15,1.64,3.33
3711,3.56,1.84,4.04
3712,3.62,1.82,3.97
3713,3.31,1.95,4.46
3714,5.34,1.35,2.39
3715,0.9,4.46,9.6
3716,0.8,4.02,5.57
3717,0.25,5.35,3.91
3718,0.13,3.2,0.39
3719,3.84,1.74,3.68
3720,3.35,1.93,4.38
3721,5.09,1.4,2.54
3722,1.37,5.4,39.4
3723,12.9,2.3,28.5
3724,3.86,1.73,3.64
3725,102.0,1.03,20.3
3726,5.67,1.11,1.41
3727,21.4,1.21,6.9
3728,34.8,1.4,17.4
3729,69.8,1.52,44.6
3730,2.07,2.79,8.2
3731,2.34,2.54,6.99
3732,1.96,2.91,8.8
3733,3.12,2.039,4.81
3734,1.78,3.15,10.1
3735,5.75,1.14,1.55
3736,101.0,1.63,79.7
3737,1290.0,1.43,684.4
3738,4.05,1.67,3.43
3739,5.39,1.01,1.01
3740,2.64,2.32,5.99
3741,3.75,1.77,3.78
3742,5.24,1.37,2.45
3743,5.75,1.14,1.55
3744,4.75,0.82,0.477
3745,4.66,1.5,2.86
3746,2.16,2.7,7.75
3749,2.68,2.29,5.86
3750,2.24,2.63,7.41
3751,4.17,1.63,3.29
3752,1.44,3.68,13.1
3753,1.05,4.71,19.9
3754,3.9,1.72,3.61
3755,66.1,2.09,109.8
3756,5.81,1.16,1.65
3757,5.54,1.06,1.2
3758,1.24,4.15,16.1
3759,1.4,3.77,13.7
3760,1.97,2.9,8.75
3761,4.79,0.83,0.498
3762,2.31,2.57,7.13
3763,2.35,2.53,6.94
3764,1.78,3.15,10.1
3765,5.66,1.29,2.21
3766,4.94,1.43,2.63
3767,3.95,1.7,3.53
3768,3.3,2.47,7.0
3769,1.62,3.38,11.4
3770,5.9,1.19,1.81
3773,0.855,5.5,25.9
3774,2.38,2.51,6.85
3775,4.41,1.56,3.05
3776,2.9,2.16,5.31
3777,2.96,2.12,5.14
3778,1.74,2.2,3.64
3779,2.62,2.43,7.44
3780,2.71,2.27,5.77
3781,2.43,2.47,6.66
3782,2.59,2.35,6.12
3783,4.57,1.52,2.92
