,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
4562,96.16987,0.3771,2.27,5.77,2.71,0.0,321.0,100.54,5069.0,0.74,0.77,-0.19,1225.57,1.0,5.64,4.59,5.13
4563,82.304003,0.3704,2.13,5.18,2.95,0.0,485.0,46.5074,5393.0,0.81,0.85,-0.17,2435.94,1.0,25.17,4.55,4.47
4564,30.8609366,0.1862,0.93,0.749,5.12,0.0,525.0,30.5,5686.0,0.86,0.93,-0.18,495.148,1.0,36.12,4.54,1.7
4565,14.0329154,0.1168,1.32,2.3,5.5,0.0,783.0,15.82,5676.0,0.93,0.95,-0.05,2366.02,1.0,235.81,4.49,3.98
4566,16.0506213,0.1234,0.84,0.52,4.82,0.0,630.0,38.66,5410.0,0.85,0.89,-0.03,320.478,1.0,30.48,4.53,4.57
4567,20.7056504,0.1629,1.33,2.33,5.44,0.0,967.0,17.54,6158.0,1.22,1.14,0.01,1260.28,1.0,116.14,4.32,2.69
4568,25.4338197,0.1707,1.85,4.08,3.54,0.0,667.0,30.66,5780.0,0.99,1.0,0.03,2002.96,1.0,83.08,4.45,3.98
4569,15.228958,0.116,3.06,9.59,1.84,0.0,639.0,30.6,5460.0,0.83,0.87,0.124,649.919,2.0,40.73,4.55,4.6
4570,24.674612,0.16,2.09,5.02,3.02,0.0,544.0,61.99,5460.0,0.83,0.87,0.124,649.919,2.0,21.41,4.55,4.6
4571,84.703921,0.4089,3.36,11.2,1.62,0.0,537.0,63.38,6200.0,1.28,1.19,0.04,1696.25,1.0,14.04,4.29,2.75
4572,23.2382792,0.1753,1.68,3.46,4.01,0.0,903.0,21.57,6064.0,1.29,1.17,0.14,1475.6,1.0,228.22,4.28,3.31
4573,20.35972599,0.1097,1.18,1.76,5.89,0.0,322.0,60.1,4372.0,0.67,0.73,0.2,162.0,1.0,1.6,4.64,1.78
4574,160.88465087,0.5416,8.46,53.9,0.489,0.0,346.0,117.7,5617.0,0.97,0.99,0.14,349.247,1.0,2.23,4.46,3.98
4575,217.83184,0.753,12.42,1678.1424,4.82,0.401,388.0,125.6,6145.0,1.29,1.2,0.119,397.292,2.0,3.23,4.29,2.9
4576,10.514181,0.0997,1.176,1.74,5.88,0.32,1066.0,16.63,6145.0,1.29,1.2,0.119,397.292,2.0,193.0,4.29,2.9
4577,214.3114164,0.7655,9.55,66.2,0.418,0.0,380.0,106.6907,6511.0,1.41,1.3,0.07,539.321,1.0,6.02,4.26,1.82
4578,7.25931979,0.0718,1.75,3.71,3.8,0.0,967.0,8.917,5904.0,1.07,1.04,0.03,1358.95,1.0,615.25,4.4,4.07
4579,5.54608367,0.078,9.76,68.7,0.406,0.0,2336.0,8.46,7010.0,1.95,1.58,0.01,847.299,1.0,1526.98,4.06,1.38
4580,5.11177904,0.0593,3.05,9.53,1.85,0.0,1351.0,4.13,6846.0,1.88,1.54,0.06,903.51,1.0,1079.46,4.08,1.48
4581,240.7989397,0.7655,7.06,39.6,0.618,0.0,342.0,96.4,5644.0,0.91,0.94,-0.07,1441.63,1.0,3.94,4.5,3.98
4582,18.207973,0.124,2.79,8.2,2.07,0.0,551.0,34.3,5088.0,0.72,0.83,-0.16,441.09,2.0,21.08,4.61,2.0
4583,88.255055,0.356,2.39,6.3,2.54,0.0,326.0,166.3,5088.0,0.72,0.83,-0.16,441.09,2.0,2.57,4.61,2.0
4584,0.65355357,0.0129,5.77,28.1,0.804,0.0,1437.0,2.199,4677.0,0.71,0.76,0.04,607.917,1.0,1134.39,4.61,4.47
4585,47.14840805,0.2317,2.5,6.8,2.39,0.0,391.0,115.5,5042.0,0.76,0.81,-0.05,206.983,1.0,5.12,4.59,4.47
4586,1.84788917,0.0288,1.73,3.64,3.86,0.0,1374.0,7.608,5706.0,0.93,0.96,-0.07,814.125,1.0,1513.46,4.49,3.89
4587,0.93875077,0.0185,1.58,3.12,4.35,0.0,1676.0,5.397,5708.0,0.96,0.97,0.0,865.596,1.0,2218.14,4.46,4.37
4588,70.9674603,0.3392,3.54,12.3,1.52,0.0,438.0,80.55,6179.0,1.25,1.17,0.04,381.773,1.0,8.44,4.31,2.88
4589,2.41660118,0.036,0.91,0.693,5.05,0.0,1343.0,9.48,5748.0,1.04,1.07,0.27,382.989,1.0,715.11,4.44,2.82
4590,3.908632,0.0418,2.43,6.48,2.48,0.0,787.0,17.21,4601.0,0.69,0.73,-0.01,555.574,1.0,99.1,4.62,4.68
4591,160.129918,0.6276,4.77,20.4,1.03,0.0,450.0,59.3,6224.0,1.32,1.21,0.07,1842.13,1.0,7.81,4.27,2.82
4592,1.79111021,0.0296,1.46,2.73,4.82,0.0,1549.0,6.642,5857.0,1.03,1.03,0.03,817.534,1.0,1106.85,4.43,3.89
4593,5.33905686,0.0525,2.1,5.06,3.0,0.0,817.0,25.46,5048.0,0.77,0.81,-0.03,661.014,1.0,115.77,4.58,4.79
4594,18.870227,0.129,2.92,8.85,1.95,0.0,621.0,47.27,5404.0,0.89,0.83,-0.12,459.368,2.0,21.61,4.45,13.8
4595,46.90232,0.237,2.53,6.94,2.35,0.0,458.0,87.1,5404.0,0.89,0.83,-0.12,459.368,2.0,6.42,4.45,13.8
4596,2.5904434,0.0371,1.64,3.33,4.15,0.0,1484.0,9.28,5477.0,0.88,0.92,0.03,489.876,3.0,353.56,4.52,4.27
4597,5.3227406,0.06,1.65,3.36,4.11,0.0,1167.0,9.42,5477.0,0.88,0.92,0.03,489.876,3.0,135.18,4.52,4.27
4598,9.20761013,0.0865,3.279,10.8,1.68,0.0,972.0,10.96,5678.0,1.3,1.02,0.2,489.876,3.0,211.08,4.21,4.27
4599,1.13854338,0.022,1.11,1.41,5.67,0.0,2537.0,4.151,6260.0,1.27,1.16,-0.03,666.334,1.0,9805.45,4.29,2.82
4600,1.09366356,0.0206,1.35,2.39,5.34,0.0,1681.0,5.825,5559.0,0.88,0.91,-0.1,798.246,1.0,1705.76,4.51,4.27
4601,308.5471,0.9625,3.46,11.8,1.57,0.0,330.0,130.198,6431.0,1.51,1.31,0.03,966.801,1.0,4.79,4.2,2.19
4602,5.71668872,0.0599,1.89,4.23,3.44,0.0,955.0,22.75,5442.0,0.86,0.9,-0.01,1107.0,1.0,196.51,4.52,4.57
4603,138.9442,0.5329,2.55,7.04,2.33,0.0,384.0,100.3,6021.0,1.11,1.08,0.0,897.733,1.0,5.38,4.38,3.47
4604,364.758031,0.8507,3.14,10.0,1.77,0.0,166.0,120.9,4434.0,0.67,0.71,0.05,387.248,1.0,0.19,4.64,2.95
4605,1.4444538,0.0245,1.18,1.76,5.89,0.0,1800.0,11.33,5079.0,0.77,0.81,-0.08,517.292,1.0,713.17,4.58,5.01
4606,175.138819,0.6095,2.82,8.35,2.05,0.0,346.0,126.8,5837.0,1.03,1.03,0.02,1125.3,1.0,1.99,4.42,4.37
4607,133.3036741,0.4765,2.7,7.75,2.16,0.0,301.0,141.6,5176.0,0.8,0.84,-0.01,748.326,1.0,1.57,4.57,4.79
4608,33.040532,0.198,2.26,5.73,2.73,0.0,561.0,75.74,5690.0,1.0,0.98,-0.04,915.212,5.0,28.11,4.42,4.47
4609,62.303276,0.303,2.95,9.01,1.93,0.0,454.0,47.1,5690.0,1.0,0.98,-0.04,915.212,5.0,12.07,4.42,4.47
4610,20.54981883,0.1415,3.84,14.1,1.37,0.0,657.0,29.25,5769.0,0.98,0.98,-0.04,915.212,5.0,53.0,4.45,4.47
4611,3.93276465,0.047,1.5,2.86,4.66,0.0,1140.0,9.88,5769.0,0.98,0.98,-0.04,915.212,5.0,480.4,4.45,4.47
4612,9.91935684,0.0871,1.5,2.86,4.66,0.0,838.0,17.51,5769.0,0.98,0.98,-0.04,915.212,5.0,139.88,4.45,4.47
4613,125.4131177,0.4426,2.49,6.76,2.41,0.0,266.0,447.0,4540.0,0.69,0.74,0.1,244.96,1.0,0.85,4.63,2.51
4614,8.40691199,0.0781,1.16,1.65,5.81,0.0,1048.0,33.92,5282.0,0.81,0.86,-0.04,416.692,1.0,75.56,4.56,4.47
4615,3.95116882,0.0479,0.76,0.363,4.54,0.0,1160.0,10.63,5564.0,0.99,0.94,0.06,399.114,4.0,518.44,4.41,8.51
4616,2.89223021,0.0389,0.65,0.208,4.16,0.0,1287.0,8.83,5564.0,0.99,0.94,0.06,399.114,4.0,786.08,4.41,8.51
4617,5.99273738,0.0632,0.87,0.59,4.92,0.0,1010.0,17.65,5564.0,0.99,0.94,0.06,399.114,4.0,297.81,4.41,8.51
4618,5.10115756,0.0567,0.76,0.363,4.54,0.0,1065.0,14.74,5564.0,0.99,0.94,0.06,399.114,4.0,370.0,4.41,8.51
4619,6.96710269,0.0867,2.71,7.8,2.15,0.0,1774.0,6.61,6561.0,1.65,1.39,0.07,921.784,1.0,375.65,4.14,1.91
4620,168.811174,0.5421,1.78,3.82,3.72,0.0,269.0,163.2,4886.0,0.74,0.81,0.02,335.09,1.0,0.83,4.61,2.34
4621,163.692349,0.5442,2.7,7.75,2.16,0.0,274.0,187.57,5201.0,0.8,0.84,-0.06,729.964,1.0,1.41,4.57,4.47
4622,19.5974971,0.1366,3.13,9.96,1.78,0.0,671.0,18.58,5623.0,0.93,0.95,0.01,931.956,1.0,36.3,4.48,3.72
4623,0.69297968,0.0165,0.9,0.666,5.02,0.0,3186.0,4.803,6078.0,1.18,1.12,0.04,674.695,1.0,5760.94,4.34,3.39
4624,124.828679,0.4679,2.64,7.46,2.23,0.0,350.0,149.9,5706.0,0.97,0.99,0.05,872.279,1.0,1.93,4.46,4.37
4625,214.886545,0.6687,2.57,7.13,2.31,0.0,286.0,166.95,5324.0,0.84,0.88,0.02,803.052,1.0,1.18,4.54,4.79
4626,5.931194,0.056,2.09,5.02,3.02,0.0,614.0,20.69,4508.0,0.62,0.64,-0.142,293.499,2.0,23.5,4.68,2.9
4627,52.661793,0.242,2.24,5.65,2.76,0.0,286.0,88.72,4508.0,0.62,0.64,-0.142,293.499,2.0,1.28,4.68,2.9
4628,225.582809,0.7681,3.02,9.38,1.87,0.0,348.0,157.86,5991.0,1.11,1.07,0.01,1179.01,1.0,2.31,4.38,3.55
4629,24.4973698,0.1772,2.66,7.56,2.21,0.0,722.0,21.2,6136.0,1.22,1.14,0.01,1463.72,1.0,60.42,4.32,2.88
4630,184.771853,0.6045,2.47,6.66,2.43,0.0,268.0,151.5,5202.0,0.78,0.85,-0.07,769.096,1.0,1.85,4.58,3.31
4631,4.24261881,0.0481,1.15,1.6,5.78,0.0,926.0,12.47,5288.0,0.81,0.85,-0.09,692.594,1.0,166.11,4.56,4.57
4632,198.088774,0.6314,2.9,8.75,1.97,0.0,288.0,154.7,5297.0,0.81,0.84,-0.1,946.847,1.0,1.01,4.56,4.68
4633,8.10501635,0.0805,1.61,3.22,4.24,0.0,959.0,13.61,5866.0,1.06,1.04,0.03,2013.27,1.0,483.26,4.4,4.37
4634,8.82713457,0.0829,1.96,4.5,3.28,0.0,797.0,32.57,5608.0,0.95,0.97,0.08,944.54,1.0,92.14,4.47,4.9
4635,3.74032496,0.049,1.53,2.96,4.54,0.0,1287.0,11.73,6099.0,1.17,1.11,0.02,1380.16,1.0,645.54,4.34,3.31
4636,3.50470358,0.0419,0.68,0.244,4.26,0.0,1019.0,13.44,5101.0,0.79,0.83,0.0,325.737,1.0,189.89,4.57,4.9
4637,0.97191543,0.018,0.72,0.299,4.4,0.0,1609.0,4.37,5316.0,0.82,0.86,-0.04,614.827,1.0,1620.06,4.55,4.27
4638,4.973456,0.054,2.3,5.9,2.66,0.0,867.0,12.89,5094.0,0.81,0.84,0.254,443.483,2.0,135.08,4.55,5.37
4639,15.906801,0.117,2.55,7.04,2.33,0.0,588.0,31.3,5094.0,0.81,0.84,0.254,443.483,2.0,28.64,4.55,5.37
4640,3.03195744,0.0397,0.89,0.64,4.99,0.0,1269.0,13.32,5815.0,1.02,1.02,0.04,502.497,1.0,593.92,4.43,4.17
4641,1.00520701,0.0194,1.09,1.32,5.6,0.0,1682.0,4.747,5957.0,1.11,1.07,0.04,839.076,1.0,2364.81,4.38,3.39
4642,64.2737752,0.3308,3.55,12.3,1.51,0.0,554.0,20.33,5760.0,1.05,1.02,0.11,2060.72,1.0,31.77,4.41,4.79
4643,3.43276598,0.0442,0.75,0.347,4.52,0.0,1134.0,5.63,5765.0,0.99,1.0,0.02,616.697,1.0,390.57,4.45,4.07
4644,18.0540381,0.1327,1.47,2.76,4.77,0.0,635.0,30.07,5528.0,0.9,0.93,0.03,908.805,1.0,41.51,4.5,4.57
4645,1.53818844,0.0241,1.19,1.81,5.9,0.0,1234.0,6.827,4940.0,0.73,0.76,-0.16,629.93,1.0,510.57,4.6,5.62
4646,0.53991524,0.0121,0.79,0.418,4.66,0.0,1871.0,3.692,5254.0,0.81,0.84,-0.07,466.586,1.0,2340.98,4.56,5.01
4647,153.979578,0.552,2.73,7.9,2.13,0.0,330.0,133.6,5655.0,0.93,0.95,-0.03,1206.11,1.0,2.72,4.49,4.17
4648,20.925392,0.1499,1.3,2.24,5.6,0.0,729.0,24.39,5956.0,1.19,1.09,0.09,916.313,1.0,72.57,4.32,4.57
4649,5.79180156,0.0654,1.68,3.46,4.01,0.0,1222.0,13.5,6319.0,1.4,1.25,0.06,945.454,1.0,495.65,4.24,2.45
4650,1.732342,0.028,1.32,2.3,5.5,0.0,1546.0,6.029,5774.0,1.04,1.02,-0.059,773.713,3.0,1572.31,4.39,4.07
4651,13.5405,0.11,2.24,5.65,2.76,0.0,779.0,23.24,5774.0,1.04,1.02,-0.059,773.713,3.0,101.75,4.39,4.07
4652,7.02573474,0.0698,1.46,2.73,4.82,0.0,969.0,25.68,5866.0,1.03,1.02,-0.01,773.713,3.0,244.06,4.42,4.07
4653,26.548955,0.1784,1.07,1.24,5.56,0.0,836.0,25.59,5550.0,0.89,0.92,-0.04,918.995,1.0,76.46,4.5,4.17
4654,3.38555488,0.0432,1.52,2.92,4.57,0.0,1476.0,13.8,6297.0,1.39,1.23,0.04,675.303,1.0,757.13,4.24,2.34
4655,5.49548621,0.0614,0.94,0.779,5.15,0.0,1293.0,16.75,5618.0,0.95,0.97,0.08,946.602,1.0,583.52,4.47,4.79
4656,2.6157554,0.0364,1.2,1.87,5.95,0.0,1379.0,7.65,5808.0,1.0,1.01,0.02,1455.36,1.0,1343.11,4.44,4.07
4657,6.9424334,0.0743,1.29,2.21,5.66,0.0,1003.0,13.52,5892.0,1.08,1.06,0.08,1384.16,1.0,289.78,4.4,3.8
4658,2.55314213,0.0366,1.31,2.27,5.55,0.0,1312.0,9.66,5667.0,0.92,0.95,-0.07,1246.92,1.0,803.68,4.49,4.17
4659,6.98471973,0.0726,1.04,1.12,5.47,0.0,1059.0,19.77,5876.0,1.06,1.05,0.05,460.91,1.0,156.61,4.4,4.07
4660,6.30560247,0.0657,1.13,1.51,5.75,0.0,1125.0,15.02,4862.0,0.74,0.78,0.0,510.029,1.0,57.75,4.6,4.27
4661,1.45088691,0.0252,1.04,1.12,5.47,0.0,1700.0,6.24,5545.0,0.86,0.9,-0.13,1064.05,1.0,1486.44,4.53,4.27
4662,0.84990789,0.014,0.84,0.52,4.82,0.0,1139.0,4.52,4584.0,0.7,0.75,0.11,466.0,1.0,396.64,4.63,2.24
4663,16.709184,0.111,2.12,5.14,2.96,0.0,500.0,38.2,4623.0,0.62,0.66,-0.03,315.177,2.0,13.63,4.66,13.9
4664,28.551383,0.158,1.9,4.27,3.42,0.0,418.0,55.0,4623.0,0.62,0.66,-0.03,315.177,2.0,6.68,4.66,13.9
4665,56.6449279,0.323,2.11,5.1,2.98,0.0,733.0,26.97,6228.0,2.15,1.47,0.12,1002.02,1.0,83.09,3.94,2.75
4666,6.28385491,0.0674,0.8,0.437,4.69,0.0,1108.0,11.49,6022.0,1.23,1.12,0.07,493.175,1.0,470.86,4.31,4.17
4667,4.83817712,0.0316,1.49,2.83,4.7,0.0,354.0,34.95,3208.0,0.3,0.28,0.48,78.8906,1.0,2.5,4.93,7.76
4668,9.32807355,0.085,0.6,0.156,3.97,0.0,788.0,17.96,5645.0,0.91,0.94,-0.07,403.933,1.0,124.31,4.49,4.27
4669,13.3997099,0.1168,1.61,3.22,4.24,0.0,886.0,27.23,6069.0,1.13,1.1,0.0,1416.31,1.0,162.54,4.37,3.31
4670,3.5827463,0.0445,1.79,3.86,3.7,0.0,1064.0,18.11,5538.0,0.91,0.94,0.08,944.465,1.0,182.94,4.5,4.37
4671,15.6049212,0.1266,1.52,2.92,4.57,0.0,1013.0,18.69,6681.0,1.75,1.45,0.06,552.55,1.0,105.77,4.12,1.7
4672,9.4060467,0.0878,1.33,2.33,5.44,0.0,981.0,7.77,5933.0,1.22,1.08,0.07,1026.48,1.0,254.7,4.3,5.01
4673,7.84931739,0.0726,0.76,0.363,4.54,0.0,925.0,16.04,5817.0,0.99,0.96,-0.14,924.141,1.0,359.79,4.43,5.5
4674,0.99166527,0.0205,1.09,1.32,5.6,0.0,2102.0,3.192,6166.0,1.25,1.18,0.08,1513.14,1.0,5228.78,4.32,2.75
4675,10.139623,0.082,2.38,6.26,2.55,0.0,447.0,30.115,4625.0,0.66,0.63,-0.28,373.744,2.0,33.46,4.65,2.51
4676,43.595792,0.218,3.41,11.5,1.59,0.0,275.0,73.79,4625.0,0.66,0.63,-0.28,373.744,2.0,4.79,4.65,2.51
4677,7.61760804,0.0772,1.14,1.55,5.75,0.0,1020.0,16.61,6053.0,1.16,1.11,0.03,771.152,1.0,171.48,4.35,3.39
4678,8.18504949,0.0794,1.27,2.15,5.77,0.0,892.0,14.85,6082.0,1.16,1.1,0.01,1419.58,1.0,439.43,4.35,3.24
4679,3.05710069,0.04,1.54,2.99,4.5,0.0,1202.0,6.604,6213.0,1.28,1.18,0.04,1639.47,1.0,1918.34,4.29,2.69
4680,174.509835,0.546,3.17,10.2,1.76,0.0,260.0,169.1,4995.0,0.77,0.81,0.02,638.249,1.0,0.89,4.59,3.63
4681,2.71603809,0.0396,1.06,1.2,5.54,0.0,1360.0,11.24,5946.0,1.08,1.06,0.03,976.868,1.0,672.41,4.39,3.89
4682,4.56380468,0.051,1.23,2.04,6.02,0.0,980.0,14.46,5203.0,0.8,0.84,-0.02,845.022,1.0,185.57,4.56,4.68
4683,66.373379,0.3237,1.9,4.27,3.42,0.0,471.0,46.21,5706.0,0.92,0.95,-0.11,2146.23,1.0,33.38,4.49,3.89
4684,2.94654179,0.0427,1.06,1.2,5.54,0.0,1497.0,7.208,6377.0,1.39,1.25,0.02,1221.05,1.0,1431.31,4.24,2.4
4685,4.34195123,0.0527,0.95,0.809,5.18,0.0,1236.0,12.79,5940.0,1.09,1.07,0.04,619.862,1.0,308.46,4.39,3.8
4686,122.363553,0.4823,1.62,3.26,4.21,0.0,407.0,100.1,5767.0,0.99,0.99,0.02,1328.2,1.0,8.2,4.45,4.27
4688,4.309397,0.05511,1.715,3.59,3.91,0.0,1134.0,10.62,5471.0,1.12,0.97,0.14,937.013,3.0,396.62,4.47,1.6
4689,13.699429,0.1192,3.76,13.6,1.41,0.0,771.0,22.95,5471.0,1.12,0.97,0.14,937.013,3.0,84.85,4.47,1.6
4691,386.370548,0.9712,3.13,9.96,1.78,0.0,209.0,278.5,5214.0,0.82,0.86,0.07,1030.81,2.0,0.46,4.55,4.68
4692,7.29804993,0.0689,1.942,4.43,3.32,0.0,786.0,14.58,5119.0,0.83,0.82,0.1,1030.81,2.0,90.04,4.51,4.68
4693,2.20921951,0.0336,0.82,0.477,4.75,0.0,1507.0,7.088,5869.0,1.07,1.04,0.05,644.456,1.0,999.75,4.4,4.27
4694,11.17931605,0.1074,1.34,2.36,5.39,0.0,1159.0,28.26,6296.0,1.36,1.22,0.02,629.804,1.0,124.51,4.25,2.51
4695,2.27163926,0.0351,1.29,2.21,5.66,0.0,1522.0,4.356,6241.0,1.31,1.21,0.07,2712.58,1.0,1269.46,4.28,2.82
4696,0.68368426,0.0089,1.41,2.57,5.04,0.0,2023.0,1.268,4976.0,0.76,0.81,0.02,541.189,1.0,3567.57,4.59,4.17
4697,85.7565495,0.3912,1.08,1.28,5.58,0.0,528.0,82.6,5280.0,0.82,0.86,-0.01,546.23,1.0,16.73,4.55,4.68
4698,196.435224,0.6421,2.07,4.94,3.06,0.0,324.0,151.8,5422.0,0.86,0.9,0.01,831.287,1.0,1.29,4.53,4.27
4699,13.6473676,0.1075,0.92,0.721,5.09,0.0,913.0,13.529,6116.0,1.21,1.14,0.05,1286.1,1.0,449.63,4.33,3.16
4700,16.4735686,0.1126,1.73,3.64,3.86,0.0,612.0,30.55,4992.0,0.72,0.75,-0.24,832.0,1.0,33.22,4.61,5.13
4701,114.34219,0.4679,2.22,5.56,2.79,0.0,429.0,53.7,6132.0,1.27,1.18,0.1,1826.04,1.0,12.97,4.29,3.02
4702,4.921355,0.054,2.12,12.1,6.98,0.0,868.0,20.484,5078.0,0.81,0.86,0.07,434.632,2.0,123.4,4.55,4.68
4703,7.06424,0.068,2.05,11.8,7.53,0.0,769.0,39.98,5078.0,0.81,0.86,0.07,434.632,2.0,76.2,4.55,4.68
4704,8.70181574,0.0777,1.61,3.22,4.24,0.0,750.0,22.14,5383.0,0.87,0.91,0.1,864.331,1.0,56.21,4.52,4.68
4705,5.1762429,0.0586,0.81,0.457,4.73,0.0,1243.0,7.564,5605.0,0.93,0.94,0.01,908.444,1.0,146.22,4.49,5.01
4706,3.91795101,0.0482,1.03,1.08,5.43,0.0,1030.0,10.83,5643.0,0.94,0.96,0.03,764.726,1.0,269.25,4.48,4.57
4707,1.5184299,0.0264,2.08,4.98,3.04,0.0,1926.0,1.55,6005.0,1.12,1.08,0.01,1508.33,1.0,6797.62,4.37,3.55
4708,3.9466141,0.0471,1.49,2.83,4.7,0.0,981.0,10.91,5121.0,0.76,0.79,-0.17,1191.19,1.0,276.37,4.58,5.5
4709,47.3126192,0.2788,2.06,4.9,3.08,0.0,658.0,10.11,5865.0,1.05,1.04,0.06,1393.83,1.0,31.17,4.42,3.89
4710,6.76284377,0.0761,1.02,1.04,5.39,0.0,1337.0,8.821,6266.0,1.34,1.21,0.02,1137.81,1.0,724.86,4.26,2.75
4711,27.4785572,0.181,1.2,1.87,5.95,0.0,736.0,23.12,6167.0,1.22,1.15,0.01,898.31,1.0,64.69,4.32,3.02
4712,6.10826019,0.0706,1.26,2.13,5.85,0.0,1267.0,10.53,6620.0,1.65,1.41,0.04,1229.25,1.0,903.91,4.15,1.78
4713,23.6225913,0.1611,0.76,0.363,4.54,0.0,797.0,27.7,5852.0,1.0,1.0,-0.07,734.85,1.0,74.64,4.44,4.27
4714,6.919798,0.069,1.26,2.13,5.85,0.0,961.0,16.08,5816.0,0.96,0.95,0.03,855.641,2.0,305.95,4.44,3.02
4715,19.446355,0.137,3.03,9.43,1.86,0.0,681.0,28.0,5816.0,0.96,0.95,0.03,855.641,2.0,77.05,4.44,3.02
4716,101.951829,0.4322,1.61,3.22,4.24,0.0,428.0,131.03,6157.0,1.23,1.15,0.03,895.069,1.0,7.92,4.31,3.02
4717,92.263714,0.4204,2.16,5.31,2.9,0.0,469.0,80.16,6158.0,1.24,1.15,0.03,1631.66,1.0,14.05,4.31,2.69
4718,10.8118737,0.0994,1.47,2.76,4.77,0.0,922.0,14.63,6436.0,1.5,1.31,0.04,796.477,1.0,236.0,4.2,2.19
4719,4.36128348,0.0518,1.31,2.27,5.55,0.0,1000.0,14.44,5772.0,1.0,1.0,0.04,837.481,1.0,243.08,4.44,4.27
4720,3.29030452,0.0327,5.7,27.6,0.819,0.0,540.0,16.097,3636.0,0.47,0.5,0.06,258.979,1.0,6.01,4.78,4.47
4721,287.378949,0.8748,6.06,30.6,0.756,0.0,350.0,123.03,5677.0,0.94,0.96,0.01,2310.11,1.0,3.77,4.48,4.37
4722,4.13962966,0.0537,2.02,4.74,3.16,0.0,1352.0,9.64,6826.0,1.85,1.51,0.04,1368.83,1.0,1328.65,4.08,1.55
4723,7.20283653,0.0643,3.69,13.2,1.44,0.0,794.0,20.2,5445.0,0.84,0.87,-0.1,317.437,1.0,143.12,4.54,4.68
4724,76.378033,0.2952,6.43,33.8,0.699,0.0,240.0,113.4,3724.0,0.52,0.55,0.17,352.0,1.0,0.79,4.74,5.13
4725,3.87595807,0.0485,0.77,0.381,4.59,0.0,1081.0,12.897,5776.0,1.01,1.01,0.05,336.09,1.0,315.46,4.44,4.27
4726,7.810937,0.078,1.05,1.16,5.51,0.0,906.0,18.96,5776.0,0.92,0.88,0.141,689.814,2.0,115.61,4.52,4.27
4727,21.347262,0.152,2.26,5.73,2.73,0.0,648.0,43.54,5776.0,0.92,0.88,0.141,689.814,2.0,30.24,4.52,4.27
4728,509.997402,1.1218,2.19,5.43,2.84,0.0,182.0,473.8,4736.0,0.63,0.66,-0.46,331.213,1.0,0.26,4.66,5.01
4729,4.09513932,0.0511,1.35,2.39,5.34,0.0,1122.0,4.0,5679.0,0.95,0.97,0.04,1305.99,1.0,446.92,4.47,4.17
4730,448.303558,0.6762,2.47,6.66,2.43,0.0,369.0,139.83,6137.0,1.19,1.12,0.0,716.76,1.0,6.06,4.33,3.09
4731,186.404271,0.3875,1.58,3.12,4.35,0.0,925.0,31.9,6256.0,1.32,1.2,0.02,1114.91,1.0,26.26,4.27,2.82
4732,374.876239,1.0525,3.19,10.3,1.74,0.0,282.0,131.8,5474.0,0.89,0.92,0.02,617.339,1.0,0.54,4.51,4.47
4733,469.63111,1.117,3.64,12.9,1.47,0.0,200.0,133.1,5347.0,0.85,0.89,0.06,1069.45,1.0,0.4,4.53,4.9
4734,425.47785,1.1546,3.23,10.5,1.71,0.0,248.0,187.2,5797.0,1.02,1.01,0.03,1947.54,1.0,1.22,4.43,3.98
4735,6.10960324,0.0596,0.89,0.64,4.99,0.0,1093.0,8.41,5789.0,1.02,1.02,0.07,567.187,1.0,337.78,4.43,4.17
4736,259.33683,0.745,1.87,4.16,3.5,0.0,304.0,127.3,5710.0,0.95,0.97,-0.01,1525.52,1.0,2.76,4.47,4.37
4737,9.878482,0.0932,2.58,7.18,2.3,0.0,1003.0,18.23,6150.0,1.18,1.12,-0.03,1031.31,1.0,187.85,4.34,3.16
4738,5.03503,0.058,1.41,2.57,5.04,0.0,1141.0,22.04,5888.0,1.15,1.09,0.0,890.758,3.0,370.92,4.33,0.62
4739,10.945723,0.097,2.73,7.9,2.13,0.0,881.0,27.7,5888.0,1.15,1.09,0.0,890.758,3.0,131.49,4.33,0.62
4740,28.986769,0.187,2.45,6.57,2.45,0.0,637.0,65.76,5888.0,1.15,1.09,0.0,890.758,3.0,35.89,4.33,0.62
4741,7.5844126,0.0836,4.82,20.7,1.02,0.0,1228.0,9.42,6324.0,1.43,1.27,0.1,1859.78,1.0,537.4,4.23,2.4
4742,19.672266,0.1473,3.11,9.85,1.8,0.0,908.0,20.4,6152.0,1.19,1.12,-0.02,860.37,2.0,82.83,4.34,3.02
4743,32.657212,0.2065,2.95,9.01,1.93,0.0,767.0,42.87,6152.0,1.19,1.12,-0.02,860.37,2.0,42.15,4.34,3.02
4744,12.2057513,0.1016,3.2,10.3,1.73,0.0,895.0,39.81,5355.0,0.84,0.88,-0.01,413.873,2.0,39.91,4.54,4.47
4745,6.6513802,0.0678,2.66,7.56,2.21,0.0,1095.0,24.45,5355.0,0.84,0.88,-0.01,413.873,2.0,89.63,4.54,4.47
