,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
4746,5.342657,0.0531,2.32,5.99,2.64,0.0,799.0,14.31,4916.0,0.86,0.85,-0.01,341.774,1.0,137.75,4.5,0.046
4747,21.0907758,0.142,1.88,4.19,3.47,0.0,606.0,20.08,5499.0,0.86,0.89,-0.1,629.27,1.0,31.86,4.53,4.27
4748,16.1779561,0.1285,1.78,3.82,3.72,0.0,754.0,24.26,5812.0,1.02,1.02,0.04,1202.47,1.0,138.54,4.43,4.17
4749,4.48558383,0.0295,1.23,2.04,6.02,0.0,365.0,39.8,3299.0,0.26,0.24,0.04,127.591,1.0,4.2,5.01,4.68
4753,8.180848,0.072,2.32,5.99,2.64,0.0,716.0,11.46,5211.0,0.77,0.79,0.12,560.885,2.0,59.8,4.54,10.5
4754,15.31299,0.11,2.23,5.6,2.77,0.0,581.0,39.38,5211.0,0.77,0.79,0.12,560.885,2.0,25.93,4.54,10.5
4755,1.53818001,0.0167,0.96,0.84,5.22,0.01,602.0,10.84,3410.0,0.33,0.33,-0.11,134.397,1.0,54.56,4.86,13.9
4757,38.09722,0.1654,1.6,3.19,4.28,0.0,268.0,91.0,3638.0,0.38,0.4,-0.3,252.0,1.0,0.81,4.88,3.2
4758,140.2524,0.4706,2.17,5.35,2.88,0.0,284.0,146.7,4807.0,0.69,0.72,-0.18,755.0,1.0,0.98,4.62,7.7
4759,1047.8356,2.026,9.18,158.915,1.2,0.26,206.0,370.3,5597.0,1.18,1.01,-0.088,568.117,1.0,0.3,4.3,5.0
4760,11.8728787,0.103,2.213,5.0,2.5,0.0,863.0,20.5,6148.0,1.03,1.03,-0.24,213.26,1.0,155.0,4.36,2.56
4761,31.562,0.1974,4.52,47.8,2.13,0.838,651.0,118.027,5569.0,1.1,1.03,0.19,185.875,2.0,24.94,4.4,6.31
4763,3.84937278,0.0544,11.994,1868.8404,6.36,0.0628,2034.0,4.04,6216.0,2.89,1.45,-0.18,788.238,1.0,4055.29,3.67,2.01
4764,7.650254,0.072,2.27,5.77,2.71,0.0,772.0,21.8945,5413.0,0.74,0.88,-0.03,603.53,3.0,77.54,4.62,0.8
4765,34.260281,0.195,2.38,6.26,2.55,0.0,468.0,56.439,5413.0,0.74,0.88,-0.03,603.53,3.0,10.51,4.62,0.8
4766,1.55400393,0.0246,1.73,3.64,3.86,0.0,1313.0,6.791,5350.0,0.83,0.88,-0.03,603.53,3.0,651.41,4.55,4.47
4768,17.6046,0.1072,3.304,10.9,1.66,0.0,362.0,27.7,3844.0,0.63,0.61,0.06,337.926,1.0,4.07,4.63,0.0
4769,14.3868,0.1137,3.033,9.45,1.86,0.0,776.0,52.421,5735.81,1.07,0.94,0.37,626.691,1.0,85.46,4.35,8.2
4770,11.9548,0.1006,2.839,8.44,2.03,0.0,906.0,44.02,5049.84,0.78,0.84,-0.013,335.515,1.0,159.04,4.58,13.9
4771,25.8476,0.1761,2.883,8.66,1.99,0.0,672.0,33.65,6293.0,1.15,1.23,-0.2,1379.37,2.0,48.23,4.41,0.41
4772,40.7157,0.2383,3.236,10.5,1.7,0.0,578.0,46.2,6293.0,1.15,1.23,-0.2,1379.37,2.0,26.34,4.41,0.41
4773,83.5781,0.4256,2.984,9.19,1.9,0.0,655.0,37.8,5941.54,1.09,1.09,-0.26,626.819,1.0,17.31,4.4,4.7
4775,9.51216,0.0745,2.78,8.15,2.08,0.0,530.0,25.17,4303.0,0.71,0.67,-0.23,543.444,2.0,18.66,4.56,13.9
4776,1.60932005,0.0228,1.901,4.27,3.41,0.0,958.0,8.056,4224.0,0.6,0.61,-0.2,543.444,2.0,199.28,4.66,13.9
4777,4.3931539,0.04825,1.718,3.6,3.9,0.0,918.0,9.884,4884.0,0.75,0.78,0.02,341.908,4.0,122.5,4.58,7.1
4778,7.406106,0.0684,1.674,3.44,4.03,0.0,771.0,14.0,4884.0,0.75,0.78,0.02,341.908,4.0,61.18,4.58,7.1
4779,21.80379,0.1404,1.238,2.06,5.97,0.0,538.0,28.76,4884.0,0.75,0.78,0.02,341.908,4.0,14.49,4.58,7.1
4780,1071.23205,1.883,10.16,321.00669,1.68,0.29,134.0,179.9,4884.0,0.75,0.78,0.02,341.908,4.0,0.08,4.58,7.1
4781,20.4998,0.1528,3.356,11.2,1.63,0.0,731.0,14.2,5838.0,1.52,1.05,-0.08,2065.98,1.0,67.67,4.1,0.3
4782,4.16787,0.0491,1.326,2.32,5.47,0.0,962.0,14.54,5135.55,0.93,0.87,0.25,357.059,1.0,202.48,4.44,13.4
4783,150.878,0.5726,2.97,9.11,1.91,0.0,423.0,135.82,6131.95,1.09,1.16,-0.25,391.181,1.0,7.56,4.43,4.19
4784,33.7888,0.2127,2.936,8.93,1.94,0.0,611.0,47.92,6014.95,1.13,1.11,0.228,727.187,1.0,33.01,4.38,0.3
4785,62.5611,0.3017,3.206,10.4,1.73,0.0,417.0,91.3,5473.91,0.88,0.96,0.056,1012.48,1.0,7.13,4.53,0.5
4786,63.0382,0.3076,3.125,9.93,1.79,0.0,465.0,66.852,5853.19,1.13,1.06,0.254,651.117,1.0,11.1,4.36,1.9
4788,22.064,0.1624,2.702,7.76,2.16,0.0,712.0,48.24,6013.72,1.25,1.11,0.108,735.369,1.0,60.81,4.29,0.3
4789,147.974,0.5302,3.304,10.9,1.66,0.0,329.0,169.0,5754.0,0.83,1.03,0.0,847.339,1.0,2.78,4.61,0.3
4790,9.75376,0.0892,2.069,4.93,3.06,0.0,813.0,30.96,5501.0,0.87,0.96,-0.04,909.28,1.0,103.3,4.54,0.4
4791,4.425391,0.056,1.46,2.73,4.82,0.0,1240.0,5.42,6282.0,1.11,1.11,0.09,1343.6,2.0,725.06,4.42,2.29
4792,13.193242,0.116,2.69,7.7,2.17,0.0,862.0,20.59499,6282.0,1.11,1.11,0.09,1343.6,2.0,169.0,4.42,2.29
4793,8.77424,0.0784,1.36,2.42,5.29,0.0,771.0,31.88,5021.0,0.72,0.83,0.2,310.315,1.0,83.63,4.64,13.8
4794,69.8956,0.32,2.553,7.05,2.33,0.0,442.0,54.6,5756.4,0.76,0.89,0.106,758.3,1.0,5.33,4.54,3.3
4795,14.8334,0.1134,2.889,8.7,1.98,0.0,694.0,13.26,5619.12,0.84,0.99,-0.048,1159.85,1.0,54.74,4.58,5.7
4796,15.0337,0.1182,1.875,4.17,3.48,0.0,669.0,35.71,5429.0,0.9,0.95,0.16,733.143,1.0,47.32,4.51,13.6
4799,9.30987,0.0866,1.426,2.62,4.97,0.0,913.0,21.62,5714.96,1.2,1.02,0.077,729.823,1.0,164.38,4.29,0.4
4800,5.77954,0.0532,1.656,3.38,4.09,0.0,598.0,6.91,4132.0,0.73,0.65,-0.14,417.014,1.0,30.22,4.53,13.8
4801,5.62012,0.0577,1.262,2.13,5.83,0.0,772.0,3.0,4632.11,0.75,0.81,-0.046,567.4468709,1.0,84.01,4.6,14.0
4802,8.483,0.0798,0.947,0.799,5.17,0.0,879.0,26.24,5731.43,1.0,1.02,-0.146,294.122,1.0,141.04,4.45,2.5
4803,3.250619,0.04,1.13,1.51,5.75,0.0,962.0,5.8,4997.0,0.76,0.84,0.05,406.529,5.0,195.22,4.58,13.8
4804,6.195469,0.062,1.21,1.92,5.96,0.0,776.0,17.44,4997.0,0.76,0.84,0.05,406.529,5.0,82.85,4.58,13.8
4805,8.348125,0.075,1.25,2.1,5.91,0.0,702.0,10.9,4997.0,0.76,0.84,0.05,406.529,5.0,55.53,4.58,13.8
4806,13.767102,0.105,2.2,5.48,2.83,0.0,595.0,15.2,4997.0,0.76,0.84,0.05,406.529,5.0,28.55,4.58,13.8
4807,87.090195,0.359,2.58,7.18,2.3,0.0,321.0,109.5,4997.0,0.76,0.84,0.05,406.529,5.0,2.44,4.58,13.8
4808,234.636,0.7097,2.811,8.3,2.05,0.0,267.0,267.07,5404.0,0.86,0.94,0.0,703.789,1.0,1.2,4.54,8.5
4809,3.8482,0.0495,1.835,4.02,3.58,0.0,1283.0,12.83,6000.0,1.13,1.11,0.16,1267.67,1.0,641.53,4.38,0.61
4810,5.95966,0.0646,1.112,1.42,5.68,0.0,897.0,15.87,5146.0,0.87,0.87,0.36,591.019,1.0,153.48,4.5,6.1
4811,12.0999,0.1011,1.289,2.21,5.67,0.0,807.0,26.04,5432.34,0.88,0.95,0.026,760.065,2.0,100.37,4.53,0.8
4812,5.36370993,0.0588,0.977,0.894,5.27,0.0,1059.0,13.8,5553.0,1.1,0.94,0.16,760.065,2.0,296.73,4.33,0.8
4813,3.89526,0.0449,1.18,1.76,5.89,0.0,956.0,17.16,4954.0,0.76,0.82,0.14,513.329,1.0,197.66,4.59,0.7
4814,4.7329,0.0529,1.119,1.46,5.72,0.0,957.0,20.8,5473.19,0.99,0.96,-0.035,791.175,1.0,198.57,4.43,0.5
4819,1.4857108,0.02591,14.68,778.65,1.35,0.011,1570.0,5.48,5781.0,1.01,1.04,0.26,720.753,1.0,1481.77,4.45,1.8
4820,7.930592,0.08,3.2,82.6,13.9,0.0,899.0,9.5,5679.0,1.03,1.09,0.31,738.657,2.0,136.52,4.45,1.8
4821,16.665863,0.131,2.86,8.55,2.01,0.0,702.0,31.284,5679.0,1.03,1.09,0.31,738.657,2.0,50.68,4.45,1.8
4825,988.88112,2.027,11.949,1322.16617,4.07,0.92,254.0,256.4,5746.0,1.7,1.13,0.196,835.455,1.0,0.34,4.03,7.4
4826,9.03502,0.08,2.03,4.47,2.977353,0.033,789.0,15.21,6312.0,1.26,1.14,-0.2,1633.49,2.0,91.74,4.3,2.59
4829,65.70459747,0.3192,3.124,9.93,1.79,0.0,472.0,55.0,5918.0,1.04,1.0,-0.04,273.946,1.0,10.02,4.4,2.2
4830,4.166972,0.05,2.34,6.08,2.61,0.0,1053.0,11.973,5642.0,0.84,0.91,0.11,863.855,3.0,304.18,4.57,3.47
4831,11.463462,0.098,2.56,7.08,2.32,0.0,752.0,34.51,5642.0,0.84,0.91,0.11,863.855,3.0,78.91,4.57,3.47
4832,39.595519,0.223,1.89,4.23,3.44,0.0,497.0,47.01,5642.0,0.84,0.91,0.11,863.855,3.0,15.1,4.57,3.47
4833,14.91110039,0.1159,3.197,10.3,1.73,0.0,694.0,35.174,5650.0,0.9,0.93,-0.04,305.193,1.0,49.29,4.5,9.1
4834,21.06080055,0.1463,1.923,4.36,3.37,0.0,669.0,30.68,5706.0,1.03,0.94,0.0,590.268,1.0,47.39,4.38,6.6
4835,13.81499958,0.0903,2.284,5.83,2.69,0.0,391.0,22.7,3732.0,0.51,0.52,0.02,156.264,1.0,5.52,4.74,13.8
4836,18.01160049,0.1469,1.717,3.59,3.9,0.0,900.0,12.73,6477.0,1.46,1.3,0.1,295.293,1.0,150.48,4.22,1.45
4837,10.27530003,0.1047,3.264,10.7,1.69,0.0,1211.0,8.46,6150.0,2.09,1.45,0.22,409.46,1.0,522.13,3.96,3.05
4838,35.59730148,0.2178,4.14,16.0,1.24,0.0,646.0,20.6,6212.0,1.21,1.08,-0.04,522.605,1.0,33.49,4.31,0.82
4839,35.58100128,0.1916,2.425,6.46,2.49,0.0,408.0,70.008,4894.0,0.68,0.75,-0.24,195.439,1.0,6.22,4.64,7.9
4840,30.65279961,0.2014,2.989,9.21,1.89,0.0,780.0,32.3,6200.0,1.64,1.16,-0.06,1008.79,1.0,87.69,4.07,0.33
4841,135.1880035,0.4878,2.569,7.12,2.31,0.0,345.0,119.823,5731.0,0.91,0.85,-0.32,375.522,1.0,3.33,4.45,10.4
4842,6.14955998,0.0674,3.95,14.8,1.32,0.0,1287.0,8.02,5687.0,1.78,1.08,0.04,905.406,1.0,649.26,3.97,7.7
4843,2.940309,0.04,2.35,6.12,2.59,0.0,1256.0,8.9839,5526.0,1.08,1.0,0.23,828.592,4.0,639.48,4.38,6.46
4844,6.388996,0.068,2.86,8.55,2.01,0.0,970.0,15.11,5526.0,1.08,1.0,0.23,828.592,4.0,227.22,4.38,6.46
4845,14.627119,0.118,2.25,5.69,2.74,0.0,736.0,17.1,5526.0,1.08,1.0,0.23,828.592,4.0,75.29,4.38,6.46
4846,35.118736,0.211,2.76,8.05,2.1,0.0,550.0,76.32,5526.0,1.08,1.0,0.23,828.592,4.0,23.43,4.38,6.46
4847,12.70639992,0.1043,3.216,10.4,1.72,0.0,697.0,11.5,5573.0,0.84,0.94,-0.04,629.445,1.0,55.86,4.56,0.5
4848,4.59238005,0.0519,3.119,9.9,1.79,0.0,924.0,15.8754,5351.0,0.8,0.89,-0.04,641.374,1.0,172.6,4.58,0.7
4849,9.17856979,0.0819,2.867,8.58,2.0,0.0,753.0,31.96,5506.0,0.79,0.88,-0.2,772.283,1.0,76.14,4.58,1.4
4850,39.75289917,0.2249,2.88,8.65,1.99,0.0,568.0,62.43,6072.0,1.01,0.96,-0.3,811.278,1.0,24.54,4.41,3.3
4851,6.45442009,0.0683,2.837,8.43,2.03,0.0,999.0,9.6,6092.0,0.94,1.02,-0.22,1060.77,1.0,234.98,4.5,0.3
4852,16.71990013,0.1302,2.813,8.31,2.05,0.0,767.0,39.585,6020.0,1.08,1.05,0.0,558.652,1.0,74.26,4.39,0.89
4853,18.39629936,0.1306,2.509,6.84,2.38,0.0,582.0,23.7,5316.0,0.8,0.88,0.0,390.552,1.0,27.09,4.57,10.9
4854,9.02929974,0.0796,3.173,10.2,1.75,0.0,757.0,22.69,5349.0,0.82,0.82,-0.12,894.187,1.0,77.75,4.53,9.7
4855,4.78299999,0.0535,2.955,9.04,1.93,0.0,886.0,16.102,5170.0,0.81,0.89,0.18,651.783,1.0,145.48,4.57,12.8
4856,4.22097015,0.0418,3.894,14.4,1.34,0.0,595.0,8.13,3837.0,0.52,0.54,-0.06,576.181,1.0,29.68,4.75,1.2
4857,4.263742,0.048,1.29,2.21,5.66,0.0,1179.0,10.7,6031.0,0.95,0.79,0.036,833.165,2.0,599.5,4.4,3.3
4858,8.005777,0.074,2.43,6.48,2.48,0.0,956.0,20.02,6031.0,0.95,0.79,0.036,833.165,2.0,258.42,4.4,3.3
4859,13.81019974,0.1131,4.485,18.4,1.12,0.0,833.0,23.2,5942.0,1.14,1.01,-0.04,1427.08,1.0,113.75,4.33,7.4
4860,21.76129913,0.1401,2.933,8.92,1.94,0.0,486.0,137.07,4859.0,0.72,0.78,0.0,169.948,1.0,13.18,4.61,13.9
4861,32.31240082,0.2015,4.099,15.7,1.25,0.0,699.0,18.7,5821.0,1.49,1.04,0.04,1289.41,1.0,27.05,4.11,2.0
4862,9.22957993,0.0933,3.636,12.8,1.46,0.0,1021.0,32.12,6320.0,1.25,1.27,0.24,2080.51,1.0,257.11,4.35,0.2
4863,6.7968502,0.0714,3.089,9.74,1.82,0.0,985.0,6.72,6061.0,0.97,1.05,-0.1,1482.83,1.0,222.91,4.49,0.3
4864,7.71792984,0.0621,1.194,1.84,5.94,0.0,502.0,32.37,3975.0,0.51,0.54,-0.34,245.303,1.0,15.01,4.75,14.0
4865,37.81029892,0.2188,3.877,14.3,1.35,0.0,566.0,33.74,6085.0,0.97,0.98,-0.28,1430.0,1.0,24.27,4.45,1.7
4867,7.67463016,0.0781,2.825,8.37,2.04,0.0,957.0,12.5,6063.0,1.0,1.08,-0.02,1302.87,1.0,198.67,4.47,0.3
4868,7.34370995,0.0697,2.431,6.48,2.48,0.0,839.0,50.03,5757.0,0.76,0.86,-0.5,783.666,1.0,117.5,4.6,0.4
4869,13.98179,0.1,1.96,4.5,3.28,0.0,553.0,37.15,4880.0,0.62,0.6,-0.44,384.757,3.0,24.42,4.68,4.9
4870,44.000529,0.214,1.49,2.83,4.7,0.0,377.0,66.49,4880.0,0.62,0.6,-0.44,384.757,3.0,5.3,4.68,4.9
4871,247.35373,0.677,2.19,5.43,2.84,0.0,212.0,224.6,4880.0,0.62,0.6,-0.44,384.757,3.0,0.53,4.68,4.9
4873,2.75759006,0.0296,1.273,2.16,5.75,0.0,615.0,19.57,3683.0,0.42,0.45,-0.22,270.739,1.0,33.79,4.84,13.4
4874,49.47819901,0.2587,2.178,5.38,2.86,0.0,462.0,154.5,5776.0,0.85,0.94,-0.18,669.573,1.0,10.73,4.55,0.5
4875,7.64971018,0.0822,1.599,3.18,4.28,0.0,1144.0,7.55,5855.0,1.61,1.27,0.4,538.807,1.0,404.99,4.12,5.1
4877,3.01619005,0.0408,1.929,4.38,3.35,0.0,1449.0,8.69,5611.0,1.4,0.99,0.16,996.105,1.0,1044.49,4.14,2.1
4879,6.23031998,0.066,4.265,16.8,1.19,0.0,875.0,30.75,5477.0,0.86,0.98,0.21,1321.38,1.0,138.33,4.56,0.7
4881,14.53409958,0.0956,1.613,3.23,4.23,0.0,420.0,31.6,3957.0,0.55,0.55,-0.16,268.2,1.0,7.34,4.69,13.9
4882,11.903515,0.105,2.56,7.08,2.32,0.0,827.0,17.8,6064.0,1.01,1.12,0.1,1312.34,2.0,129.64,4.47,3.39
4883,34.035257,0.213,3.1,9.8,1.81,0.0,583.0,20.7,6064.0,1.01,1.12,0.1,1312.34,2.0,31.95,4.47,3.39
4884,205.9120026,0.6785,6.004,30.1,0.764,0.0,298.0,161.5,5644.0,0.97,0.98,0.14,1497.33,1.0,1.85,4.46,0.5
4885,7.01731014,0.0712,1.824,3.98,3.6,0.0,984.0,12.53,6052.0,0.97,0.97,-0.26,1291.47,1.0,221.46,4.46,1.9
4886,56.35850143,0.2698,4.541,18.7,1.1,0.0,419.0,33.7,5446.0,0.82,0.82,-0.2,962.888,1.0,7.29,4.53,7.2
4887,16.00460052,0.1179,2.227,5.59,2.78,0.0,583.0,31.9,5180.0,0.77,0.86,0.0,707.688,1.0,27.41,4.6,6.2
4889,24.81209946,0.1668,5.917,29.4,0.78,0.0,631.0,61.21,6086.0,0.92,1.0,-0.26,982.383,1.0,37.43,4.51,0.3
4891,19.65640068,0.1335,2.947,8.99,1.93,0.0,549.0,17.6,5288.0,0.74,0.83,-0.24,807.308,1.0,21.5,4.61,0.7
4892,9.97721005,0.0919,2.571,7.13,2.31,0.0,1028.0,7.8,5557.0,1.62,1.04,0.16,1588.41,1.0,93.64,4.04,0.4
4893,3.7202301,0.0429,0.904,0.676,5.03,0.0,954.0,14.75,5017.0,0.8,0.76,-0.02,385.348,1.0,195.7,4.52,13.8
4894,5.433074,0.058,1.43,2.63,4.94,0.0,841.0,17.72,5232.0,0.89,0.79,0.16,527.321,4.0,123.8,4.47,13.7
4895,12.759712,0.102,2.6,23.0,7.19,0.0,633.0,27.65,5232.0,0.89,0.79,0.16,527.321,4.0,39.63,4.47,13.7
4896,25.751974,0.163,2.51,15.2,5.28,0.0,501.0,34.0,5232.0,0.89,0.79,0.16,527.321,4.0,15.54,4.47,13.7
4897,51.16579,0.2494,1.45,2.7,4.87,0.0,398.0,51.1,5295.0,0.83,0.87,0.03,527.321,4.0,6.22,4.55,4.68
4899,4.04354,0.0413,1.391,2.51,5.12,0.0,613.0,4.9,3871.0,0.53,0.57,0.07,221.186,1.0,33.34,4.74,13.9
4900,29.53910065,0.204,2.76,8.05,2.1,0.0,714.0,54.94,6572.0,1.24,1.3,0.07,1663.74,1.0,61.49,4.37,0.28
4901,1.48028004,0.0257,1.147,1.59,5.8,0.0,1822.0,4.612,5897.0,1.26,1.03,0.02,756.486,1.0,2597.27,4.25,5.4
4902,70.46829987,0.3512,4.555,18.8,1.09,0.0,511.0,83.15,6461.0,1.13,1.16,-0.14,1542.48,1.0,16.17,4.4,0.24
4903,10.41889954,0.0917,2.495,6.78,2.4,0.0,855.0,28.88,5692.0,1.06,0.95,0.04,764.456,1.0,126.48,4.36,11.9
4904,105.0149994,0.4229,2.279,5.81,2.7,0.0,406.0,39.2,5868.0,1.04,0.92,-0.22,501.229,1.0,6.44,4.36,7.3
4905,59.65829849,0.2873,3.013,9.34,1.88,0.0,393.0,33.8,5243.0,0.83,0.89,0.14,820.506,1.0,5.66,4.55,0.6
4907,89.1934967,0.3987,4.465,18.2,1.12,0.0,483.0,174.5,6071.0,1.3,1.06,-0.06,438.412,1.0,12.83,4.24,2.67
4908,36.8601,0.2184,3.5,5.84,0.75,0.0,549.0,38.43,5732.0,1.32,0.92,-0.11,1435.44,2.0,30.4,4.1,1.8
4909,49.40926,0.2655,8.73,14.7,0.121,0.0,497.0,42.08,5732.0,1.32,0.92,-0.11,1435.44,2.0,25.4,4.1,1.8
4910,16.84189987,0.1261,2.841,8.45,2.02,0.0,699.0,51.13,5602.0,1.01,0.94,0.1,582.942,1.0,56.43,4.4,12.3
4911,88.64399719,0.3815,4.055,15.5,1.28,0.0,391.0,44.0,5661.0,0.93,0.94,0.0,565.752,1.0,5.51,4.47,0.8
4912,3.21509004,0.0418,2.686,7.68,2.18,0.0,1155.0,6.382,5541.0,0.93,0.94,0.12,871.564,1.0,421.21,4.47,5.1
4913,40.80970001,0.2489,3.505,12.1,1.54,0.0,623.0,116.88,6183.0,1.3,1.24,0.26,681.255,1.0,31.05,4.3,2.91
4914,59.77080154,0.3096,3.182,10.2,1.74,0.0,522.0,46.6,6214.0,1.12,1.1,-0.02,816.592,1.0,17.53,4.38,2.5
4915,85.65399933,0.3986,3.648,12.9,1.46,0.0,522.0,97.18,5818.0,1.65,1.15,0.24,657.023,1.0,8.08,4.07,0.4
4916,35.01190186,0.2124,2.612,7.33,2.26,0.0,603.0,40.5,5872.0,1.15,1.04,0.1,690.336,1.0,31.35,4.33,0.6
4917,12.18420029,0.1031,2.132,5.19,2.94,0.0,819.0,8.7,5771.0,1.07,0.98,0.06,619.146,1.0,106.52,4.37,3.1
4918,10.08740044,0.0956,3.017,9.36,1.87,0.0,942.0,7.0,6310.0,1.09,1.14,-0.06,1276.29,1.0,186.14,4.42,0.3
4919,16.34359932,0.1264,3.033,9.44,1.86,0.0,730.0,24.0,5730.0,1.06,1.01,0.16,908.501,1.0,67.34,4.39,0.6
4920,9.576694,0.085,2.9,8.75,1.97,0.0,846.0,22.293,5676.0,1.07,0.94,0.18,716.025,3.0,84.57,4.33,11.3
4921,20.552802,0.142,2.88,8.65,1.99,0.0,656.0,33.0,5676.0,1.07,0.94,0.18,716.025,3.0,30.55,4.33,11.3
4922,96.678988,0.397,3.95,14.8,1.32,0.0,392.0,126.0,5676.0,1.07,0.94,0.18,716.025,3.0,3.87,4.33,11.3
4923,109.4449997,0.4276,3.606,12.7,1.49,0.0,340.0,225.2,5403.0,0.87,0.87,0.0,790.516,1.0,3.14,4.5,0.6
4924,4.88752985,0.0574,2.381,6.26,2.55,0.0,1003.0,19.19,5568.0,0.96,1.05,0.44,962.63,1.0,239.11,4.5,0.9
4925,5.75622988,0.0582,2.229,5.6,2.78,0.0,773.0,17.01,4931.0,0.73,0.79,0.0,305.792,1.0,84.16,4.61,14.0
4926,8.27744007,0.077,1.319,2.3,5.5,0.0,1088.0,22.82,5129.0,1.78,0.89,-0.16,264.078,1.0,331.35,3.88,13.9
4927,13.59049988,0.1072,2.799,8.24,2.06,0.0,724.0,27.33,5442.0,0.97,0.89,0.1,883.045,1.0,64.8,4.41,13.8
4928,19.58550072,0.1379,2.704,7.77,2.16,0.0,666.0,23.9,5618.0,1.0,0.91,0.0,745.74,1.0,46.51,4.4,0.3
4929,78.5460968,0.3659,3.163,10.1,1.75,0.0,501.0,70.76,5808.0,1.4,1.06,0.14,863.909,1.0,14.85,4.17,0.5
4930,39.31370163,0.227,2.319,5.99,2.64,0.0,540.0,21.3,6060.0,0.93,1.01,-0.22,778.602,1.0,20.04,4.51,0.3
4931,2.80012012,0.0343,2.379,6.25,2.55,0.0,956.0,22.73,4786.0,0.7,0.69,-0.2,560.445,1.0,197.81,4.58,13.8
4932,80.23190308,0.3543,2.831,8.4,2.03,0.0,380.0,60.0,5436.0,0.89,0.92,0.12,611.461,1.0,4.91,4.5,4.5
4933,2.735926,0.036,1.64,3.33,4.15,0.0,1075.0,10.778,5302.0,0.76,0.84,0.123,605.68,2.0,360.26,4.61,0.6
4934,6.40013,0.064,2.0,4.66,3.2,0.0,810.0,11.7,5302.0,0.76,0.84,0.123,605.68,2.0,115.98,4.61,0.6
4935,31.58889961,0.197,3.145,10.0,1.77,0.0,682.0,70.1,5866.0,1.37,1.02,0.0,1070.17,1.0,31.79,4.17,0.5
4936,7.72086,0.0761,3.121,9.91,1.79,0.0,1021.0,10.86,5887.0,1.18,0.99,-0.06,602.218,1.0,257.14,4.29,3.73
4938,8.77999973,0.0787,3.79,13.8,1.39,0.0,713.0,7.62,5191.0,0.76,0.85,-0.06,1189.88,1.0,61.24,4.6,3.6
4939,9.76298046,0.0821,1.794,3.87,3.68,0.0,703.0,24.38,5052.0,0.82,0.77,0.02,561.229,1.0,57.59,4.5,14.0
4941,29.4557991,0.1879,2.75,8.0,2.11,0.0,598.0,66.58,6036.0,0.95,1.02,-0.16,825.883,1.0,30.3,4.49,0.4
4942,23.3593998,0.1637,3.058,9.58,1.84,0.0,684.0,37.8,6244.0,1.01,1.07,-0.2,1338.49,1.0,51.68,4.46,0.4
4943,16.85589981,0.1082,2.309,5.94,2.65,0.0,408.0,57.21,3967.0,0.59,0.59,0.06,395.196,1.0,6.52,4.67,13.9
4944,11.9296999,0.1028,4.128,15.9,1.24,0.0,770.0,15.184,5831.0,0.92,1.02,0.0,2254.69,1.0,83.04,4.52,0.5
4945,3.504725,0.0447,2.0,6.9,4.9,0.0,1165.0,8.58,5345.0,1.11,0.97,0.19,433.047,3.0,355.74,4.31,10.0
4946,7.64159,0.0752,5.49,17.3,0.59,0.0,899.0,14.43,5345.0,1.11,0.97,0.19,433.047,3.0,126.08,4.31,10.0
4947,14.85888,0.1172,6.98,16.4,0.27,0.0,720.0,22.48,5345.0,1.11,0.97,0.19,433.047,3.0,51.92,4.31,10.0
4948,13.817124,0.109,1.5,2.86,4.66,0.0,781.0,25.4,5731.0,1.06,0.95,0.03,695.65,2.0,72.12,4.34,9.7
4949,41.885775,0.229,3.01,9.32,1.88,0.0,540.0,53.2,5731.0,1.06,0.95,0.03,695.65,2.0,16.42,4.34,9.7
4950,4.56202984,0.0592,0.997,0.961,5.33,0.0,1533.0,12.31,5343.0,2.51,1.33,0.08,350.455,1.0,1306.97,3.76,14.0
4951,10.44089985,0.0915,2.709,7.8,2.16,0.0,829.0,10.26,5738.0,0.98,0.94,-0.06,839.332,1.0,111.52,4.43,8.1
4952,15.45020008,0.0662,1.671,3.43,4.04,0.0,581.0,10.88,4245.0,0.64,0.65,0.0,636.694,2.0,26.91,4.64,13.9
4953,33.13610077,0.1748,2.322,6.0,2.63,0.0,357.0,59.3,4245.0,0.64,0.65,0.0,636.694,2.0,3.86,4.64,13.9
4954,12.28849983,0.1017,1.596,3.18,4.3,0.0,913.0,32.94,5109.0,1.67,0.93,0.1,434.456,1.0,164.61,3.96,14.0
4955,8.84794044,0.0699,1.545,3.0,4.47,0.0,479.0,17.0,3867.0,0.55,0.58,0.1,221.639,1.0,12.48,4.72,13.8
4956,9.03332043,0.0813,2.356,6.15,2.59,0.0,729.0,21.14,5311.0,0.79,0.88,-0.04,978.066,1.0,66.89,4.59,0.6
4957,10.86060047,0.0988,2.704,7.77,2.16,0.0,1108.0,37.02,6455.0,1.5,1.09,-0.36,1299.32,1.0,356.24,4.12,2.95
4958,23.3404007,0.1467,3.025,9.4,1.87,0.0,601.0,85.5,5530.0,0.89,0.77,-0.34,1022.01,1.0,30.94,4.42,12.1
4959,3.7572999,0.0435,1.513,2.9,4.6,0.0,877.0,31.63,4901.0,0.72,0.81,0.04,409.602,1.0,139.89,4.62,7.0
