,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
2833,KELT-9 b,KELT-9,1.4811235,0.03462,21.196,915.35040,0.530000,0.000000,4050,3.153,10170.00,2.36,2.52,-0.030,204.4550000,1,44900.00,4.09,0.300
2834,KIC 10001893 b,KIC 10001893,0.2197,, , , , , ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2835,KIC 10001893 c,KIC 10001893,0.32528,, , , , , ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2836,KIC 10001893 d,KIC 10001893,0.81161,, , , , , ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2837,KIC 10068024 b,KIC 10068024,2.073549,,13.400,635.65681,1.450000, , ,,6118.40,1.57,1.22,0.010,721.1050000,1, ,4.09,0.560
2838,KIC 10525077 b,KIC 10525077,854.083,,5.500,25.90000,0.855000, , ,239.3,6091.00,1.01,1.01,-0.040,1461.1500000,1, ,4.42, 
2839,KIC 3526061 b,KIC 3526061,3552.0,5.14,12.100,5768.58559,17.900000,0.850000, ,188.61171146186248,4829.00,5.86,1.42,0.120,401.2290000,1, ,3.09, 
2840,KIC 3558849 b,KIC 3558849,1322.3,,6.900,38.10000,0.637000, , ,576.7,6175.00,1.01,0.98,-0.420,1215.7000000,1, ,4.44, 
2841,KIC 5095269 b,KIC 5095269,237.68977,0.8,12.600,2445.06619,6.720000,0.060300, ,147.03044719365653,6305.24,1.17,1.21,-0.360,1188.5400000,1, ,4.32, 
2842,KIC 5437945 b,KIC 5437945,440.7813,1.1455,6.400,33.60000,0.704000,0.000000,308,158.9,6340.00,1.24,1.07,-0.380,1274.0100000,2,2.14,4.16,3.160
2843,KIC 5479689 b,KIC 5479689,1.701531,,14.200,158.91420,0.305000, , ,,5459.10,0.89,0.97,0.161,454.9500000,1, ,4.52, 
2844,KIC 5951458 b,KIC 5951458,1320.1,,6.600,35.40000,0.677000, , ,278.1,6258.00,1.52,0.98,-0.500,742.6880000,1, ,4.08, 
2845,KIC 7917485 b,KIC 7917485,840.0,,12.400,3750.39400,10.800000,0.150000, ,,7067.00,2.01,1.63,-0.020,1382.8900000,1, ,4.00, 
2846,KIC 8121913 b,KIC 8121913,3.294601,,13.400,667.43965,1.520000, , ,,5975.30,2.23,1.46,0.252,707.3030000,1, ,3.90, 
2847,KIC 8540376 b,KOI-7892,31.8099,,4.100,15.80000,1.260000, , ,34.7,6474.00,1.26,1.04,-0.160,1072.3000000,3, ,4.31, 
2848,KIC 8540376 c,KOI-7892,75.2,,2.400,6.35000,2.520000, , ,103.9,6474.00,1.26,1.04,-0.160,1072.3000000,3, ,4.31, 
2849,KIC 9663113 b,KIC 9663113,572.3847,1.4062,4.600,19.20000,1.080000,0.000000,264,153.5,6065.00,1.03,0.98,-0.280,1594.7400000,2,3.36,4.42,3.000
2850,KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,176.56875387750543,2.2,12.200,5700.00000,17.200000, , ,, , ,0.48, ,6300.0000000,1, , , 
2851,KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,206.43239130850708,2.44,1.330,2.32000,5.420000, , ,, , ,0.41, ,5080.0000000,1, , , 
2852,KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,33.07136620521648,0.342,13.100,1043.00000,2.550000, , ,, , ,0.09, ,6651.0000000,1, , , 
2853,KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,423.0878817850005,5.1,12.700,2200.00000,5.900000, , ,, , ,0.45, ,6600.0000000,1, , , 
2854,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,78.43462577646322,1.08,12.900,1450.00000,3.710000, , ,, , ,0.04, ,6260.0000000,1, , , 
2855,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,297.54093988358284,3.5,13.300,700.00000,1.630000, , ,, , ,0.49, ,7100.0000000,1, , , 
2856,KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,65.8354842782667,0.83,12.200,4923.00000,14.900000, , ,, , ,0.07, ,7010.0000000,1, , , 
2857,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,272.4647131585786,2.63,13.000,1250.00000,3.130000, , ,, , ,0.50, ,6440.0000000,1, , , 
2858,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,315.5878431829765,3.64,13.200,836.00000,2.000000, , ,, , ,0.64, ,4880.0000000,1, , , 
2859,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,52.50527648589138,0.681,14.000,245.04570,0.491000, , ,, , ,0.06, ,6421.0000000,1, , , 
2860,KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,309.4318276658325,3.45,6.450,34.00000,0.696000, , ,, , ,0.76, ,4530.0000000,1, , , 
2861,KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,134.64590503184397,1.81,2.230,5.59000,2.770000, , ,, , ,0.34, ,5400.0000000,1, , , 
2862,KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,176.65905443866387,2.34,13.000,1166.43025,2.920000, , ,, , ,0.63, ,5080.0000000,1, , , 
2863,KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,90.91927704952516,1.38,2.130,5.19000,2.950000, , ,, , ,0.32, ,7090.0000000,1, , , 
2864,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,134.06165454181053,1.8,13.400,640.00000,1.460000, , ,, , ,0.37, ,6000.0000000,1, , , 
2865,KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,129.56369782017953,1.6,14.000,230.00000,0.461000, , ,, , ,0.33, ,6500.0000000,1, , , 
2866,KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,129.85478530031943,1.78,1.700,3.54000,3.960000, , ,, , ,0.41, ,4240.0000000,1, , , 
2867,KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,136.9167928979776,2.14,13.400,664.26137,1.520000, , ,, , ,0.46, ,7040.0000000,1, , , 
2868,KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,378.9999783459997,4.27,2.670,7.59000,2.190000, , ,, , ,1.14, ,3380.0000000,1, , , 
2869,KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,49.65197718060255,0.62,9.010,60.00000,0.451000, , ,, , ,0.09, ,7300.0000000,1, , , 
2870,KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,93.6712986270496,1.305,2.340,6.05900,2.600000, , ,, , ,0.22, ,6705.0000000,1, , , 
2871,KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,564.101554224999,6.03,12.900,1400.00000,3.580000, , ,, , ,1.09, ,3460.0000000,1, , , 
2872,KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,108.84670301423245,1.449,10.500,77.86796,0.370000, , ,, , ,0.19, ,6483.0000000,1, , , 
2873,KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,296.27313101008286,3.54,13.300,705.57906,1.650000, , ,, , ,0.65, ,5840.0000000,1, , , 
2874,KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,252.0014448446296,3.09,2.220,5.56000,2.790000, , ,, , ,0.47, ,4150.0000000,1, , , 
2875,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,53.61734898490984,0.763,12.900,111.00000,0.284000, , ,, , ,0.09, ,967.0000000,1, , , 
2876,KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,378.9999783459997,4.27,13.700,346.43296,0.740000, , ,, , ,0.69, ,5910.0000000,1, , , 
2877,KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,252.0014448446296,3.1,2.990,9.20000,1.890000, , ,, , ,0.70, ,4900.0000000,1, , , 
2878,KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,60.55005465143484,0.79,12.600,2447.27873,6.720000, , ,, , ,0.09, ,7010.0000000,1, , , 
2879,KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,80.56325229474521,1.16,12.900,1452.47582,3.720000, , ,, , ,0.74, ,4410.0000000,1, , , 
2880,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,275.449389643167,3.31,3.190,10.28000,1.740000, , ,, , ,0.76, ,3320.0000000,1, , , 
2881,KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,83.16148658950604,1.1,4.060,15.50000,1.270000, , ,, , ,0.28, ,7200.0000000,1, , , 
2882,KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,156.67325744112287,1.7,9.050,60.38740,0.448000, , ,, , ,0.30, ,6600.0000000,1, , , 
2883,KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,136.9167928979776,2.15,13.700,397.00000,0.848000, , ,, , ,0.48, ,6120.0000000,1, , , 
2884,KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,156.67325744112287,1.7,1.850,4.08000,3.540000, , ,, , ,0.25, ,4670.0000000,1, , , 
2885,KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,272.4647131585786,2.6,13.000,1287.20505,3.220000, , ,, , ,0.79, ,4600.0000000,1, , , 
2886,KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,275.449389643167,3.32,13.200,813.64072,1.940000, , ,, , ,0.61, ,3860.0000000,1, , , 
2887,KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,224.57655654957955,3.02,2.000,4.67000,3.210000, , ,, , ,0.74, ,6640.0000000,1, , , 
2888,KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,,,14.100,200.00000,0.392000, , ,, , ,0.31, ,7040.0000000,1, , , 
2889,KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,140.10154661755848,2.0,11.400,88.99195,0.330000, , ,, , ,0.47, ,6100.0000000,1, , , 
2890,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,91.89705491122275,1.26,0.997,0.96000,5.320000, , ,, , ,0.26, ,800.0000000,2, , , 
2891,KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,24.00873771010114,0.12,12.200,4894.55747,14.800000, , ,, , ,0.26, ,800.0000000,2, , , 
2892,KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,243.42687540849653,2.92,12.800,1754.41281,4.600000, , ,, , ,0.56, ,3130.0000000,1, , , 
2893,KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,297.54093988358284,3.5,3.350,11.20000,1.640000, , ,,5200.00, ,0.78, ,4600.0000000,1, , , 
2894,KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,118.51958469146484,1.62,6.560,34.96112,0.681000, , ,, , ,0.27, ,5120.0000000,1, , , 
2895,KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,218.2768802084591,2.8,9.600,66.74397,0.415000, , ,, , ,0.56, ,6600.0000000,1, , , 
2896,KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,118.97319265333428,1.54,6.200,31.78284,0.733000, , ,, , ,0.32, ,6950.0000000,1, , , 
2897,KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,,,12.700,2034.10180,5.460000, , ,, , ,0.62, ,6600.0000000,1, , , 
2898,KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,208.90292333875703,2.43,14.300,143.02278,0.269000, , ,, , ,0.36, ,6090.0000000,1, , , 
2899,KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,252.1994063446296,3.14,1.490,2.81000,4.670000, , ,, , ,0.80, ,5560.0000000,1, , , 
2900,KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,91.89705491122275,1.26,9.860,69.92225,0.401000, , ,, , ,0.14, ,8240.0000000,2, , , 
2901,KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,71.18906767809712,0.93,10.600,79.45710,0.367000, , ,, , ,0.14, ,8240.0000000,2, , , 
2902,KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,118.4742092981676,1.52,4.590,19.05000,1.080000, , ,, , ,0.24, ,6640.0000000,1, , , 
2903,KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,241.5141830717964,2.89,13.600,120.77479,0.264000, , ,, , ,0.57, ,6280.0000000,1, , , 
2904,KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,183.06422473858356,2.37,9.120,61.27000,0.444000, , ,, , ,0.42, ,5970.0000000,1, , , 
2905,KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,182.92993817846423,2.29,1.970,4.55000,3.270000, , ,, , ,0.37, ,5720.0000000,1, , , 
2906,KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,51.52712725525951,0.72,6.900,38.13941,0.638000, , ,, , ,0.08, ,7680.0000000,1, , , 
2907,KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,205.31402517252369,2.5,7.710,46.00000,0.552000, , ,,4570.00, ,0.58, ,7200.0000000,1, , , 
2908,KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,145.74401908148187,1.9,14.000,232.01474,0.465000, , ,, , ,0.48, ,6900.0000000,1, , , 
2909,KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,85.21082268775635,1.15,5.020,22.24799,0.966000, , ,, , ,0.14, ,6800.0000000,1, , , 
2910,KOI-12 b,KOI-12,17.855182,0.154,13.787,349.61300,0.733000,0.340000,911,19.9926,6635.00,1.40,1.50,0.081,399.3980000,2,196.51,4.31,1.450
2911,KOI-1257 b,KOI-1257,86.647661,0.382,10.540,460.83000,2.100000,0.772000,511,167.911,5520.00,1.13,0.99,0.270,656.0000000,1,7.28,4.32,9.300
2912,KOI-13 b,KOI-13,1.763588,0.03641,16.948,2949.46240,3.600000,0.000640,2550,4.5007,7650.00,1.74,1.72,0.200,519.0960000,1,25339.90,4.20,1.120
2913,KOI-142 b,KOI-142,10.91647,0.098,3.438,9.50000,1.290000,0.055610,758,24.8,5466.00,0.90,0.99,0.270,376.8630000,3,68.56,4.53,1.600
2914,KOI-142 c,KOI-142,22.26492,0.15525,14.000,214.10000,0.429000,0.057240, ,37.09302500607465,5466.00,0.90,0.99,0.270,376.8630000,3, ,4.53,2.200
2915,KOI-1599.01,KOI-1599,20.4415,0.14728,1.900,4.60000,3.690000,0.014000,660,32.63,5833.00,0.97,1.02,0.060,1131.6400000,2,44.80,4.47,4.700
2916,KOI-1599.02,KOI-1599,13.6088,0.112293,1.900,9.00000,7.210000,0.011400,755,24.89,5833.00,0.97,1.02,0.060,1131.6400000,2,76.81,4.47,4.700
2917,KOI-1783.01,KOI-1783,134.4628,0.5135,8.860,71.00000,0.560000,0.000000,412,94.8,5922.00,1.14,1.08,0.110,865.7300000,2,5.70,4.30,0.200
2918,KOI-1783.02,KOI-1783,284.215,0.8453,5.440,15.00000,0.510000,0.000000,321,143.36,5922.00,1.14,1.08,0.110,865.7300000,2,2.49,4.30,0.200
2919,KOI-1831 d,Kepler-324,34.169,0.1949,1.130,2.23000,9.950000,0.000000,475,57.9,5233.00,0.84,0.90,0.080,501.5740000,4,11.67,4.53,0.800
2920,KOI-1833 d,Kepler-968,7.685,0.0634,2.580,11.02000,4.500000,0.000000,613,17.43,4413.00,0.67,0.68,-0.580,290.3240000,3,27.35,4.68,2.140
2921,KOI-217 b,KOI-217,3.90512,0.0477,12.442, , ,0.000000,1046,11.897015,5545.00,0.86,0.95,0.120,914.6990000,1,272.03,4.53,1.700
2922,KOI-3503 b,KOI-3503,21.185,0.1462,1.190,9.20000,10.000000,0.000000,785,58.769,6001.00,1.25,0.86,-0.543,887.0640000,2,49.23,4.55, 
2923,KOI-3503 c,KOI-3503,31.828,0.1911,1.210,10.36000,10.000000,0.000000,686,43.4,6001.00,1.25,0.86,-0.543,887.0640000,2,28.37,4.54, 
2924,KOI-351 b,KOI-351,7.008151,0.074,1.310,2.27000,5.550000,0.000000,1062,13.2,6080.00,1.20,1.20,-0.120,848.2540000,8,316.44,4.40,0.530
2925,KOI-351 c,KOI-351,8.719375,0.089,1.190,1.81000,5.900000,0.000000,987,16.0,6080.00,1.20,1.20,-0.120,848.2540000,8,236.31,4.40,0.530
2926,KOI-351 d,KOI-351,59.73667,0.32,2.870,8.60000,2.000000,0.000000,520,56.1,6080.00,1.20,1.20,-0.120,848.2540000,8,18.17,4.40,0.530
2927,KOI-351 e,KOI-351,91.93913,0.42,2.660,7.56000,2.210000,0.000000,450,74.7,6080.00,1.20,1.20,-0.120,848.2540000,8,10.23,4.40,0.530
2928,KOI-351 f,KOI-351,124.9144,0.48,2.880,8.65000,1.990000,0.000000,407,86.4,6080.00,1.20,1.20,-0.120,848.2540000,8,6.80,4.40,0.530
2929,KOI-351 g,KOI-351,210.60697,0.71,8.100,254.26400, ,0.000000,342,127.3,6080.00,1.20,1.20,-0.120,848.2540000,8,3.39,4.40,0.530
2930,KOI-351 h,KOI-351,331.60059,1.01,11.300,381.39600, ,0.000000,294,180.7,6080.00,1.20,1.20,-0.120,848.2540000,8,1.85,4.40,0.530
2931,KOI-3680 b,KOI-3680,141.241671,0.534,11.097,613.41190,2.460000,0.496000,347,125.7,5830.00,0.96,1.01,0.160,921.9860000,1,3.62,4.47,3.200
2932,KOI-4777.01,KOI-4777,0.412,0.008,0.510,99.20000, ,0.000000,1180,4.28,3515.00,0.40,0.41,0.100,172.2450000,1,320.00,4.77,4.000
2933,KOI-55 b,KOI-55,0.240104,0.006,0.759,0.44000,5.530000, , ,6.450960870621678,27730.00,0.20,0.50,-0.106,1231.0200000,2, ,5.52, 
2934,KOI-55 c,KOI-55,0.342887,0.0076,0.867,0.65500,5.520000, , ,8.171217102787459,27730.00,0.20,0.50,-0.106,1231.0200000,2, ,5.52, 
2935,KOI-7368 b,KOI-7368,6.8430344,0.0678,2.220,5.56000,2.790000,0.000000,805,16.67,5241.00,0.87,0.88,0.058,264.9950000,1,99.24,4.50,0.036
2936,KOI-7913 b,KOI-7913 A,24.278553,0.1456,2.340,6.08000,2.610000,0.000000,432,40.92,4324.00,0.79,0.76,-0.060,271.2770000,1,8.27,4.52,0.036
2937,KOI-94 b,KOI-94,3.743208,0.05119,1.710,10.50000,10.100000,0.250000,1486,7.25,6182.00,1.52,1.28,0.023,477.0520000,4,1053.18,4.18,3.160
2938,KOI-94 c,KOI-94,10.423648,0.1013,4.320,15.60000,0.910000,0.430000,1012,14.3,6182.00,1.52,1.28,0.023,477.0520000,4,268.22,4.18,3.160
2939,KOI-94 d,KOI-94,22.342989,0.1684,11.270,106.00000,0.363000,0.022000,806,23.8,6182.00,1.52,1.28,0.023,477.0520000,4,97.12,4.18,3.160
2940,KOI-94 e,KOI-94,54.32031,0.3046,6.560,35.00000,0.600000,0.019000,584,43.1,6182.00,1.52,1.28,0.023,477.0520000,4,29.70,4.18,3.160
2941,KOI-984 b,KOI-984,4.2881785,0.0504,4.300,17.10000,1.180000,0.120000,1022,13.26,5295.00,0.82,0.93,0.120,252.6670000,2,186.31,4.54,1.300
2942,KOI-984 c,KOI-984,21.512,0.1467,14.100,209.80000,0.411000,0.380000,597,38.46975446017074,5295.00,0.82,0.93,0.120,252.6670000,2, ,4.54,1.300
2943,KPS-1 b,KPS-1,1.706291,0.0269,11.545,346.43470,1.310000,0.000000,1459,7.64,5165.00,0.91,0.89,0.220,262.7060000,1,729.00,4.47, 
2944,Kapteyn c,Kapteyn,121.54,0.311,2.540,7.00000,2.350000,0.230000, ,230.603313880844,3550.00,0.29,0.28,-0.890,3.9330500,1, ,4.92, 
2945,Kepler-10 b,Kepler-10,0.837491,0.0172,1.481,4.60853,8.000000,0.060000,2130,3.47,5627.00,1.06,0.91,-0.150,185.5060000,2,3741.78,4.35,9.120
2946,Kepler-10 c,Kepler-10,45.2946,0.241,2.323,7.37000,3.140000,0.025000,584,48.75,5706.00,1.09,1.02,-0.120,185.5060000,2,18.30,4.37,9.120
2947,Kepler-100 b,Kepler-100,6.88705,0.072,1.320,7.34000,14.250000,0.130000,1155,6.18,5825.00,1.49,1.08,0.020,304.6450000,3,478.21,4.12,6.460
2948,Kepler-100 c,Kepler-100,12.8159,0.109,2.200,7.05000, ,0.020000,939,9.35,5825.00,1.49,1.08,0.020,304.6450000,3,208.66,4.12,6.460
2949,Kepler-100 d,Kepler-100,35.3331,0.2143,1.610,3.00000, ,0.380000,670,18.38,5825.00,1.49,1.08,0.020,304.6450000,3,53.98,4.12,6.460
2950,Kepler-1000 b,Kepler-1000,120.0181272,0.5337,4.760,20.30000,1.030000,0.000000,473,71.8,6453.00,1.51,1.40,0.350,1115.6200000,1,18.00,4.23,1.260
2951,Kepler-1001 b,Kepler-1001,14.30511983,0.1129,3.150,10.10000,1.780000,0.000000,693,14.1,5491.00,0.88,0.90,-0.030,928.9780000,2,40.85,4.52,4.680
2952,Kepler-1001 c,Kepler-1001,9.18186,0.084,1.578,3.11000,4.350000,0.000000,804,5.32,5376.00,0.84,0.93,-0.160,928.9780000,2,98.61,4.56,0.600
2953,Kepler-1002 b,Kepler-1002,4.33642933,0.0564,1.710,3.57000,3.920000,0.000000,1453,4.86,6144.00,1.57,1.22,0.040,408.3030000,1,981.68,4.13,4.070
2954,Kepler-1003 b,Kepler-1003,3.55485691,0.0444,1.780,3.82000,3.720000,0.000000,1157,13.104,6109.00,1.17,1.11,0.010,941.9020000,1,814.92,4.35,3.160
2955,Kepler-1004 b,Kepler-1004,5.28789787,0.0671,6.280,32.50000,0.721000,0.000000,1661,3.9,4972.00,3.39,1.11,-0.040,1152.6800000,1,1610.09,3.43,7.760
2956,Kepler-1005 b,Kepler-1005,6.49801525,0.0669,1.500,2.86000,4.660000,0.000000,1026,21.39,5782.00,1.06,1.00,0.020,567.8060000,1,301.33,4.38,6.170
2957,Kepler-1006 b,Kepler-1006,19.76172042,0.1464,1.540,2.99000,4.500000,0.000000,791,16.87,5328.00,0.74,0.78,-0.400,1081.7380000,1,153.49,4.59,4.270
2958,Kepler-1007 b,Kepler-1007,5.18500207,0.048,1.440,2.67000,4.910000,0.000000,652,18.865,4587.00,0.70,0.73,0.030,365.0000000,1,42.62,4.62,4.170
2959,Kepler-1008 b,Kepler-1008,12.43931193,0.0951,1.280,2.18000,5.710000,0.000000,627,30.711,5066.00,0.78,0.81,-0.010,282.5650000,1,35.41,4.56,6.760
2960,Kepler-1009 b,Kepler-1009,11.35011917,0.0796,2.170,5.35000,2.880000,0.000000,403,39.21,4027.00,0.57,0.59,-0.120,355.0190000,1,11.56,4.70,3.160
2961,Kepler-101 b,Kepler-101,3.4876812,0.0474,5.770,51.10000,1.450000,0.086000,1513,6.55,5667.00,1.56,1.17,0.330,927.9810000,2,1240.33,4.12,5.900
2962,Kepler-101 c,Kepler-101,6.02976,0.0684,1.250,3.78000,10.500000,0.000000,1413,8.0,5667.00,1.56,1.17,0.330,927.9810000,2,596.07,4.12,5.900
2963,Kepler-1010 b,Kepler-1010,34.2685705,0.193,2.320,5.99000,2.640000,0.000000,477,41.8,5253.00,0.82,0.86,-0.010,579.2730000,1,10.17,4.55,4.790
2964,Kepler-1011 b,Kepler-1011,5.75322197,0.0633,2.870,8.60000,2.000000,0.000000,920,11.38,5416.00,0.88,0.91,0.080,736.7790000,1,108.79,4.52,4.470
2965,Kepler-1012 b,Kepler-1012,5.50860439,0.0585,1.290,2.21000,5.660000,0.000000,934,14.25,5556.00,0.91,0.95,0.050,411.0770000,1,191.81,4.50,3.720
2966,Kepler-1013 b,Kepler-1013,18.93054959,0.137,2.150,5.27000,2.910000,0.000000,766,25.0,4954.00,0.76,0.81,0.040,422.2460000,1,16.10,4.59,4.270
2967,Kepler-1014 b,Kepler-1014,16.57110363,0.121,2.390,6.30000,2.540000,0.000000,614,31.9,5388.00,0.84,0.88,-0.060,624.8000000,1,33.48,4.54,4.790
2968,Kepler-1015 b,Kepler-1015,16.00494214,0.1396,3.550,12.30000,1.510000,0.000000,1040,19.14032,6769.00,1.81,1.49,0.060,739.3570000,1,172.11,4.09,1.580
2969,Kepler-1016 b,Kepler-1016,1.95452434,0.0307,2.180,5.39000,2.860000,0.000000,1540,5.2,5821.00,1.00,0.99,-0.030,1402.8200000,2,1445.20,4.44,3.890
2970,Kepler-1016 c,Kepler-1016,105.6551369,0.4389,3.680,13.10000,1.440000,0.000000,407,90.02,5821.00,1.00,0.99,-0.030,1402.8200000,2,7.07,4.44,3.890
2971,Kepler-1017 b,Kepler-1017,7.23400469,0.0702,1.990,4.62000,3.220000,0.000000,831,26.01,5473.00,0.87,0.93,0.040,552.0580000,1,119.60,4.53,2.950
2972,Kepler-1018 b,Kepler-1018,49.1013514,0.253,2.580,7.18000,2.300000,0.000000,498,46.0,5518.00,0.88,0.91,-0.050,1010.0100000,1,12.10,4.52,4.470
2973,Kepler-1019 b,Kepler-1019,1.41122985,0.0221,1.460,2.73000,4.820000,0.000000,1164,4.6,4433.00,0.67,0.70,0.010,194.1820000,1,330.25,4.64,3.550
2974,Kepler-102 b,Kepler-102,5.28696,0.0552,0.470,4.30000, ,0.000000,792,10.3,4903.00,0.74,0.80,0.080,107.7960000,5,90.33,4.61,1.410
2975,Kepler-102 c,Kepler-102,7.07142,0.067,0.580,3.00000, ,0.000000,719,19.718,4903.00,0.74,0.80,0.080,107.7960000,5,61.32,4.61,1.410
2976,Kepler-102 d,Kepler-102,10.3117,0.0862,1.180,3.80000,13.270000,0.000000,634,16.0,4903.00,0.74,0.80,0.080,107.7960000,5,37.04,4.61,1.410
2977,Kepler-102 e,Kepler-102,16.1457,0.1162,2.220,8.93000,4.680000,0.000000,546,21.6,4903.00,0.74,0.80,0.080,107.7960000,5,20.39,4.61,1.410
2978,Kepler-102 f,Kepler-102,27.4536,0.1655,0.880,5.20000, ,0.000000,457,59.57,4903.00,0.74,0.80,0.080,107.7960000,5,10.05,4.61,1.410
2979,Kepler-1020 b,Kepler-1020,96.9151496,0.3878,2.280,5.82000,2.700000,0.000000,325,120.8,5227.00,0.80,0.87,0.000,415.3580000,1,2.34,4.57,3.630
2980,Kepler-1021 b,Kepler-1021,13.47469571,0.1034,2.330,6.04000,2.620000,0.000000,634,40.56,5431.00,0.86,0.89,-0.050,810.0820000,1,50.37,4.53,4.680
2981,Kepler-1022 b,Kepler-1022,10.99469878,0.0805,2.360,6.17000,2.580000,0.000000,512,27.9,4445.00,0.68,0.71,0.060,420.0420000,1,19.26,4.64,3.630
2982,Kepler-1023 b,Kepler-1023,62.1387714,0.301,2.630,7.41000,2.240000,0.000000,524,111.6,5494.00,0.89,0.93,0.050,694.1750000,1,6.98,4.51,4.470
2983,Kepler-1024 b,Kepler-1024,66.4162133,0.3033,3.910,14.50000,1.330000,0.000000,376,76.06,5143.00,0.78,0.81,-0.100,1087.4000000,1,5.45,4.57,5.250
2984,Kepler-1025 b,Kepler-1025,37.3229493,0.3344,1.980,4.58000,3.240000,0.000000,1654,40.53,6089.00,1.13,1.09,-0.030,803.7760000,1,17.95,4.37,3.310
2985,Kepler-1026 b,Kepler-1026,36.5156053,0.1977,2.210,5.52000,2.810000,0.000000,425,67.3,4948.00,0.75,0.79,-0.020,351.2390000,1,5.99,4.59,4.570
2986,Kepler-1027 b,Kepler-1027,1.9078052,0.0295,0.890,0.64000,4.990000,0.000000,1268,7.958,5436.00,0.82,0.91,-0.060,405.1040000,1,1162.51,4.57,1.410
2987,Kepler-1028 b,Kepler-1028,2.51462432,0.0354,1.330,2.33000,5.440000,0.000000,1217,6.0,5522.00,0.87,0.90,-0.090,607.9160000,1,519.64,4.52,4.680
