,planet_radius,planet_mass,planet_density
2786,2.77,8.1,2.09
2788,4.05,15.4,1.27
2789,3.58,12.5,1.5
2790,2.41,6.39,2.51
2791,2.01,4.7,3.18
2792,1.47,2.76,4.77
2793,2.552,7.04,2.33
2794,1.97,4.54,3.26
2795,1.244,2.08,5.94
2796,1.483,2.8,4.72
2797,2.41,6.39,2.51
2798,2.03,4.78,3.14
2799,1.2,1.87,5.95
2800,1.96,4.5,3.28
2801,7.6,44.9,0.562
2802,1.23,2.04,6.02
2803,0.615,0.17,4.02
2804,2.25,5.69,2.74
2805,2.6,7.27,2.27
2806,1.3,2.24,5.6
2807,1.1,1.37,5.66
2808,3.31,11.0,1.67
2809,10.61,152.5584,0.702
2810,5.2,32.2,2.15
2811,11.73,308.2951,1.05
2812,12.442,8654.15,24.7
2813,15.681,215.80657,0.308
2814,15.132,54.34893,0.093
2815,19.952,301.9385,0.209
2816,19.537,408.09372,0.322
2817,19.504,416.3573,0.36
2818,15.861,874.0325,1.2
2819,17.094,416.3573,0.46
2820,17.598,375.0394,0.377
2821,21.409,1293.5681,0.744
2822,15.132,540.311,0.91
2823,19.515,1074.90106,0.806
2824,17.777,1242.7153,1.24
2825,14.83,298.12454,0.503
2826,14.258,1646.3594,3.13
2827,17.486,616.5902,0.75
2828,19.044,286.68266,0.228
2829,14.572,165.2716,0.311
2830,13.0,1179.1493,2.95
2831,17.934,441.7837,0.442
2832,18.159,209.7678,0.167
2833,21.196,915.3504,0.53
2837,13.4,635.65681,1.45
2838,5.5,25.9,0.855
2839,12.1,5768.58559,17.9
2840,6.9,38.1,0.637
2841,12.6,2445.06619,6.72
2842,6.4,33.6,0.704
2843,14.2,158.9142,0.305
2844,6.6,35.4,0.677
2845,12.4,3750.394,10.8
2846,13.4,667.43965,1.52
2847,4.1,15.8,1.26
2848,2.4,6.35,2.52
2849,4.6,19.2,1.08
2850,12.2,5700.0,17.2
2851,1.33,2.32,5.42
2852,13.1,1043.0,2.55
2853,12.7,2200.0,5.9
2854,12.9,1450.0,3.71
2855,13.3,700.0,1.63
2856,12.2,4923.0,14.9
2857,13.0,1250.0,3.13
2858,13.2,836.0,2.0
2859,14.0,245.0457,0.491
2860,6.45,34.0,0.696
2861,2.23,5.59,2.77
2862,13.0,1166.43025,2.92
2863,2.13,5.19,2.95
2864,13.4,640.0,1.46
2865,14.0,230.0,0.461
2866,1.7,3.54,3.96
2867,13.4,664.26137,1.52
2868,2.67,7.59,2.19
2869,9.01,60.0,0.451
2870,2.34,6.059,2.6
2871,12.9,1400.0,3.58
2872,10.5,77.86796,0.37
2873,13.3,705.57906,1.65
2874,2.22,5.56,2.79
2875,12.9,111.0,0.284
2876,13.7,346.43296,0.74
2877,2.99,9.2,1.89
2878,12.6,2447.27873,6.72
2879,12.9,1452.47582,3.72
2880,3.19,10.28,1.74
2881,4.06,15.5,1.27
2882,9.05,60.3874,0.448
2883,13.7,397.0,0.848
2884,1.85,4.08,3.54
2885,13.0,1287.20505,3.22
2886,13.2,813.64072,1.94
2887,2.0,4.67,3.21
2888,14.1,200.0,0.392
2889,11.4,88.99195,0.33
2890,0.997,0.96,5.32
2891,12.2,4894.55747,14.8
2892,12.8,1754.41281,4.6
2893,3.35,11.2,1.64
2894,6.56,34.96112,0.681
2895,9.6,66.74397,0.415
2896,6.2,31.78284,0.733
2897,12.7,2034.1018,5.46
2898,14.3,143.02278,0.269
2899,1.49,2.81,4.67
2900,9.86,69.92225,0.401
2901,10.6,79.4571,0.367
2902,4.59,19.05,1.08
2903,13.6,120.77479,0.264
2904,9.12,61.27,0.444
2905,1.97,4.55,3.27
2906,6.9,38.13941,0.638
2907,7.71,46.0,0.552
2908,14.0,232.01474,0.465
2909,5.02,22.24799,0.966
2910,13.787,349.613,0.733
2911,10.54,460.83,2.1
2912,16.948,2949.4624,3.6
2913,3.438,9.5,1.29
2914,14.0,214.1,0.429
2915,1.9,4.6,3.69
2916,1.9,9.0,7.21
2917,8.86,71.0,0.56
2918,5.44,15.0,0.51
2919,1.13,2.23,9.95
2920,2.58,11.02,4.5
2922,1.19,9.2,10.0
2923,1.21,10.36,10.0
2924,1.31,2.27,5.55
2925,1.19,1.81,5.9
2926,2.87,8.6,2.0
2927,2.66,7.56,2.21
2928,2.88,8.65,1.99
2931,11.097,613.4119,2.46
2933,0.759,0.44,5.53
2934,0.867,0.655,5.52
2935,2.22,5.56,2.79
2936,2.34,6.08,2.61
2937,1.71,10.5,10.1
2938,4.32,15.6,0.91
2939,11.27,106.0,0.363
2940,6.56,35.0,0.6
2941,4.3,17.1,1.18
2942,14.1,209.8,0.411
2943,11.545,346.4347,1.31
2944,2.54,7.0,2.35
2945,1.481,4.60853,8.0
2946,2.323,7.37,3.14
2947,1.32,7.34,14.25
2950,4.76,20.3,1.03
2951,3.15,10.1,1.78
2952,1.578,3.11,4.35
2953,1.71,3.57,3.92
2954,1.78,3.82,3.72
2955,6.28,32.5,0.721
2956,1.5,2.86,4.66
2957,1.54,2.99,4.5
2958,1.44,2.67,4.91
2959,1.28,2.18,5.71
2960,2.17,5.35,2.88
2961,5.77,51.1,1.45
2962,1.25,3.78,10.5
2963,2.32,5.99,2.64
2964,2.87,8.6,2.0
2965,1.29,2.21,5.66
2966,2.15,5.27,2.91
2967,2.39,6.3,2.54
2968,3.55,12.3,1.51
2969,2.18,5.39,2.86
2970,3.68,13.1,1.44
2971,1.99,4.62,3.22
2972,2.58,7.18,2.3
2973,1.46,2.73,4.82
2976,1.18,3.8,13.27
2977,2.22,8.93,4.68
2979,2.28,5.82,2.7
2980,2.33,6.04,2.62
2981,2.36,6.17,2.58
2982,2.63,7.41,2.24
2983,3.91,14.5,1.33
2984,1.98,4.58,3.24
2985,2.21,5.52,2.81
2986,0.89,0.64,4.99
2987,1.33,2.33,5.44
2988,1.26,2.13,5.85
2989,3.37,9.7,1.38
2990,5.14,36.1,1.47
2991,2.48,6.71,2.42
2992,0.87,0.59,4.92
2993,1.87,4.16,3.5
2994,2.51,6.85,2.38
2995,2.26,5.73,2.73
2996,1.17,1.71,5.87
2997,3.01,9.32,1.88
2998,1.28,2.18,5.71
2999,3.53,12.2,1.52
3000,1.416,2.59,5.01
3001,1.46,2.73,4.82
3002,3.1,19.6,3.62
3003,3.13,9.96,1.78
3004,3.58,12.5,1.5
3005,2.08,4.98,3.04
3006,2.94,8.96,1.94
3007,2.19,5.43,2.84
3008,2.55,7.04,2.33
3009,2.67,7.61,2.2
3010,2.69,7.7,2.17
3011,1.71,3.57,3.92
3012,2.09,5.02,3.02
3013,0.99,0.937,5.31
3014,1.61,3.22,4.24
3015,0.95,0.809,5.18
3016,4.81,5.1,0.252
3017,1.31,4.6,11.2
3018,1.6,3.19,4.28
3019,1.48,2.79,4.73
3020,3.4,11.5,1.61
3021,2.93,8.91,1.95
3022,0.98,0.904,5.28
3023,2.63,7.41,2.24
3024,1.23,2.04,6.02
3025,3.01,9.32,1.88
3026,3.36,11.2,1.62
3027,2.72,7.85,2.14
3028,1.73,3.64,3.86
3030,2.5,10.44,3.28
3032,2.56,11.17,3.1
3033,2.38,6.26,2.55
3034,1.98,4.58,3.24
3035,1.76,3.75,3.78
3036,1.49,2.83,4.7
3037,1.55,3.02,4.46
3038,3.73,13.4,1.42
3039,1.6,3.19,4.28
3040,2.36,6.17,2.58
3041,0.8,0.437,4.69
3042,1.747,3.7,3.81
3043,3.63,12.8,1.47
3044,1.6,3.19,4.28
3045,1.536,3.51,5.3
3046,1.597,9.39,12.65
3047,0.86,3.8,33.1
3048,2.903,8.6,2.0
3049,1.73,3.64,3.86
3050,2.38,6.26,2.55
3051,1.58,3.12,4.35
3052,2.3,5.9,2.66
3053,1.64,3.33,4.15
3054,1.488,2.82,4.71
3055,1.25,2.1,5.91
3056,1.42,2.6,4.99
3057,0.8,0.437,4.69
3058,2.77,8.1,2.09
3059,1.9,4.27,3.42
3060,1.63,3.29,4.17
3061,8.65,56.0,0.475
3062,8.18,50.9,0.511
3063,3.28,10.8,1.68
3064,1.01,1.01,5.39
3065,1.12,1.46,5.71
3066,3.36,11.2,1.62
3067,1.11,1.41,5.67
3068,7.22,41.2,0.602
3069,3.268,10.7,1.68
3070,2.44,6.53,2.47
3071,2.94,8.96,1.94
3072,0.61,0.165,3.99
3073,1.42,2.6,4.99
3074,1.83,4.01,3.6
3077,2.25,5.69,2.74
3078,2.63,7.41,2.24
3079,2.64,7.46,2.23
3080,8.41,53.4,0.493
3081,8.52,54.5,0.484
3082,16.56,41600.0,50.3
3083,2.42,6.44,2.5
3084,1.393,2.52,5.12
3085,2.9,8.75,1.97
3086,3.75,13.5,1.41
3087,9.67,67.6,0.411
3088,2.48,6.71,2.42
3089,4.85,21.0,1.01
3090,3.41,11.5,1.59
3091,3.41,11.5,1.59
3092,1.88,4.19,3.47
3093,2.92,8.85,1.95
3094,2.93,8.91,1.95
3095,1.33,2.33,5.44
3097,2.11,5.1,2.98
3098,2.61,7.32,2.26
3099,8.2,51.1,0.509
3100,9.17,61.8,0.44
3101,2.84,8.45,2.03
3102,5.99,30.0,0.767
3103,18.181,140.16303,0.14
3104,3.68,13.1,1.44
3105,4.13,16.0,1.25
3106,6.14,31.3,0.743
3107,9.21,62.3,0.438
3108,2.8,8.25,2.07
3109,10.18,73.8,0.384
3110,3.11,9.85,1.8
3111,2.09,5.02,3.02
3112,5.95,29.6,0.772
3113,1.71,3.57,3.92
3114,2.24,5.65,2.76
3115,2.89,8.7,1.98
3116,9.76,68.7,0.406
3117,3.52,12.2,1.54
3119,10.58,78.8,0.366
3120,3.36,11.2,1.62
3121,1.97,4.54,3.26
3122,7.37,42.6,0.585
3123,3.08,9.69,1.82
3124,2.42,6.44,2.5
3125,13.9,267.0,0.546
3126,0.92,2.04,28.0
3127,2.354,7.65,2.6
3128,3.01,9.32,1.88
3129,5.14,23.1,0.935
3130,5.38,25.0,0.882
3131,3.04,9.48,1.85
3132,2.44,6.53,2.47
3133,1.69,3.5,3.98
3134,6.54,34.8,0.684
3135,2.5,6.8,2.39
3136,2.69,7.7,2.17
3138,2.94,8.96,1.94
3139,4.83,20.8,1.01
3140,2.7,7.75,2.16
3141,4.73,20.1,1.04
3142,2.4,6.35,2.52
3143,2.6,7.27,2.27
3144,2.66,7.56,2.21
3145,2.6,7.27,2.27
3146,2.18,5.39,2.86
3147,3.07,9.64,1.83
3148,2.57,7.13,2.31
3149,2.8,8.25,2.07
3150,2.5,6.8,2.39
3151,1.63,3.29,4.17
3152,3.52,12.2,1.54
3153,3.12,9.91,1.79
3154,2.71,7.8,2.15
3155,2.07,4.94,3.06
3156,0.78,0.399,4.62
3157,1.95,4.46,3.31
3158,2.49,6.76,2.41
3159,2.37,6.21,2.56
3160,2.96,9.06,1.92
3161,13.9,260.0,0.532
3162,1.52,4.14,5.7
3163,2.58,5.4,1.64
3164,1.42,2.4,4.4
3165,2.26,5.73,2.73
3166,3.22,10.5,1.73
3167,4.001,15.1,1.3
3168,1.17,1.71,5.87
3169,1.99,4.62,3.22
3170,2.1,5.06,3.0
3171,3.15,10.1,1.78
3172,10.16,321.0083,1.68
3173,2.9,8.75,1.97
3174,1.85,4.08,3.54
3175,2.56,7.08,2.32
3176,2.38,6.26,2.55
3177,1.83,4.01,3.6
3178,4.75,20.2,1.04
3179,4.45,18.1,1.13
3180,2.64,7.46,2.23
3181,1.89,4.23,3.44
3182,2.296,5.89,2.67
3183,1.63,3.29,4.17
3184,2.21,5.52,2.81
3185,2.9,8.75,1.97
3186,3.18,10.2,1.74
3187,6.11,120.0,3.0
3188,1.38,2.48,5.19
3189,8.4,53.2,0.493
3190,3.73,13.4,1.42
3191,2.29,5.86,2.68
3192,1.05,1.16,5.51
3193,1.99,4.62,3.22
3194,2.31,5.95,2.65
3195,3.01,9.32,1.88
3196,2.13,5.18,2.95
3197,2.3,5.9,2.66
3198,3.32,11.0,1.65
3204,1.69,3.5,3.98
3205,3.16,10.1,1.76
3206,2.6,7.27,2.27
3207,1.32,2.3,5.5
3208,2.653,7.52,2.21
3209,3.41,11.5,1.59
3210,2.43,6.48,2.48
3211,1.74,3.68,3.84
3212,2.39,6.3,2.54
3213,2.29,5.86,2.68
3214,2.84,8.45,2.03
3215,1.65,3.36,4.11
3216,3.3,10.9,1.67
3217,4.19,16.3,1.22
3218,2.15,5.27,2.91
3219,3.35,11.2,1.64
3220,3.64,12.9,1.47
3221,2.76,8.05,2.1
3222,0.87,0.59,4.92
3223,3.31,11.0,1.67
3224,0.86,0.566,4.89
3225,1.44,2.67,4.91
3226,2.59,7.22,2.28
3227,1.32,2.3,5.5
3228,6.5,34.5,0.69
3229,2.65,7.51,2.22
3230,2.09,5.02,3.02
3231,1.9,4.27,3.42
3232,2.9,8.75,1.97
3233,1.99,4.16,2.91
3234,1.9,3.85,3.06
3235,1.71,4.19,4.62
3236,14.617,212.31044,0.4
3237,2.84,8.45,2.03
3238,3.024,9.4,1.87
3239,1.5,2.86,4.66
3240,2.37,6.21,2.56
3241,3.46,11.8,1.57
3242,1.009,3.3,17.7
3243,3.708,17.4,1.88
3244,2.18,5.39,2.86
3245,2.87,8.6,2.0
3246,2.39,6.3,2.54
3247,3.39,11.4,1.61
3248,4.02,15.2,1.29
3249,1.98,4.58,3.24
3250,1.1,1.37,5.66
3251,1.117,1.45,5.71
3252,2.27,5.77,2.71
3253,2.63,7.41,2.24
3254,2.23,5.6,2.77
3255,2.79,8.2,2.07
3256,2.83,8.4,2.04
3257,4.21,16.5,1.22
3258,2.28,5.82,2.7
3259,3.68,13.1,1.44
3260,2.63,7.41,2.24
3261,2.57,7.13,2.31
3262,2.94,8.96,1.94
3265,2.0,4.66,3.2
3266,2.0,4.66,3.2
3267,2.55,7.04,2.33
3268,3.27,10.7,1.68
3269,2.39,6.3,2.54
3270,2.39,6.3,2.54
3271,2.79,8.2,2.07
3272,2.58,7.18,2.3
3273,2.64,7.46,2.23
3274,2.45,6.57,2.45
3277,3.16,10.1,1.76
3278,2.26,5.73,2.73
3279,2.25,5.69,2.74
3280,2.15,5.27,2.91
3281,3.64,12.9,1.47
3282,4.63,19.4,1.07
3283,3.09,9.75,1.82
3284,5.21,23.7,0.921
3285,2.68,7.65,2.18
3286,6.96,38.7,0.631
3287,1.72,3.61,3.9
3288,12.8,1784.0,4.67
3289,9.8,181.0,1.06
3290,6.51,22.1,0.442
3291,3.61,12.7,1.48
3292,2.37,6.21,2.56
3293,2.67,7.61,2.2
3294,2.24,5.65,2.76
3295,2.83,8.4,2.04
3296,4.29,17.0,1.18
3298,4.63,19.4,1.07
3299,3.95,14.8,1.32
3300,2.73,7.9,2.13
3301,4.42,17.9,1.14
3302,1.59,3.15,4.31
3303,1.55,3.02,4.46
3304,1.59,3.15,4.31
3305,2.21,69.8,35.5
3306,2.43,43.0,16.5
3307,2.93,8.91,1.95
3308,2.57,11.0,1.9
3310,4.0,15.1,1.3
3311,7.0,39.1,0.626
3312,2.69,7.7,2.17
3313,2.12,5.14,2.96
3314,2.5,6.8,2.39
3315,1.57,3.09,4.39
3316,3.36,11.2,1.62
3317,2.71,7.8,2.15
3318,1.53,2.96,4.54
3319,1.23,19.8,58.5
3320,2.1,21.5,12.8
3321,13.3,762.792,1.78
3322,8.373,308.2951,2.9
3323,2.215,10.6,5.4
3324,1.41,2.57,5.04
3325,3.1,9.8,1.81
3326,2.36,6.17,2.58
3327,1.227,2.02,6.01
3328,2.24,5.65,2.76
3329,3.38,11.4,1.62
3330,2.57,7.13,2.31
3331,2.78,8.15,2.08
3332,3.01,9.32,1.88
3333,2.12,5.14,2.96
3336,2.795,8.22,2.07
3337,2.0,4.66,3.2
3338,1.86,4.12,3.52
3339,2.08,4.98,3.04
3340,2.84,8.45,2.03
3341,1.99,4.62,3.22
3342,2.63,7.41,2.24
3343,0.96,0.84,5.22
3344,1.91,4.31,3.4
3345,1.96,4.5,3.28
3346,6.91,38.2,0.636
3347,3.18,10.2,1.74
3348,1.07,1.24,5.56
3349,1.66,3.39,4.07
3350,1.95,4.46,3.31
3353,2.1,5.06,3.0
3354,2.11,5.1,2.98
3355,2.67,7.61,2.2
3356,5.74,27.9,0.811
3357,1.46,2.73,4.82
3358,1.72,3.61,3.9
3359,2.2,5.48,2.83
3360,2.69,7.7,2.17
3361,4.21,16.5,1.22
3362,6.35,33.1,0.71
3363,2.47,6.66,2.43
3364,9.7,7.6,0.046
3365,9.0,4.0,0.03
3366,7.1,2.1,0.03
3367,2.49,6.76,2.41
3368,1.64,3.33,4.15
3369,1.3,2.24,5.6
3370,2.73,7.9,2.13
3371,2.6,7.27,2.27
3372,1.59,3.15,4.31
3373,4.77,20.4,1.03
3374,1.681,3.47,4.01
3375,4.3,17.1,1.18
3376,2.58,7.18,2.3
3379,15.984,670.93913,0.4
3380,2.17,5.35,2.88
3381,3.03,9.43,1.86
3382,6.04,30.4,0.758
3383,2.32,5.99,2.64
3384,1.219,1.98,6.0
3385,5.23,23.8,0.914
3386,7.14,40.4,0.61
3387,15.13,37500.0,59.5
3388,8.92,59.0,0.457
3390,1.56,3.05,4.41
3391,1.6,3.19,4.28
3392,2.55,5.9,1.3
3393,2.72,8.0,3.4
3394,7.72,46.1,0.551
3395,15.79,39400.0,55.0
3396,2.775,8.12,2.09
3397,2.68,7.65,2.18
3399,14.41,35500.0,65.2
3400,2.28,5.82,2.7
3401,3.21,10.4,1.73
3402,2.36,6.17,2.58
3403,2.5,6.8,2.39
3404,2.78,8.15,2.08
3405,13.4,657.0,1.5
3406,2.04,7.93,5.08
3407,2.71,14.61,4.01
3408,1.88,3.94,3.23
3409,2.12,5.14,2.96
3410,2.71,7.8,2.15
3411,2.07,4.94,3.06
3412,3.08,9.69,1.82
3413,2.49,6.76,2.41
3414,3.06,9.59,1.84
3415,4.08,15.6,1.26
3416,3.22,10.5,1.73
3417,14.96,37000.0,60.7
3418,14.44,35600.0,65.0
3419,7.04,19.02,0.3
3420,4.65,3.17,0.17
3421,3.05,2.07,0.4
3423,2.25,5.69,2.74
3424,1.25,2.1,5.91
3425,2.85,8.5,2.02
3426,2.95,9.01,1.93
3427,3.3,10.9,1.67
3428,3.05,9.53,1.85
3429,4.0,6.0,0.4
3430,3.0,53.9,9.3
3431,2.58,7.18,2.3
3432,5.52,26.1,0.853
3433,1.64,3.33,4.15
3434,13.5,119.499,0.267
3435,9.057,1907.0,14.0
3436,4.2,16.4,1.22
3437,2.985,9.19,1.9
3438,12.9,1417.5218,3.63
3439,2.354,6.05338,2.76
3441,1.63,3.29,4.17
3442,13.5,559.378,1.25
3443,13.5,511.70374,1.14
3444,0.837,17.6,165.0
3445,2.62,12.5,3.82
3446,6.14,19.4,0.461
3447,10.76,160.497,0.8
3448,2.764,8.07,2.1
3449,2.056,4.88,3.09
3450,12.0,6992.26,22.2
3451,18.49,435.41,0.4
3452,1.35,2.39,5.34
3453,1.11,1.41,5.67
3454,1.5,2.86,4.66
3455,1.25,2.1,5.91
3456,2.51,6.85,2.38
3457,1.58,3.12,4.35
3458,0.741,0.332,4.48
3459,0.546,0.1,4.8
3460,0.53,0.2,7.9
3461,0.497,0.0793,3.55
3462,0.403,0.0374,3.14
3463,2.33,6.04,2.62
3464,1.34,2.36,5.39
3465,1.64,3.33,4.15
3466,1.86,4.12,3.52
3467,12.22,317.82,0.93
3468,2.24,5.65,2.76
3469,1.12,1.46,5.71
3470,2.14,5.22,2.93
3471,2.33,6.04,2.62
3472,2.73,7.9,2.13
3473,22.31,266.97,0.131
3474,12.67,908.96,2.4
3475,16.25,896.24,1.13
3476,13.3,772.3269,1.8
3477,12.834,1719.4603,4.46
3478,1.11,1.41,5.67
3479,0.668,0.229,4.22
3480,0.764,0.37,4.56
3481,1.75,3.71,3.8
3482,3.25,10.6,1.7
3483,13.664,1026.5909,5.0
3484,12.11,403.63,1.02
3485,13.79,92.17,0.16
3486,12.22,108.06,0.26
3487,10.962,79.45,0.27
3488,12.7,2215.18,5.94
3489,9.98,327.35,1.94
3490,13.361,189.101,0.459
3491,12.89,136.66,0.38
3492,4.16,16.1,1.23
3493,0.57,0.13,3.86
3494,0.73,0.315,4.45
3495,0.78,0.399,4.62
3496,12.6,2320.1,6.37
3497,10.8,794.5,3.5
3498,5.221,23.7,0.915
3500,2.69,7.7,2.17
3501,2.31,11.0,4.9
3502,2.45,6.57,2.45
3503,2.48,58.2,21.0
3504,2.01,4.7,3.18
3505,1.21,119.9,372.0
3506,3.01,29.9,6.02
3507,1.71,3.5,3.85
3508,4.347,67.0,3.2
3509,15.031,299.07803,0.52
3510,3.28,10.8,1.68
3511,3.319,15.2,2.3
3512,4.421,26.4,1.7
3513,2.401,25.6,10.3
3514,2.838,8.44,2.03
3515,14.46,177.98,0.33
3518,12.3,4000.0,11.8
3520,0.85,2.71,24.39
3521,1.43,6.35,11.82
3522,4.66,19.6,1.06
3523,2.08,4.98,3.04
3524,1.72,3.61,3.9
3525,1.27,2.15,5.77
3526,1.42,2.6,4.99
3527,1.75,3.71,3.8
3528,1.25,2.1,5.91
3529,1.46,2.73,4.82
3530,1.38,2.48,5.19
3531,1.56,3.05,4.41
3532,1.22,1.98,5.99
3533,2.27,5.77,2.71
3534,2.15,5.27,2.91
3535,1.71,3.57,3.92
3536,1.49,2.83,4.7
3537,1.65,3.36,4.11
3538,13.11,699.2,1.68
3539,4.002,24.472,1.91
3540,1.89,4.23,3.44
3541,1.43,2.63,4.94
3542,0.96,0.84,5.22
3543,0.88,0.615,4.96
3544,1.01,1.01,5.39
3545,0.93,0.749,5.12
3546,6.18,31.6,0.736
3547,2.46,6.62,2.44
3548,5.3,17.9,0.661
3549,3.5,75.5,9.68
3550,1.32,2.3,5.5
3551,1.03,1.08,5.43
3552,1.501,2.86,4.65
3553,1.66,3.39,4.07
3554,1.6,3.19,4.28
3555,1.33,2.33,5.44
3556,1.29,2.21,5.66
3557,1.1,1.37,5.66
3558,1.0,0.972,5.34
3559,3.54,12.3,1.52
3560,3.2,10.3,1.73
3561,0.79,0.418,4.66
3562,0.82,0.477,4.75
3563,13.9,6388.1,13.0
3564,1.46,2.73,4.82
3565,1.51,2.89,4.61
3566,0.86,0.566,4.89
3567,0.81,0.457,4.73
3568,0.89,0.64,4.99
3569,1.03,1.08,5.43
3570,1.58,3.12,4.35
3571,1.39,2.51,5.14
3572,2.619,7.36,2.25
3573,3.04,13.2,2.58
3574,2.73,12.8,3.46
3575,1.13,1.51,5.75
3576,1.12,1.46,5.71
3577,1.24,2.07,5.97
3578,1.32,2.3,5.5
3579,1.59,3.15,4.31
3580,1.32,2.3,5.5
3581,1.067,1.23,5.57
3582,1.12,1.46,5.71
3583,0.99,0.937,5.31
3584,1.27,2.15,5.77
3585,1.19,1.81,5.9
3587,2.29,5.86,2.68
3588,1.66,3.39,4.07
3589,0.7,0.271,4.34
3590,0.75,0.347,4.52
3591,2.06,4.9,3.08
3592,1.39,2.51,5.14
3593,1.79,3.86,3.7
3594,1.07,1.24,5.56
3595,2.65,7.51,2.22
3596,1.45,2.7,4.87
3597,1.31,2.27,5.55
3598,1.1,1.37,5.66
3599,1.03,1.08,5.43
3600,1.24,2.07,5.97
3601,1.36,2.42,5.29
3602,1.69,3.5,3.98
3603,2.09,5.02,3.02
3604,1.36,2.42,5.29
3605,1.78,3.82,3.72
3606,1.89,4.23,3.44
3607,1.91,4.31,3.4
3608,1.59,3.15,4.31
3609,0.37,0.0275,2.98
3612,0.296,3.1783,671.0
3613,1.41,2.57,5.04
3614,1.13,1.51,5.75
3615,3.88,14.3,1.35
3616,3.26,10.7,1.7
3617,1.2,1.87,5.95
3618,1.3,2.24,5.6
3619,1.79,3.86,3.7
3620,1.46,2.73,4.82
3621,1.64,3.33,4.15
3622,2.04,4.82,3.12
3623,2.15,5.27,2.91
3624,1.55,3.02,4.46
3625,2.05,4.86,3.1
3626,1.69,66.4,75.6
3627,1.16,1.65,5.81
3628,1.45,2.7,4.87
3629,0.88,0.615,4.96
3630,2.52,6.9,2.37
3631,1.45,2.7,4.87
3632,2.1,5.06,3.0
3633,1.65,3.36,4.11
3634,3.679,7.13,0.787
3635,1.498,3.83,6.26
3636,4.01,2.7,0.1
3637,4.3,2.9,0.1
3638,3.53,12.2,1.52
3639,2.85,8.5,2.02
3640,2.72,7.85,2.14
3641,3.43,11.6,1.58
3642,2.67,7.61,2.2
3643,1.84,4.04,3.56
3644,1.81,3.93,3.64
3645,1.57,3.09,4.39
3646,2.71,7.8,2.15
3647,1.46,2.73,4.82
3648,1.24,2.07,5.97
3649,1.31,2.27,5.55
3650,1.84,4.04,3.56
3651,1.38,2.48,5.19
3652,0.89,0.64,4.99
3653,0.806,0.449,4.71
3654,1.24,2.07,5.97
3655,0.86,0.566,4.89
3656,2.72,7.85,2.14
3657,3.19,11.1,1.88
3658,3.06,4.8,0.921
3659,2.8,14.9,3.73
3660,3.1,6.1,1.13
3661,1.85,4.08,3.54
3662,8.16,40.363,0.41
3663,1.96,4.5,3.28
3664,1.9,94.5,75.7
3665,1.33,2.33,5.44
3666,1.52,2.92,4.57
3667,1.75,3.71,3.8
3668,1.97,4.54,3.26
3669,3.07,9.64,1.83
3670,2.66,7.56,2.21
3671,1.2,2.2,4.8
3672,0.74,0.5,5.2
3673,2.95,9.01,1.93
3674,2.61,7.32,2.26
3675,2.02,4.74,3.16
3676,2.41,6.39,2.51
3677,0.88,0.615,4.96
3678,2.49,6.76,2.41
3679,1.96,4.5,3.28
3680,2.25,5.69,2.74
3681,1.99,4.62,3.22
3682,1.85,4.08,3.54
3683,1.7,3.53,3.95
3684,1.18,1.76,5.89
3685,3.37,11.3,1.62
3686,2.53,6.94,2.35
3687,8.564,69.92,0.613
3688,1.17,14.7,50.4
3689,1.15,7.3,26.4
3690,1.42,2.6,4.99
3691,1.56,8.5,12.3
3692,3.0,9.27,1.89
3693,2.34,6.08,2.61
3694,2.44,30.6,11.6
3695,2.05,4.86,3.1
3696,1.54,2.99,4.5
3697,2.37,6.21,2.56
3698,2.1,5.06,3.0
3699,1.02,1.04,5.39
3700,3.07,9.64,1.83
3701,3.39,11.4,1.61
3702,1.41,2.57,5.04
3703,1.43,2.63,4.94
3704,1.12,1.46,5.71
3705,1.11,1.41,5.67
3706,1.32,28.2,67.4
3707,1.18,1.76,5.89
3708,1.09,1.32,5.6
3709,1.17,1.71,5.87
3710,1.64,3.33,4.15
3711,1.84,4.04,3.56
3712,1.82,3.97,3.62
3713,1.95,4.46,3.31
3714,1.35,2.39,5.34
3715,4.46,9.6,0.9
3716,4.02,5.57,0.8
3717,5.35,3.91,0.25
3718,3.2,0.39,0.13
3719,1.74,3.68,3.84
3720,1.93,4.38,3.35
3721,1.4,2.54,5.09
3722,5.4,39.4,1.37
3723,2.3,28.5,12.9
3724,1.73,3.64,3.86
3725,1.03,20.3,102.0
3726,1.11,1.41,5.67
3727,1.21,6.9,21.4
3728,1.4,17.4,34.8
3729,1.52,44.6,69.8
3730,2.79,8.2,2.07
3731,2.54,6.99,2.34
3732,2.91,8.8,1.96
3733,2.039,4.81,3.12
3734,3.15,10.1,1.78
3735,1.14,1.55,5.75
3736,1.63,79.7,101.0
3737,1.43,684.4,1290.0
3738,1.67,3.43,4.05
3739,1.01,1.01,5.39
3740,2.32,5.99,2.64
3741,1.77,3.78,3.75
3742,1.37,2.45,5.24
3743,1.14,1.55,5.75
3744,0.82,0.477,4.75
3745,1.5,2.86,4.66
3746,2.7,7.75,2.16
3749,2.29,5.86,2.68
3750,2.63,7.41,2.24
3751,1.63,3.29,4.17
3752,3.68,13.1,1.44
3753,4.71,19.9,1.05
3754,1.72,3.61,3.9
3755,2.09,109.8,66.1
3756,1.16,1.65,5.81
3757,1.06,1.2,5.54
3758,4.15,16.1,1.24
3759,3.77,13.7,1.4
