,orbital_period_[days],equilibrium_temperature_[k],orbit_semi-major_axis_[au])
3871,17.324,964.0,0.1385
3872,48.648,489.0,0.2642
3873,31.884,563.0,0.1994
3874,14.12841,739.0,0.119
3875,35.676062,671.0,0.224
3876,16.088134,875.0,0.132
3877,10.300682,1015.0,0.098
3878,33.197861,678.0,0.204
3879,11.634788,961.0,0.101
3880,8.014927,865.0,0.073
3881,2.936532,1209.0,0.037
3882,10.937304,777.0,0.091
3883,6.057342,947.0,0.061
3884,2.971353,1200.0,0.038
3885,5.24972541,954.0,0.0558
3886,7.41086267,850.0,0.0702
3887,10.43547805,759.0,0.0881
3888,25.262887,756.0,0.18
3889,11.476094,984.0,0.107
3890,6.54628992,810.0,0.0668
3891,31.3309,481.0,0.191
3892,15.3348,610.0,0.118
3893,8.127899,875.0,0.081
3894,5.326718,1007.0,0.061
3895,83.446393,471.0,0.391
3896,25.934138,695.0,0.18
3897,28.464515,301.0,0.154
3898,6.87745,484.0,0.06
3899,3.353728,615.0,0.037
3900,107.723601,421.0,0.457
3901,6.61833,1066.0,0.071
3902,67.831024,476.0,0.319
3903,43.130617,554.0,0.236
3904,17.028937,755.0,0.127
3905,6.846262,1022.0,0.069
3906,140.101261,511.0,0.566
3907,40.806231,772.0,0.249
3908,47.332773,386.0,0.242
3909,16.568087,548.0,0.12
3910,21.853722,618.0,0.152
3911,13.060855,734.0,0.108
3912,24.570858,505.0,0.156
3913,10.381227,672.0,0.088
3914,76.050178,372.0,0.332
3915,8.187399,782.0,0.075
3916,46.827915,276.0,0.22
3917,3.543919,652.0,0.039
3918,17.2559,385.0,0.10725
3919,12.28,431.0,0.08551
3920,36.924931,530.0,0.217
3921,8.115317,879.0,0.079
3922,33.653079,470.0,0.193
3923,13.19722,642.0,0.103
3924,24.664551,567.0,0.16
3925,6.581484,881.0,0.066
3926,2.382667,1237.0,0.034
3927,10.681572,897.0,0.096
3928,5.839172,1097.0,0.064
3929,3.38802,1315.0,0.045
3930,1.620493,1681.0,0.027
3931,1.04562266,1710.0,0.0192
3932,9.946047,807.0,0.092
3933,5.714606,971.0,0.063
3934,18.746477,686.0,0.139
3935,12.412183,787.0,0.105
3936,5.826662,1013.0,0.064
3937,18.119869,563.0,0.13
3938,10.281951,680.0,0.089
3939,3.783986,949.0,0.046
3940,10.848463,499.0,0.08
3941,6.668391,587.0,0.058
3942,99.640161,360.0,0.404
3943,30.133001,536.0,0.182
3944,16.514043,655.0,0.122
3945,4.790936,990.0,0.053
3946,17.648312,579.0,0.127
3947,7.156804,782.0,0.069
3948,4.148141,938.0,0.048
3950,12.7207,934.0,0.1101
3951,6.238297,1185.0,0.0685
3952,15.368459,332.0,0.097
3953,7.113702,429.0,0.058
3954,3.306539,554.0,0.035
3955,16.239494,598.0,0.123
3956,6.308205,819.0,0.066
3957,20.477912,530.0,0.14
3958,9.439452,686.0,0.084
3959,3.33616,970.0,0.042
3960,11.187161,667.0,0.095
3961,4.60182,896.0,0.052
3962,3.21982106,998.0,0.04
3963,36.277108,445.0,0.202
3964,17.460812,568.0,0.124
3965,7.49019,753.0,0.071
3966,20.050401,622.0,0.14
3967,9.767292,791.0,0.087
3968,4.311792,1038.0,0.05
3969,20.026218,559.0,0.142
3970,5.715442,850.0,0.062
3971,14.496481,613.0,0.109
3972,8.20395,742.0,0.075
3973,36.065978,397.0,0.189
3974,12.718092,562.0,0.094
3975,7.953528,696.0,0.074
3976,4.144495,864.0,0.048
3977,18.998355,792.0,0.138
3978,4.244384,1305.0,0.051
3979,12.3335,915.0,0.106
3980,8.1453,1050.0,0.08
3981,56.228098,366.0,0.268
3982,11.763051,616.0,0.095
3983,50.447,568.0,0.2747
3984,23.654,731.0,0.1658
3985,13.233549,888.0,0.115
3986,6.155557,1146.0,0.069
3987,2.090876,1642.0,0.034
3988,8.103636,687.0,0.071
3989,4.715106,823.0,0.05
3990,23.968127,329.0,0.132
3991,8.295611,469.0,0.065
3992,46.183669,306.0,0.213
3993,20.060548,401.0,0.122
3994,7.824904,555.0,0.065
3995,3.340222,731.0,0.037
3996,7.21205,1025.0,0.077
3997,2.711506,1420.0,0.04
3998,60.418955,390.0,0.287
3999,8.472382,751.0,0.077
4000,11.379349,806.0,0.101
4001,4.431222,1104.0,0.054
4002,19.271566,393.0,0.114
4003,10.065275,488.0,0.074
4004,91.773242,359.0,0.38
4005,32.625555,506.0,0.191
4006,15.274299,896.0,0.124
4007,10.7421,1008.0,0.099
4008,42.42720032,496.0,0.2274
4009,1.43474156,1664.0,0.0252
4010,58.6017925,508.0,0.2996
4011,25.0824626,776.0,0.1685
4012,89.722292,508.0,0.394
4013,78.1000231,480.0,0.3625
4014,4.27103091,1108.0,0.0514
4015,2.89221751,794.0,0.034
4016,187.747029,267.0,0.5791
4017,2.54307286,1319.0,0.0358
4018,2.16845259,1558.0,0.0337
4019,10.3039,849.0,0.091
4020,13.0241,786.0,0.107
4021,22.6845,653.0,0.155
4022,31.9996,582.0,0.195
4023,46.6888,513.0,0.25
4024,118.3807,376.0,0.466
4025,12.691112,1008.0,0.107
4026,31.719775,743.0,0.198
4027,6.42200058,1000.0,0.0684
4028,81.3151059,393.0,0.3483
4029,51.3285623,546.0,0.2731
4030,19.79191978,736.0,0.1473
4031,5.03728015,1321.0,0.0628
4032,4.42157218,729.0,0.0471
4033,1.25275217,2199.0,0.0239
4034,0.57103852,1897.0,0.0126
4035,4.51005748,1063.0,0.0511
4036,37.6467384,787.0,0.2466
4037,3.341815,1356.0,0.046
4038,224.784608,333.0,0.761
4039,9.69312032,609.0,0.0754
4040,8.79617863,938.0,0.0872
4041,14.36267939,918.0,0.1239
4042,42.3004954,558.0,0.2415
4043,14.97435694,631.0,0.1102
4044,23.5540725,1381.0,0.2134
4045,41.6977827,488.0,0.233
4046,4.79028459,938.0,0.0546
4047,38.6715075,502.0,0.2079
4048,8.3265153,938.0,0.0812
4049,8.408878,809.0,0.076
4050,28.574263,538.0,0.172
4051,2.94902905,1027.0,0.0369
4052,13.15141081,1008.0,0.1187
4053,42.1917357,526.0,0.2315
4054,4.33946454,1061.0,0.0497
4055,2.85234897,621.0,0.0305
4056,17.6700642,778.0,0.1348
4057,108.593329,374.0,0.4126
4058,5.12330347,994.0,0.0556
4059,61.6178167,424.0,0.302
4060,24.3397804,737.0,0.1644
4061,76.5369586,503.0,0.3528
4062,4.754,775.0,0.0502
4063,8.92507,628.0,0.0763
4064,5.45298175,904.0,0.0595
4065,3.26663995,1072.0,0.0423
4066,4.27225018,981.0,0.0506
4067,3.53232449,1159.0,0.0459
4068,62.8916228,384.0,0.2881
4069,11.55562343,703.0,0.0983
4070,17.13263989,611.0,0.1242
4071,76.957857,451.0,0.3436
4072,2.36172433,922.0,0.0299
4073,23.9210791,1020.0,0.1871
4074,3.17060005,1080.0,0.0415
4075,0.81316672,1693.0,0.0165
4076,5.188549,586.0,0.053
4077,8.041,507.0,0.06482
4078,11.776,446.0,0.08358
4079,24.0862707,500.0,0.1478
4080,2.34451194,1471.0,0.0345
4081,18.3027248,902.0,0.1343
4082,2.88890485,976.0,0.0371
4083,210.630591,234.0,0.6477
4084,17.14647302,811.0,0.1291
4085,3.97076766,958.0,0.0443
4086,2.3522658,1019.0,0.0325
4087,10.62784997,872.0,0.0961
4088,1.10446351,1397.0,0.0188
4089,3.73089898,1128.0,0.0473
4090,2.403679,1489.0,0.036
4091,8.990889,960.0,0.087
4092,2.78786839,1432.0,0.0382
4093,65.6478424,485.0,0.3197
4094,1.64680191,806.0,0.0223
4095,1.75583533,1343.0,0.0277
4096,5.1856142,1314.0,0.0631
4097,8.45808312,1117.0,0.0875
4098,33.469743,609.0,0.2006
4099,11.89520511,787.0,0.0994
4100,4.45743164,732.0,0.0448
4101,13.5396293,1079.0,0.1246
4102,22.70816791,677.0,0.1603
4103,5.968734,1251.0,0.069
4104,13.07163,964.0,0.116
4105,7.97034958,839.0,0.0755
4106,10.71252541,485.0,0.0784
4107,32.5637069,490.0,0.19
4108,6.11786898,1211.0,0.0685
4109,3.97599768,936.0,0.0457
4110,9.478522,946.0,0.0914
4111,29.96870041,644.0,0.1969
4112,33.2406882,486.0,0.1975
4113,1.00393374,1419.0,0.0175
4114,55.8226539,379.0,0.2663
4115,6.11009134,1125.0,0.0709
4116,18.7959228,984.0,0.1445
4117,50.790391,704.0,0.2804
4118,9.98969327,705.0,0.088
4119,1.44259224,2700.0,0.0284
4120,26.0204423,675.0,0.168
4121,0.7698536,1650.0,0.0157
4122,6.89225223,1156.0,0.0732
4123,37.94563,515.0,0.2181
4124,24.1738579,595.0,0.1589
4125,106.247547,377.0,0.4301
4126,31.80634,378.0,0.1596
4127,2.68505749,1137.0,0.0346
4128,7.518496,784.0,0.073
4129,20.17202,564.0,0.141
4130,16.8601286,765.0,0.1246
4131,4.89337519,1374.0,0.0621
4132,11.17394617,796.0,0.0981
4133,28.5057189,555.0,0.1793
4134,53.5991044,529.0,0.2863
4135,104.3518976,355.0,0.4297
4136,16.07677615,724.0,0.1281
4137,18.87064068,701.0,0.1401
4138,17.1369543,775.0,0.135
4139,3.78858982,1158.0,0.0467
4140,2.422082,1213.0,0.035
4141,4.125103,1016.0,0.049
4142,10.45843441,609.0,0.0845
4143,5.60014851,952.0,0.0587
4144,25.2034787,600.0,0.1693
4145,2.83265213,1453.0,0.0403
4146,16.22371307,676.0,0.1212
4147,8.49642241,702.0,0.0726
4148,66.1849031,436.0,0.3179
4149,2.03231845,1011.0,0.0283
4150,7.6847716,830.0,0.0732
4151,15.0447198,931.0,0.1152
4152,4.4379629,1480.0,0.0553
4153,6.312501,575.0,0.055
4154,12.794585,455.0,0.088
4155,1.11854972,1174.0,0.0188
4156,15.18725932,789.0,0.1183
4157,28.6851324,547.0,0.179
4158,0.58800076,1188.0,0.0114
4159,85.7350285,448.0,0.3877
4160,1.07839035,1667.0,0.0196
4161,1.21699766,1314.0,0.0201
4162,13.68237119,802.0,0.1156
4163,11.08507637,665.0,0.0901
4164,25.369116,755.0,0.18
4165,3.177422,997.0,0.039
4166,41.008011,425.0,0.216
4167,8.07124073,856.0,0.0753
4168,11.01816836,840.0,0.0985
4169,12.94130146,795.0,0.1082
4170,5.34982412,1156.0,0.0635
4171,18.82634264,591.0,0.128
4172,4.76703963,1046.0,0.0528
4173,4.37034536,1191.0,0.0519
4174,2.03232507,1542.0,0.0326
4175,22.9221266,684.0,0.1564
4176,16.10467749,1159.0,0.1418
4177,5.766193,1159.0,0.064
4178,12.465988,897.0,0.108
4179,21.587475,747.0,0.155
4180,37.993273,618.0,0.227
4181,56.268,543.0,0.287
4182,7.42693741,899.0,0.0734
4183,12.00096042,632.0,0.0906
4184,1.91694425,1246.0,0.0282
4185,16.301259,557.0,0.1186
4186,13.32351601,872.0,0.1165
4187,7.01075434,1453.0,0.0771
4188,17.2923453,809.0,0.1361
4189,94.2887577,369.0,0.4092
4190,0.57736958,1757.0,0.0125
4191,86.828989,212.0,0.3006
4192,17.232366,817.0,0.135
4193,26.695074,706.0,0.181
4194,9.95661537,946.0,0.0921
4195,10.41725184,870.0,0.0914
4196,26.7839183,523.0,0.1673
4197,45.1263042,604.0,0.263
4198,11.94014029,625.0,0.096
4199,4.16055856,985.0,0.0491
4200,31.0571618,480.0,0.1803
4201,84.5733226,366.0,0.3778
4202,4.14787559,1389.0,0.0541
4203,5.19104016,1183.0,0.0625
4204,3.410493,892.0,0.039
4205,13.821375,560.0,0.1
4206,30.950851,428.0,0.17
4207,4.8663815,1121.0,0.0557
4208,18.5525701,612.0,0.1336
4209,13.62798432,639.0,0.1039
4210,16.8320729,690.0,0.1256
4211,3.70428172,1839.0,0.0502
4212,4.35409304,1043.0,0.0484
4213,2.93658468,1190.0,0.0372
4214,11.32271513,554.0,0.0848
4215,13.71220213,676.0,0.1091
4216,7.46725407,1035.0,0.0806
4217,24.3347127,647.0,0.167
4218,4.164389,590.0,0.041
4219,5.774464,529.0,0.051
4220,2.60754383,1431.0,0.0393
4221,45.0904643,487.0,0.2478
4222,15.0540329,665.0,0.1078
4223,68.8861915,501.0,0.3133
4224,9.99113313,660.0,0.0833
4225,3.60084276,927.0,0.0422
4226,5.72717226,794.0,0.0575
4227,36.2919336,694.0,0.2226
4228,12.4127754,933.0,0.1063
4229,2.66831376,1252.0,0.0376
4230,0.98494017,2335.0,0.0201
4231,0.66308526,1681.0,0.0141
4232,10.495711,1009.0,0.099
4233,21.869741,790.0,0.162
4234,100.283134,475.0,0.448
4235,19.1187753,823.0,0.1444
4236,48.4308991,396.0,0.239
4237,8.67900242,949.0,0.083
4238,4.55139967,907.0,0.0499
4239,0.96852602,1677.0,0.0191
4240,6.49441289,732.0,0.0612
4241,28.474748,489.0,0.1689
4242,4.86631012,881.0,0.052
4243,13.0313945,774.0,0.1057
4244,40.9903986,627.0,0.2383
4245,37.3331536,657.0,0.226
4246,14.435889,884.0,0.125
4247,29.393195,698.0,0.2
4248,48.630408,590.0,0.28
4249,6.03356196,1598.0,0.0663
4250,3.0255955,1484.0,0.0418
4251,51.1309704,542.0,0.2705
4252,28.625653,573.0,0.1857
4253,6.98152703,1384.0,0.0806
4254,3.65691115,1368.0,0.0488
4255,12.5720095,886.0,0.1072
4256,40.8365012,496.0,0.2237
4257,3.23941344,1213.0,0.0419
4258,23.4774101,738.0,0.1633
4259,15.09,968.0,0.1231
4260,22.804,843.0,0.1622
4261,66.5579057,757.0,0.38
4262,3.11602791,1123.0,0.0415
4263,2.13194651,1418.0,0.0335
4264,12.9460978,764.0,0.1062
4265,0.66407381,1703.0,0.0143
4266,14.7967458,874.0,0.1268
4267,11.25402929,888.0,0.0991
4268,11.47685909,796.0,0.0976
4269,2.76122421,2017.0,0.0435
4270,7.99019627,1113.0,0.0785
4271,15.79,910.0,0.13
4272,82.2,525.0,0.39
4274,4.69500134,1098.0,0.0557
4275,8.63043276,739.0,0.0779
4276,3.27646405,1195.0,0.0443
4277,5.57654784,1183.0,0.0659
4278,115.6862258,401.0,0.4684
4279,3.81371974,1029.0,0.0464
4280,8.3839865,1285.0,0.0896
4281,1.68189002,1790.0,0.0283
4282,7.12811928,1373.0,0.082
4283,19.9400874,588.0,0.1357
4284,8.457458,982.0,0.079
4285,27.50868,683.0,0.178
4286,87.517905,451.0,0.377
4287,22.2419092,954.0,0.1655
4288,9.08237046,734.0,0.0815
4289,8.83922659,778.0,0.0795
4290,7.56127224,891.0,0.0751
4291,16.1288853,715.0,0.1202
4292,13.5630972,733.0,0.1109
4293,16.29595382,678.0,0.123
4294,18.01621096,768.0,0.1369
4295,2.10433812,662.0,0.025
4296,28.8432647,491.0,0.1679
4297,16.092,718.0,0.1238
4298,25.5169,615.0,0.1684
4299,0.67933627,1883.0,0.0148
4300,11.1726994,1019.0,0.0989
4301,2.53573424,1671.0,0.0368
4302,197.5110016,391.0,0.6711
4303,5.44832529,978.0,0.0603
4304,1.11611998,1659.0,0.0209
4305,3.83309118,1012.0,0.046
4306,5.42474928,625.0,0.0504
4307,0.84338011,1541.0,0.0163
4308,6.56606007,777.0,0.064
4309,87.9732136,446.0,0.3859
4310,0.56887443,1796.0,0.0128
4311,213.257663,202.0,0.6085
4312,2.88676265,557.0,0.0296
4313,6.178196,1082.0,0.067
4314,6.414914,1069.0,0.068
4315,18.010199,758.0,0.136
4316,110.2869374,414.0,0.4393
4317,0.86838653,1389.0,0.0163
4318,11.12830484,408.0,0.0781
4319,2.22649109,697.0,0.0267
4320,5.72092009,509.0,0.0501
4321,0.96286738,1666.0,0.0183
4322,6.45998001,883.0,0.0652
4323,0.92990668,2291.0,0.0191
4324,4.11584468,895.0,0.0466
4325,33.8786838,564.0,0.2004
4326,42.3514267,938.0,0.2743
4327,14.88801098,831.0,0.1186
4328,4.52158888,1214.0,0.0529
4329,9.33646594,577.0,0.0747
4330,8.129976,1041.0,0.083
4331,31.517586,663.0,0.204
4332,10.10769068,879.0,0.0889
4333,0.78916165,1244.0,0.0142
4334,11.87456832,728.0,0.0986
4335,109.6471842,428.0,0.4382
4336,15.64591713,710.0,0.1229
4337,6.26406846,809.0,0.0615
4338,23.198681,793.0,0.1595
4339,5.77721211,1260.0,0.0631
4340,24.4002549,437.0,0.1441
4341,0.93511806,2124.0,0.0193
4342,1.34155513,1642.0,0.0234
4343,5.317429,1105.0,0.06
4344,10.105785,892.0,0.092
4345,0.66502692,2174.0,0.0153
4346,132.9968322,241.0,0.4498
4347,2.21571036,1283.0,0.0313
4348,3.35183158,1294.0,0.0449
4349,4.7683049,1219.0,0.0568
4350,44.6169557,693.0,0.2638
4351,3.40165668,1236.0,0.044
4352,14.00947528,617.0,0.104
4353,27.5722742,636.0,0.1834
4354,2.12823928,1668.0,0.0341
4355,6.00253,1209.0,0.067
4356,11.448708,975.0,0.103
4357,4.4968604,535.0,0.0413
4358,1.76678906,730.0,0.0222
4359,0.91614077,1212.0,0.0156
4360,1.87788275,1701.0,0.03
4361,24.7543966,491.0,0.153
4362,76.613377,466.0,0.3521
4363,1.28958811,1448.0,0.0224
4364,0.63400294,1714.0,0.0136
4365,3.0091324,1177.0,0.041
4366,7.06317341,827.0,0.0656
4367,59.4970952,369.0,0.2769
4368,11.5789,951.0,0.106
4369,16.399235,847.0,0.133
4370,40.5286413,933.0,0.2866
4371,3.57554956,1061.0,0.0431
4372,136.205626,248.0,0.4626
4373,2.94194094,988.0,0.0363
4374,13.32196237,1299.0,0.1284
4375,7.69993485,969.0,0.075
4376,4.77468005,1137.0,0.0545
4377,2.16457097,783.0,0.0273
4378,1.57409027,998.0,0.0236
4379,0.67564949,2085.0,0.0153
4380,25.873148,667.0,0.1741
4381,8.436387,742.0,0.077
4382,18.735753,568.0,0.13
4383,20.2641684,770.0,0.1495
4384,7.44142113,1075.0,0.0767
4385,3.4462039,1015.0,0.0393
4386,2.00541269,1216.0,0.0274
4387,1.31155557,1655.0,0.024
4388,1.29123275,1887.0,0.0242
4389,10.65276707,737.0,0.0918
4390,3.3004192,1543.0,0.0471
4391,5.30880656,1042.0,0.0598
4392,0.74092842,1873.0,0.0153
4393,11.95398936,525.0,0.0885
4394,0.88184115,1564.0,0.0171
4395,10.3134,452.0,0.0753
4396,13.7815,410.0,0.0913
4397,23.0923,345.0,0.1288
4398,38.23,292.0,0.1803
4399,10.3108245,786.0,0.0917
4400,25.3842686,649.0,0.1728
4401,16.3583055,959.0,0.1404
4402,13.9093583,928.0,0.1179
4403,15.36262753,608.0,0.1126
4404,2.88879862,1423.0,0.0415
4405,6.73972381,1011.0,0.068
4406,2.27952666,1123.0,0.031
4407,12.2854603,434.0,0.0882
4408,5.53608151,566.0,0.0519
4409,20.9568158,363.0,0.126
4410,37.6327084,299.0,0.1861
4411,99.2530951,300.0,0.3869
4412,15.771044,752.0,0.127
4413,157.072878,350.0,0.586
4414,6.48021673,934.0,0.0662
4415,54.4092333,513.0,0.2768
4416,15.1410397,714.0,0.1189
4417,2.44357812,1249.0,0.0337
4418,3.93766373,1947.0,0.0555
4419,3.78470649,1311.0,0.0494
4420,18.2206421,786.0,0.1406
4421,47.449955,551.0,0.2602
4422,2.78815679,1510.0,0.0392
4423,4.13827595,1324.0,0.051
4424,1.63865306,1610.0,0.0276
4425,6.790123,1605.0,0.0771
4426,3.25427,1301.0,0.045
4427,91.353282,428.0,0.414
4428,9.06689421,725.0,0.0771
4429,11.20066445,808.0,0.0975
4430,2.03387914,1789.0,0.0322
4431,5.19492202,1238.0,0.064
4432,15.9314739,596.0,0.1143
4433,28.2274184,565.0,0.1778
4434,11.62905828,854.0,0.0987
4435,20.0711504,826.0,0.1502
4436,2.99793191,1616.0,0.0425
4437,0.76486493,1733.0,0.0152
4438,3.107675,968.0,0.039
4439,7.010606,738.0,0.067
4440,60.866168,290.0,0.2543
4441,86.1150888,441.0,0.4001
4442,3.6146051,1397.0,0.0461
4443,13.1829642,661.0,0.1066
4444,3.51576315,1033.0,0.0426
4445,0.63642408,1846.0,0.0144
4446,1.49514952,1870.0,0.0257
4447,20.3505213,695.0,0.1431
4448,22.4764425,419.0,0.131
4449,42.5215895,510.0,0.2391
4450,2.024152,1597.0,0.032
4451,4.761702,1201.0,0.057
4452,41.809118,582.0,0.242
4453,6.69960006,806.0,0.0671
4454,6.9131112,1209.0,0.0762
4455,18.6051942,833.0,0.1499
4456,23.955378,741.0,0.1586
4457,29.6091744,629.0,0.1861
4458,14.4541302,676.0,0.1038
4459,14.2563227,797.0,0.1187
4460,0.96897238,1844.0,0.0197
4461,10.67607169,1049.0,0.1059
4462,4.48487493,1199.0,0.055
4463,16.007583,838.0,0.127
4464,27.082511,703.0,0.181
4465,2.46050993,969.0,0.0304
4466,5.86601526,1064.0,0.0648
4467,23.9109011,709.0,0.1696
4468,4.13592271,1226.0,0.0516
4469,8.05333618,1320.0,0.0894
4470,4.45343281,1331.0,0.0546
4471,9.705716,1001.0,0.0907
4472,10.9295461,770.0,0.0951
4473,2.31942009,1490.0,0.0346
4474,8.07392849,420.0,0.0594
4475,5.885273,1253.0,0.066
4476,10.104665,1046.0,0.094
4477,39.859484,597.0,0.2274
4478,39.4419839,682.0,0.2346
4479,81.4162941,522.0,0.4039
4480,2.41811321,1602.0,0.0368
4481,33.42035034,581.0,0.2015
4482,10.60052251,987.0,0.0948
4483,0.68996783,1539.0,0.0141
4484,56.6747285,522.0,0.2836
4485,12.27065865,811.0,0.1058
4486,13.2274528,867.0,0.1176
4487,22.951,873.0,0.1699
4488,42.882,709.0,0.2578
4489,54.5094166,308.0,0.2401
4490,35.622233,523.0,0.2101
4491,42.913751,810.0,0.2697
4492,47.1611696,503.0,0.262
4493,47.0319479,492.0,0.2447
4494,49.276764,298.0,0.2149
4495,18.1373829,433.0,0.1132
4496,51.1110243,478.0,0.2668
4497,47.9872764,493.0,0.2495
4498,62.8691611,349.0,0.2829
4499,31.158799,639.0,0.2
4500,76.732171,473.0,0.364
4501,29.9633247,391.0,0.1614
4502,29.3494775,451.0,0.1715
4503,65.6488341,390.0,0.3094
4504,25.15864,619.0,0.1694
4505,31.7785901,564.0,0.1803
4506,5.32786292,1023.0,0.0548
4507,31.8277111,668.0,0.1939
4508,31.1750448,585.0,0.1942
4509,47.0569043,411.0,0.2388
4510,8.23984869,1093.0,0.0817
4511,3.54553021,1448.0,0.0466
4512,19.59059906,819.0,0.1456
4513,21.8635301,551.0,0.1466
4514,12.610584,953.0,0.113
4515,33.416423,689.0,0.216
4516,16.2950903,574.0,0.116
4517,3.63899398,1238.0,0.0453
4518,38.1312831,613.0,0.2322
4519,14.4273551,783.0,0.116
4520,36.4333452,561.0,0.2108
4521,82.177374,441.0,0.373
4522,10.35863224,860.0,0.0932
4523,11.55530021,674.0,0.0911
4524,26.0840594,598.0,0.1681
4525,14.53261362,746.0,0.1173
4526,1.729366,1284.0,0.028
4527,4.180043,957.0,0.05
4528,51.84688575,413.0,0.2607
4529,22.12679948,721.0,0.1525
4530,5.94220998,797.0,0.059
4531,12.25383217,678.0,0.1016
4532,9.5085156,1131.0,0.0958
4533,30.4549136,624.0,0.1939
4534,19.9157725,728.0,0.1467
4535,54.6495759,538.0,0.2846
4536,7.31946363,1682.0,0.0898
4537,39.8189932,650.0,0.2285
4538,6.15826988,1212.0,0.0658
4539,82.294751,400.0,0.3679
4540,29.198943,540.0,0.184
4541,55.328328,436.0,0.281
4542,160.018032,306.0,0.571
4543,92.4362973,348.0,0.3729
4544,16.5861762,821.0,0.127
4545,16.75255007,801.0,0.1262
4546,15.0217983,874.0,0.1197
4547,91.080482,415.0,0.3982
4548,85.273256,443.0,0.3677
4549,64.6588017,535.0,0.3211
4550,8.74199772,924.0,0.0817
4551,48.051405,564.0,0.2528
4552,44.2008,409.0,0.2196
4553,4.942782,1251.0,0.05714
4554,3.428054,1131.0,0.044
4555,7.381998,876.0,0.073
4556,12.56093,734.0,0.104
4557,30.826557,544.0,0.189
4559,15.0330105,928.0,0.1236
4560,14.5564533,787.0,0.1228
4561,41.7083629,608.0,0.2482
4562,96.16987,321.0,0.3771
4563,82.304003,485.0,0.3704
4564,30.8609366,525.0,0.1862
4565,14.0329154,783.0,0.1168
4566,16.0506213,630.0,0.1234
4567,20.7056504,967.0,0.1629
4568,25.4338197,667.0,0.1707
4569,15.228958,639.0,0.116
4570,24.674612,544.0,0.16
4571,84.703921,537.0,0.4089
4572,23.2382792,903.0,0.1753
4573,20.35972599,322.0,0.1097
4574,160.88465087,346.0,0.5416
4575,217.83184,388.0,0.753
4576,10.514181,1066.0,0.0997
4577,214.3114164,380.0,0.7655
4578,7.25931979,967.0,0.0718
4579,5.54608367,2336.0,0.078
4580,5.11177904,1351.0,0.0593
4581,240.7989397,342.0,0.7655
4582,18.207973,551.0,0.124
4583,88.255055,326.0,0.356
4584,0.65355357,1437.0,0.0129
4585,47.14840805,391.0,0.2317
4586,1.84788917,1374.0,0.0288
4587,0.93875077,1676.0,0.0185
4588,70.9674603,438.0,0.3392
4589,2.41660118,1343.0,0.036
4590,3.908632,787.0,0.0418
4591,160.129918,450.0,0.6276
4592,1.79111021,1549.0,0.0296
4593,5.33905686,817.0,0.0525
4594,18.870227,621.0,0.129
4595,46.90232,458.0,0.237
4596,2.5904434,1484.0,0.0371
4597,5.3227406,1167.0,0.06
4598,9.20761013,972.0,0.0865
4599,1.13854338,2537.0,0.022
4600,1.09366356,1681.0,0.0206
4601,308.5471,330.0,0.9625
4602,5.71668872,955.0,0.0599
4603,138.9442,384.0,0.5329
4604,364.758031,166.0,0.8507
4605,1.4444538,1800.0,0.0245
4606,175.138819,346.0,0.6095
4607,133.3036741,301.0,0.4765
4608,33.040532,561.0,0.198
4609,62.303276,454.0,0.303
4610,20.54981883,657.0,0.1415
4611,3.93276465,1140.0,0.047
4612,9.91935684,838.0,0.0871
4613,125.4131177,266.0,0.4426
4614,8.40691199,1048.0,0.0781
4615,3.95116882,1160.0,0.0479
4616,2.89223021,1287.0,0.0389
4617,5.99273738,1010.0,0.0632
4618,5.10115756,1065.0,0.0567
4619,6.96710269,1774.0,0.0867
4620,168.811174,269.0,0.5421
4621,163.692349,274.0,0.5442
4622,19.5974971,671.0,0.1366
4623,0.69297968,3186.0,0.0165
4624,124.828679,350.0,0.4679
4625,214.886545,286.0,0.6687
4626,5.931194,614.0,0.056
4627,52.661793,286.0,0.242
4628,225.582809,348.0,0.7681
4629,24.4973698,722.0,0.1772
4630,184.771853,268.0,0.6045
4631,4.24261881,926.0,0.0481
4632,198.088774,288.0,0.6314
4633,8.10501635,959.0,0.0805
4634,8.82713457,797.0,0.0829
4635,3.74032496,1287.0,0.049
4636,3.50470358,1019.0,0.0419
4637,0.97191543,1609.0,0.018
4638,4.973456,867.0,0.054
4639,15.906801,588.0,0.117
4640,3.03195744,1269.0,0.0397
4641,1.00520701,1682.0,0.0194
4642,64.2737752,554.0,0.3308
4643,3.43276598,1134.0,0.0442
4644,18.0540381,635.0,0.1327
4645,1.53818844,1234.0,0.0241
4646,0.53991524,1871.0,0.0121
4647,153.979578,330.0,0.552
4648,20.925392,729.0,0.1499
4649,5.79180156,1222.0,0.0654
4650,1.732342,1546.0,0.028
4651,13.5405,779.0,0.11
4652,7.02573474,969.0,0.0698
4653,26.548955,836.0,0.1784
4654,3.38555488,1476.0,0.0432
4655,5.49548621,1293.0,0.0614
4656,2.6157554,1379.0,0.0364
4657,6.9424334,1003.0,0.0743
4658,2.55314213,1312.0,0.0366
4659,6.98471973,1059.0,0.0726
4660,6.30560247,1125.0,0.0657
4661,1.45088691,1700.0,0.0252
4662,0.84990789,1139.0,0.014
4663,16.709184,500.0,0.111
4664,28.551383,418.0,0.158
4665,56.6449279,733.0,0.323
4666,6.28385491,1108.0,0.0674
4667,4.83817712,354.0,0.0316
4668,9.32807355,788.0,0.085
