,planet_mass,planet_radius,planet_density
2807,1.37,1.1,5.66
2808,11.0,3.31,1.67
2809,152.5584,10.61,0.702
2810,32.2,5.2,2.15
2811,308.2951,11.73,1.05
2812,8654.15,12.442,24.7
2813,215.80657,15.681,0.308
2814,54.34893,15.132,0.093
2815,301.9385,19.952,0.209
2816,408.09372,19.537,0.322
2817,416.3573,19.504,0.36
2818,874.0325,15.861,1.2
2819,416.3573,17.094,0.46
2820,375.0394,17.598,0.377
2821,1293.5681,21.409,0.744
2822,540.311,15.132,0.91
2823,1074.90106,19.515,0.806
2824,1242.7153,17.777,1.24
2825,298.12454,14.83,0.503
2826,1646.3594,14.258,3.13
2827,616.5902,17.486,0.75
2828,286.68266,19.044,0.228
2829,165.2716,14.572,0.311
2830,1179.1493,13.0,2.95
2831,441.7837,17.934,0.442
2832,209.7678,18.159,0.167
2833,915.3504,21.196,0.53
2837,635.65681,13.4,1.45
2838,25.9,5.5,0.855
2839,5768.58559,12.1,17.9
2840,38.1,6.9,0.637
2841,2445.06619,12.6,6.72
2842,33.6,6.4,0.704
2843,158.9142,14.2,0.305
2844,35.4,6.6,0.677
2845,3750.394,12.4,10.8
2846,667.43965,13.4,1.52
2847,15.8,4.1,1.26
2848,6.35,2.4,2.52
2849,19.2,4.6,1.08
2850,5700.0,12.2,17.2
2851,2.32,1.33,5.42
2852,1043.0,13.1,2.55
2853,2200.0,12.7,5.9
2854,1450.0,12.9,3.71
2855,700.0,13.3,1.63
2856,4923.0,12.2,14.9
2857,1250.0,13.0,3.13
2858,836.0,13.2,2.0
2859,245.0457,14.0,0.491
2860,34.0,6.45,0.696
2861,5.59,2.23,2.77
2862,1166.43025,13.0,2.92
2863,5.19,2.13,2.95
2864,640.0,13.4,1.46
2865,230.0,14.0,0.461
2866,3.54,1.7,3.96
2867,664.26137,13.4,1.52
2868,7.59,2.67,2.19
2869,60.0,9.01,0.451
2870,6.059,2.34,2.6
2871,1400.0,12.9,3.58
2872,77.86796,10.5,0.37
2873,705.57906,13.3,1.65
2874,5.56,2.22,2.79
2875,111.0,12.9,0.284
2876,346.43296,13.7,0.74
2877,9.2,2.99,1.89
2878,2447.27873,12.6,6.72
2879,1452.47582,12.9,3.72
2880,10.28,3.19,1.74
2881,15.5,4.06,1.27
2882,60.3874,9.05,0.448
2883,397.0,13.7,0.848
2884,4.08,1.85,3.54
2885,1287.20505,13.0,3.22
2886,813.64072,13.2,1.94
2887,4.67,2.0,3.21
2888,200.0,14.1,0.392
2889,88.99195,11.4,0.33
2890,0.96,0.997,5.32
2891,4894.55747,12.2,14.8
2892,1754.41281,12.8,4.6
2893,11.2,3.35,1.64
2894,34.96112,6.56,0.681
2895,66.74397,9.6,0.415
2896,31.78284,6.2,0.733
2897,2034.1018,12.7,5.46
2898,143.02278,14.3,0.269
2899,2.81,1.49,4.67
2900,69.92225,9.86,0.401
2901,79.4571,10.6,0.367
2902,19.05,4.59,1.08
2903,120.77479,13.6,0.264
2904,61.27,9.12,0.444
2905,4.55,1.97,3.27
2906,38.13941,6.9,0.638
2907,46.0,7.71,0.552
2908,232.01474,14.0,0.465
2909,22.24799,5.02,0.966
2910,349.613,13.787,0.733
2911,460.83,10.54,2.1
2912,2949.4624,16.948,3.6
2913,9.5,3.438,1.29
2914,214.1,14.0,0.429
2915,4.6,1.9,3.69
2916,9.0,1.9,7.21
2917,71.0,8.86,0.56
2918,15.0,5.44,0.51
2919,2.23,1.13,9.95
2920,11.02,2.58,4.5
2922,9.2,1.19,10.0
2923,10.36,1.21,10.0
2924,2.27,1.31,5.55
2925,1.81,1.19,5.9
2926,8.6,2.87,2.0
2927,7.56,2.66,2.21
2928,8.65,2.88,1.99
2931,613.4119,11.097,2.46
2933,0.44,0.759,5.53
2934,0.655,0.867,5.52
2935,5.56,2.22,2.79
2936,6.08,2.34,2.61
2937,10.5,1.71,10.1
2938,15.6,4.32,0.91
2939,106.0,11.27,0.363
2940,35.0,6.56,0.6
2941,17.1,4.3,1.18
2942,209.8,14.1,0.411
2943,346.4347,11.545,1.31
2944,7.0,2.54,2.35
2945,4.60853,1.481,8.0
2946,7.37,2.323,3.14
2947,7.34,1.32,14.25
2950,20.3,4.76,1.03
2951,10.1,3.15,1.78
2952,3.11,1.578,4.35
2953,3.57,1.71,3.92
2954,3.82,1.78,3.72
2955,32.5,6.28,0.721
2956,2.86,1.5,4.66
2957,2.99,1.54,4.5
2958,2.67,1.44,4.91
2959,2.18,1.28,5.71
2960,5.35,2.17,2.88
2961,51.1,5.77,1.45
2962,3.78,1.25,10.5
2963,5.99,2.32,2.64
2964,8.6,2.87,2.0
2965,2.21,1.29,5.66
2966,5.27,2.15,2.91
2967,6.3,2.39,2.54
2968,12.3,3.55,1.51
2969,5.39,2.18,2.86
2970,13.1,3.68,1.44
2971,4.62,1.99,3.22
2972,7.18,2.58,2.3
2973,2.73,1.46,4.82
2976,3.8,1.18,13.27
2977,8.93,2.22,4.68
2979,5.82,2.28,2.7
2980,6.04,2.33,2.62
2981,6.17,2.36,2.58
2982,7.41,2.63,2.24
2983,14.5,3.91,1.33
2984,4.58,1.98,3.24
2985,5.52,2.21,2.81
2986,0.64,0.89,4.99
2987,2.33,1.33,5.44
2988,2.13,1.26,5.85
2989,9.7,3.37,1.38
2990,36.1,5.14,1.47
2991,6.71,2.48,2.42
2992,0.59,0.87,4.92
2993,4.16,1.87,3.5
2994,6.85,2.51,2.38
2995,5.73,2.26,2.73
2996,1.71,1.17,5.87
2997,9.32,3.01,1.88
2998,2.18,1.28,5.71
2999,12.2,3.53,1.52
3000,2.59,1.416,5.01
3001,2.73,1.46,4.82
3002,19.6,3.1,3.62
3003,9.96,3.13,1.78
3004,12.5,3.58,1.5
3005,4.98,2.08,3.04
3006,8.96,2.94,1.94
3007,5.43,2.19,2.84
3008,7.04,2.55,2.33
3009,7.61,2.67,2.2
3010,7.7,2.69,2.17
3011,3.57,1.71,3.92
3012,5.02,2.09,3.02
3013,0.937,0.99,5.31
3014,3.22,1.61,4.24
3015,0.809,0.95,5.18
3016,5.1,4.81,0.252
3017,4.6,1.31,11.2
3018,3.19,1.6,4.28
3019,2.79,1.48,4.73
3020,11.5,3.4,1.61
3021,8.91,2.93,1.95
3022,0.904,0.98,5.28
3023,7.41,2.63,2.24
3024,2.04,1.23,6.02
3025,9.32,3.01,1.88
3026,11.2,3.36,1.62
3027,7.85,2.72,2.14
3028,3.64,1.73,3.86
3030,10.44,2.5,3.28
3032,11.17,2.56,3.1
3033,6.26,2.38,2.55
3034,4.58,1.98,3.24
3035,3.75,1.76,3.78
3036,2.83,1.49,4.7
3037,3.02,1.55,4.46
3038,13.4,3.73,1.42
3039,3.19,1.6,4.28
3040,6.17,2.36,2.58
3041,0.437,0.8,4.69
3042,3.7,1.747,3.81
3043,12.8,3.63,1.47
3044,3.19,1.6,4.28
3045,3.51,1.536,5.3
3046,9.39,1.597,12.65
3047,3.8,0.86,33.1
3048,8.6,2.903,2.0
3049,3.64,1.73,3.86
3050,6.26,2.38,2.55
3051,3.12,1.58,4.35
3052,5.9,2.3,2.66
3053,3.33,1.64,4.15
3054,2.82,1.488,4.71
3055,2.1,1.25,5.91
3056,2.6,1.42,4.99
3057,0.437,0.8,4.69
3058,8.1,2.77,2.09
3059,4.27,1.9,3.42
3060,3.29,1.63,4.17
3061,56.0,8.65,0.475
3062,50.9,8.18,0.511
3063,10.8,3.28,1.68
3064,1.01,1.01,5.39
3065,1.46,1.12,5.71
3066,11.2,3.36,1.62
3067,1.41,1.11,5.67
3068,41.2,7.22,0.602
3069,10.7,3.268,1.68
3070,6.53,2.44,2.47
3071,8.96,2.94,1.94
3072,0.165,0.61,3.99
3073,2.6,1.42,4.99
3074,4.01,1.83,3.6
3077,5.69,2.25,2.74
3078,7.41,2.63,2.24
3079,7.46,2.64,2.23
3080,53.4,8.41,0.493
3081,54.5,8.52,0.484
3082,41600.0,16.56,50.3
3083,6.44,2.42,2.5
3084,2.52,1.393,5.12
3085,8.75,2.9,1.97
3086,13.5,3.75,1.41
3087,67.6,9.67,0.411
3088,6.71,2.48,2.42
3089,21.0,4.85,1.01
3090,11.5,3.41,1.59
3091,11.5,3.41,1.59
3092,4.19,1.88,3.47
3093,8.85,2.92,1.95
3094,8.91,2.93,1.95
3095,2.33,1.33,5.44
3097,5.1,2.11,2.98
3098,7.32,2.61,2.26
3099,51.1,8.2,0.509
3100,61.8,9.17,0.44
3101,8.45,2.84,2.03
3102,30.0,5.99,0.767
3103,140.16303,18.181,0.14
3104,13.1,3.68,1.44
3105,16.0,4.13,1.25
3106,31.3,6.14,0.743
3107,62.3,9.21,0.438
3108,8.25,2.8,2.07
3109,73.8,10.18,0.384
3110,9.85,3.11,1.8
3111,5.02,2.09,3.02
3112,29.6,5.95,0.772
3113,3.57,1.71,3.92
3114,5.65,2.24,2.76
3115,8.7,2.89,1.98
3116,68.7,9.76,0.406
3117,12.2,3.52,1.54
3119,78.8,10.58,0.366
3120,11.2,3.36,1.62
3121,4.54,1.97,3.26
3122,42.6,7.37,0.585
3123,9.69,3.08,1.82
3124,6.44,2.42,2.5
3125,267.0,13.9,0.546
3126,2.04,0.92,28.0
3127,7.65,2.354,2.6
3128,9.32,3.01,1.88
3129,23.1,5.14,0.935
3130,25.0,5.38,0.882
3131,9.48,3.04,1.85
3132,6.53,2.44,2.47
3133,3.5,1.69,3.98
3134,34.8,6.54,0.684
3135,6.8,2.5,2.39
3136,7.7,2.69,2.17
3138,8.96,2.94,1.94
3139,20.8,4.83,1.01
3140,7.75,2.7,2.16
3141,20.1,4.73,1.04
3142,6.35,2.4,2.52
3143,7.27,2.6,2.27
3144,7.56,2.66,2.21
3145,7.27,2.6,2.27
3146,5.39,2.18,2.86
3147,9.64,3.07,1.83
3148,7.13,2.57,2.31
3149,8.25,2.8,2.07
3150,6.8,2.5,2.39
3151,3.29,1.63,4.17
3152,12.2,3.52,1.54
3153,9.91,3.12,1.79
3154,7.8,2.71,2.15
3155,4.94,2.07,3.06
3156,0.399,0.78,4.62
3157,4.46,1.95,3.31
3158,6.76,2.49,2.41
3159,6.21,2.37,2.56
3160,9.06,2.96,1.92
3161,260.0,13.9,0.532
3162,4.14,1.52,5.7
3163,5.4,2.58,1.64
3164,2.4,1.42,4.4
3165,5.73,2.26,2.73
3166,10.5,3.22,1.73
3167,15.1,4.001,1.3
3168,1.71,1.17,5.87
3169,4.62,1.99,3.22
3170,5.06,2.1,3.0
3171,10.1,3.15,1.78
3172,321.0083,10.16,1.68
3173,8.75,2.9,1.97
3174,4.08,1.85,3.54
3175,7.08,2.56,2.32
3176,6.26,2.38,2.55
3177,4.01,1.83,3.6
3178,20.2,4.75,1.04
3179,18.1,4.45,1.13
3180,7.46,2.64,2.23
3181,4.23,1.89,3.44
3182,5.89,2.296,2.67
3183,3.29,1.63,4.17
3184,5.52,2.21,2.81
3185,8.75,2.9,1.97
3186,10.2,3.18,1.74
3187,120.0,6.11,3.0
3188,2.48,1.38,5.19
3189,53.2,8.4,0.493
3190,13.4,3.73,1.42
3191,5.86,2.29,2.68
3192,1.16,1.05,5.51
3193,4.62,1.99,3.22
3194,5.95,2.31,2.65
3195,9.32,3.01,1.88
3196,5.18,2.13,2.95
3197,5.9,2.3,2.66
3198,11.0,3.32,1.65
3204,3.5,1.69,3.98
3205,10.1,3.16,1.76
3206,7.27,2.6,2.27
3207,2.3,1.32,5.5
3208,7.52,2.653,2.21
3209,11.5,3.41,1.59
3210,6.48,2.43,2.48
3211,3.68,1.74,3.84
3212,6.3,2.39,2.54
3213,5.86,2.29,2.68
3214,8.45,2.84,2.03
3215,3.36,1.65,4.11
3216,10.9,3.3,1.67
3217,16.3,4.19,1.22
3218,5.27,2.15,2.91
3219,11.2,3.35,1.64
3220,12.9,3.64,1.47
3221,8.05,2.76,2.1
3222,0.59,0.87,4.92
3223,11.0,3.31,1.67
3224,0.566,0.86,4.89
3225,2.67,1.44,4.91
3226,7.22,2.59,2.28
3227,2.3,1.32,5.5
3228,34.5,6.5,0.69
3229,7.51,2.65,2.22
3230,5.02,2.09,3.02
3231,4.27,1.9,3.42
3232,8.75,2.9,1.97
3233,4.16,1.99,2.91
3234,3.85,1.9,3.06
3235,4.19,1.71,4.62
3236,212.31044,14.617,0.4
3237,8.45,2.84,2.03
3238,9.4,3.024,1.87
3239,2.86,1.5,4.66
3240,6.21,2.37,2.56
3241,11.8,3.46,1.57
3242,3.3,1.009,17.7
3243,17.4,3.708,1.88
3244,5.39,2.18,2.86
3245,8.6,2.87,2.0
3246,6.3,2.39,2.54
3247,11.4,3.39,1.61
3248,15.2,4.02,1.29
3249,4.58,1.98,3.24
3250,1.37,1.1,5.66
3251,1.45,1.117,5.71
3252,5.77,2.27,2.71
3253,7.41,2.63,2.24
3254,5.6,2.23,2.77
3255,8.2,2.79,2.07
3256,8.4,2.83,2.04
3257,16.5,4.21,1.22
3258,5.82,2.28,2.7
3259,13.1,3.68,1.44
3260,7.41,2.63,2.24
3261,7.13,2.57,2.31
3262,8.96,2.94,1.94
3265,4.66,2.0,3.2
3266,4.66,2.0,3.2
3267,7.04,2.55,2.33
3268,10.7,3.27,1.68
3269,6.3,2.39,2.54
3270,6.3,2.39,2.54
3271,8.2,2.79,2.07
3272,7.18,2.58,2.3
3273,7.46,2.64,2.23
3274,6.57,2.45,2.45
3277,10.1,3.16,1.76
3278,5.73,2.26,2.73
3279,5.69,2.25,2.74
3280,5.27,2.15,2.91
3281,12.9,3.64,1.47
3282,19.4,4.63,1.07
3283,9.75,3.09,1.82
3284,23.7,5.21,0.921
3285,7.65,2.68,2.18
3286,38.7,6.96,0.631
3287,3.61,1.72,3.9
3288,1784.0,12.8,4.67
3289,181.0,9.8,1.06
3290,22.1,6.51,0.442
3291,12.7,3.61,1.48
3292,6.21,2.37,2.56
3293,7.61,2.67,2.2
3294,5.65,2.24,2.76
3295,8.4,2.83,2.04
3296,17.0,4.29,1.18
3298,19.4,4.63,1.07
3299,14.8,3.95,1.32
3300,7.9,2.73,2.13
3301,17.9,4.42,1.14
3302,3.15,1.59,4.31
3303,3.02,1.55,4.46
3304,3.15,1.59,4.31
3305,69.8,2.21,35.5
3306,43.0,2.43,16.5
3307,8.91,2.93,1.95
3308,11.0,2.57,1.9
3310,15.1,4.0,1.3
3311,39.1,7.0,0.626
3312,7.7,2.69,2.17
3313,5.14,2.12,2.96
3314,6.8,2.5,2.39
3315,3.09,1.57,4.39
3316,11.2,3.36,1.62
3317,7.8,2.71,2.15
3318,2.96,1.53,4.54
3319,19.8,1.23,58.5
3320,21.5,2.1,12.8
3321,762.792,13.3,1.78
3322,308.2951,8.373,2.9
3323,10.6,2.215,5.4
3324,2.57,1.41,5.04
3325,9.8,3.1,1.81
3326,6.17,2.36,2.58
3327,2.02,1.227,6.01
3328,5.65,2.24,2.76
3329,11.4,3.38,1.62
3330,7.13,2.57,2.31
3331,8.15,2.78,2.08
3332,9.32,3.01,1.88
3333,5.14,2.12,2.96
3336,8.22,2.795,2.07
3337,4.66,2.0,3.2
3338,4.12,1.86,3.52
3339,4.98,2.08,3.04
3340,8.45,2.84,2.03
3341,4.62,1.99,3.22
3342,7.41,2.63,2.24
3343,0.84,0.96,5.22
3344,4.31,1.91,3.4
3345,4.5,1.96,3.28
3346,38.2,6.91,0.636
3347,10.2,3.18,1.74
3348,1.24,1.07,5.56
3349,3.39,1.66,4.07
3350,4.46,1.95,3.31
3353,5.06,2.1,3.0
3354,5.1,2.11,2.98
3355,7.61,2.67,2.2
3356,27.9,5.74,0.811
3357,2.73,1.46,4.82
3358,3.61,1.72,3.9
3359,5.48,2.2,2.83
3360,7.7,2.69,2.17
3361,16.5,4.21,1.22
3362,33.1,6.35,0.71
3363,6.66,2.47,2.43
3364,7.6,9.7,0.046
3365,4.0,9.0,0.03
3366,2.1,7.1,0.03
3367,6.76,2.49,2.41
3368,3.33,1.64,4.15
3369,2.24,1.3,5.6
3370,7.9,2.73,2.13
3371,7.27,2.6,2.27
3372,3.15,1.59,4.31
3373,20.4,4.77,1.03
3374,3.47,1.681,4.01
3375,17.1,4.3,1.18
3376,7.18,2.58,2.3
3379,670.93913,15.984,0.4
3380,5.35,2.17,2.88
3381,9.43,3.03,1.86
3382,30.4,6.04,0.758
3383,5.99,2.32,2.64
3384,1.98,1.219,6.0
3385,23.8,5.23,0.914
3386,40.4,7.14,0.61
3387,37500.0,15.13,59.5
3388,59.0,8.92,0.457
3390,3.05,1.56,4.41
3391,3.19,1.6,4.28
3392,5.9,2.55,1.3
3393,8.0,2.72,3.4
3394,46.1,7.72,0.551
3395,39400.0,15.79,55.0
3396,8.12,2.775,2.09
3397,7.65,2.68,2.18
3399,35500.0,14.41,65.2
3400,5.82,2.28,2.7
3401,10.4,3.21,1.73
3402,6.17,2.36,2.58
3403,6.8,2.5,2.39
3404,8.15,2.78,2.08
3405,657.0,13.4,1.5
3406,7.93,2.04,5.08
3407,14.61,2.71,4.01
3408,3.94,1.88,3.23
3409,5.14,2.12,2.96
3410,7.8,2.71,2.15
3411,4.94,2.07,3.06
3412,9.69,3.08,1.82
3413,6.76,2.49,2.41
3414,9.59,3.06,1.84
3415,15.6,4.08,1.26
3416,10.5,3.22,1.73
3417,37000.0,14.96,60.7
3418,35600.0,14.44,65.0
3419,19.02,7.04,0.3
3420,3.17,4.65,0.17
3421,2.07,3.05,0.4
3423,5.69,2.25,2.74
3424,2.1,1.25,5.91
3425,8.5,2.85,2.02
3426,9.01,2.95,1.93
3427,10.9,3.3,1.67
3428,9.53,3.05,1.85
3429,6.0,4.0,0.4
3430,53.9,3.0,9.3
3431,7.18,2.58,2.3
3432,26.1,5.52,0.853
3433,3.33,1.64,4.15
3434,119.499,13.5,0.267
3435,1907.0,9.057,14.0
3436,16.4,4.2,1.22
3437,9.19,2.985,1.9
3438,1417.5218,12.9,3.63
3439,6.05338,2.354,2.76
3441,3.29,1.63,4.17
3442,559.378,13.5,1.25
3443,511.70374,13.5,1.14
3444,17.6,0.837,165.0
3445,12.5,2.62,3.82
3446,19.4,6.14,0.461
3447,160.497,10.76,0.8
3448,8.07,2.764,2.1
3449,4.88,2.056,3.09
3450,6992.26,12.0,22.2
3451,435.41,18.49,0.4
3452,2.39,1.35,5.34
3453,1.41,1.11,5.67
3454,2.86,1.5,4.66
3455,2.1,1.25,5.91
3456,6.85,2.51,2.38
3457,3.12,1.58,4.35
3458,0.332,0.741,4.48
3459,0.1,0.546,4.8
3460,0.2,0.53,7.9
3461,0.0793,0.497,3.55
3462,0.0374,0.403,3.14
3463,6.04,2.33,2.62
3464,2.36,1.34,5.39
3465,3.33,1.64,4.15
3466,4.12,1.86,3.52
3467,317.82,12.22,0.93
3468,5.65,2.24,2.76
3469,1.46,1.12,5.71
3470,5.22,2.14,2.93
3471,6.04,2.33,2.62
3472,7.9,2.73,2.13
3473,266.97,22.31,0.131
3474,908.96,12.67,2.4
3475,896.24,16.25,1.13
3476,772.3269,13.3,1.8
3477,1719.4603,12.834,4.46
3478,1.41,1.11,5.67
3479,0.229,0.668,4.22
3480,0.37,0.764,4.56
3481,3.71,1.75,3.8
3482,10.6,3.25,1.7
3483,1026.5909,13.664,5.0
3484,403.63,12.11,1.02
3485,92.17,13.79,0.16
3486,108.06,12.22,0.26
3487,79.45,10.962,0.27
3488,2215.18,12.7,5.94
3489,327.35,9.98,1.94
3490,189.101,13.361,0.459
3491,136.66,12.89,0.38
3492,16.1,4.16,1.23
3493,0.13,0.57,3.86
3494,0.315,0.73,4.45
3495,0.399,0.78,4.62
3496,2320.1,12.6,6.37
3497,794.5,10.8,3.5
3498,23.7,5.221,0.915
3500,7.7,2.69,2.17
3501,11.0,2.31,4.9
3502,6.57,2.45,2.45
3503,58.2,2.48,21.0
3504,4.7,2.01,3.18
3505,119.9,1.21,372.0
3506,29.9,3.01,6.02
3507,3.5,1.71,3.85
3508,67.0,4.347,3.2
3509,299.07803,15.031,0.52
3510,10.8,3.28,1.68
3511,15.2,3.319,2.3
3512,26.4,4.421,1.7
3513,25.6,2.401,10.3
3514,8.44,2.838,2.03
3515,177.98,14.46,0.33
3518,4000.0,12.3,11.8
3520,2.71,0.85,24.39
3521,6.35,1.43,11.82
3522,19.6,4.66,1.06
3523,4.98,2.08,3.04
3524,3.61,1.72,3.9
3525,2.15,1.27,5.77
3526,2.6,1.42,4.99
3527,3.71,1.75,3.8
3528,2.1,1.25,5.91
3529,2.73,1.46,4.82
3530,2.48,1.38,5.19
3531,3.05,1.56,4.41
3532,1.98,1.22,5.99
3533,5.77,2.27,2.71
3534,5.27,2.15,2.91
3535,3.57,1.71,3.92
3536,2.83,1.49,4.7
3537,3.36,1.65,4.11
3538,699.2,13.11,1.68
3539,24.472,4.002,1.91
3540,4.23,1.89,3.44
3541,2.63,1.43,4.94
3542,0.84,0.96,5.22
3543,0.615,0.88,4.96
3544,1.01,1.01,5.39
3545,0.749,0.93,5.12
3546,31.6,6.18,0.736
3547,6.62,2.46,2.44
3548,17.9,5.3,0.661
3549,75.5,3.5,9.68
3550,2.3,1.32,5.5
3551,1.08,1.03,5.43
3552,2.86,1.501,4.65
3553,3.39,1.66,4.07
3554,3.19,1.6,4.28
3555,2.33,1.33,5.44
3556,2.21,1.29,5.66
3557,1.37,1.1,5.66
3558,0.972,1.0,5.34
3559,12.3,3.54,1.52
3560,10.3,3.2,1.73
3561,0.418,0.79,4.66
3562,0.477,0.82,4.75
3563,6388.1,13.9,13.0
3564,2.73,1.46,4.82
3565,2.89,1.51,4.61
3566,0.566,0.86,4.89
3567,0.457,0.81,4.73
3568,0.64,0.89,4.99
3569,1.08,1.03,5.43
3570,3.12,1.58,4.35
3571,2.51,1.39,5.14
3572,7.36,2.619,2.25
3573,13.2,3.04,2.58
3574,12.8,2.73,3.46
3575,1.51,1.13,5.75
3576,1.46,1.12,5.71
3577,2.07,1.24,5.97
3578,2.3,1.32,5.5
3579,3.15,1.59,4.31
3580,2.3,1.32,5.5
3581,1.23,1.067,5.57
3582,1.46,1.12,5.71
3583,0.937,0.99,5.31
3584,2.15,1.27,5.77
3585,1.81,1.19,5.9
3587,5.86,2.29,2.68
3588,3.39,1.66,4.07
3589,0.271,0.7,4.34
3590,0.347,0.75,4.52
3591,4.9,2.06,3.08
3592,2.51,1.39,5.14
3593,3.86,1.79,3.7
3594,1.24,1.07,5.56
3595,7.51,2.65,2.22
3596,2.7,1.45,4.87
3597,2.27,1.31,5.55
3598,1.37,1.1,5.66
3599,1.08,1.03,5.43
3600,2.07,1.24,5.97
3601,2.42,1.36,5.29
3602,3.5,1.69,3.98
3603,5.02,2.09,3.02
3604,2.42,1.36,5.29
3605,3.82,1.78,3.72
3606,4.23,1.89,3.44
3607,4.31,1.91,3.4
3608,3.15,1.59,4.31
3609,0.0275,0.37,2.98
3612,3.1783,0.296,671.0
3613,2.57,1.41,5.04
3614,1.51,1.13,5.75
3615,14.3,3.88,1.35
3616,10.7,3.26,1.7
3617,1.87,1.2,5.95
3618,2.24,1.3,5.6
3619,3.86,1.79,3.7
3620,2.73,1.46,4.82
3621,3.33,1.64,4.15
3622,4.82,2.04,3.12
3623,5.27,2.15,2.91
3624,3.02,1.55,4.46
3625,4.86,2.05,3.1
3626,66.4,1.69,75.6
3627,1.65,1.16,5.81
3628,2.7,1.45,4.87
3629,0.615,0.88,4.96
3630,6.9,2.52,2.37
3631,2.7,1.45,4.87
3632,5.06,2.1,3.0
3633,3.36,1.65,4.11
3634,7.13,3.679,0.787
3635,3.83,1.498,6.26
3636,2.7,4.01,0.1
3637,2.9,4.3,0.1
3638,12.2,3.53,1.52
3639,8.5,2.85,2.02
3640,7.85,2.72,2.14
3641,11.6,3.43,1.58
3642,7.61,2.67,2.2
3643,4.04,1.84,3.56
3644,3.93,1.81,3.64
3645,3.09,1.57,4.39
3646,7.8,2.71,2.15
3647,2.73,1.46,4.82
3648,2.07,1.24,5.97
3649,2.27,1.31,5.55
3650,4.04,1.84,3.56
3651,2.48,1.38,5.19
3652,0.64,0.89,4.99
3653,0.449,0.806,4.71
3654,2.07,1.24,5.97
3655,0.566,0.86,4.89
3656,7.85,2.72,2.14
3657,11.1,3.19,1.88
3658,4.8,3.06,0.921
3659,14.9,2.8,3.73
3660,6.1,3.1,1.13
3661,4.08,1.85,3.54
3662,40.363,8.16,0.41
3663,4.5,1.96,3.28
3664,94.5,1.9,75.7
3665,2.33,1.33,5.44
3666,2.92,1.52,4.57
3667,3.71,1.75,3.8
3668,4.54,1.97,3.26
3669,9.64,3.07,1.83
3670,7.56,2.66,2.21
3671,2.2,1.2,4.8
3672,0.5,0.74,5.2
3673,9.01,2.95,1.93
3674,7.32,2.61,2.26
3675,4.74,2.02,3.16
3676,6.39,2.41,2.51
3677,0.615,0.88,4.96
3678,6.76,2.49,2.41
3679,4.5,1.96,3.28
3680,5.69,2.25,2.74
3681,4.62,1.99,3.22
3682,4.08,1.85,3.54
3683,3.53,1.7,3.95
3684,1.76,1.18,5.89
3685,11.3,3.37,1.62
3686,6.94,2.53,2.35
3687,69.92,8.564,0.613
3688,14.7,1.17,50.4
3689,7.3,1.15,26.4
3690,2.6,1.42,4.99
3691,8.5,1.56,12.3
3692,9.27,3.0,1.89
3693,6.08,2.34,2.61
3694,30.6,2.44,11.6
3695,4.86,2.05,3.1
3696,2.99,1.54,4.5
3697,6.21,2.37,2.56
3698,5.06,2.1,3.0
3699,1.04,1.02,5.39
3700,9.64,3.07,1.83
3701,11.4,3.39,1.61
3702,2.57,1.41,5.04
3703,2.63,1.43,4.94
3704,1.46,1.12,5.71
3705,1.41,1.11,5.67
3706,28.2,1.32,67.4
3707,1.76,1.18,5.89
3708,1.32,1.09,5.6
3709,1.71,1.17,5.87
3710,3.33,1.64,4.15
3711,4.04,1.84,3.56
3712,3.97,1.82,3.62
3713,4.46,1.95,3.31
3714,2.39,1.35,5.34
3715,9.6,4.46,0.9
3716,5.57,4.02,0.8
3717,3.91,5.35,0.25
3718,0.39,3.2,0.13
3719,3.68,1.74,3.84
3720,4.38,1.93,3.35
3721,2.54,1.4,5.09
3722,39.4,5.4,1.37
3723,28.5,2.3,12.9
3724,3.64,1.73,3.86
3725,20.3,1.03,102.0
3726,1.41,1.11,5.67
3727,6.9,1.21,21.4
3728,17.4,1.4,34.8
3729,44.6,1.52,69.8
3730,8.2,2.79,2.07
3731,6.99,2.54,2.34
3732,8.8,2.91,1.96
3733,4.81,2.039,3.12
3734,10.1,3.15,1.78
3735,1.55,1.14,5.75
3736,79.7,1.63,101.0
3737,684.4,1.43,1290.0
3738,3.43,1.67,4.05
3739,1.01,1.01,5.39
3740,5.99,2.32,2.64
3741,3.78,1.77,3.75
3742,2.45,1.37,5.24
3743,1.55,1.14,5.75
3744,0.477,0.82,4.75
3745,2.86,1.5,4.66
3746,7.75,2.7,2.16
3749,5.86,2.29,2.68
3750,7.41,2.63,2.24
3751,3.29,1.63,4.17
3752,13.1,3.68,1.44
3753,19.9,4.71,1.05
3754,3.61,1.72,3.9
3755,109.8,2.09,66.1
3756,1.65,1.16,5.81
3757,1.2,1.06,5.54
3758,16.1,4.15,1.24
3759,13.7,3.77,1.4
3760,8.75,2.9,1.97
3761,0.498,0.83,4.79
3762,7.13,2.57,2.31
3763,6.94,2.53,2.35
3764,10.1,3.15,1.78
3765,2.21,1.29,5.66
3766,2.63,1.43,4.94
3767,3.53,1.7,3.95
3768,7.0,2.47,3.3
3769,11.4,3.38,1.62
3770,1.81,1.19,5.9
3773,25.9,5.5,0.855
3774,6.85,2.51,2.38
3775,3.05,1.56,4.41
3776,5.31,2.16,2.9
3777,5.14,2.12,2.96
3778,3.64,2.2,1.74
3779,7.44,2.43,2.62
3780,5.77,2.27,2.71
3781,6.66,2.47,2.43
