,stellar_age_[gyr],stellar_effective_temperature_[k],stellar_mass_[solar_mass]
3692,4.79,5923.0,1.2
3693,4.79,5923.0,1.2
3694,4.79,5923.0,1.2
3695,8.2,5684.0,1.05
3696,8.2,5684.0,1.05
3697,4.9,5867.0,1.09
3698,4.9,5867.0,1.09
3699,4.9,5867.0,1.09
3700,4.37,5877.0,1.02
3701,4.37,5877.0,1.03
3702,1.6,5828.0,1.07
3703,1.6,5828.0,1.07
3704,1.6,5828.0,1.07
3705,3.24,4259.0,0.6
3706,3.24,4259.0,0.6
3707,2.82,4955.0,0.8
3708,2.82,4955.0,0.8
3709,2.82,4955.0,0.8
3710,1.2,4347.0,0.65
3711,1.2,4347.0,0.65
3712,1.2,4347.0,0.65
3713,0.7,5117.0,0.79
3714,0.7,5117.0,0.79
3715,4.27,5904.0,1.29
3716,4.27,5904.0,1.29
3717,4.27,5904.0,1.29
3718,4.27,5904.0,1.29
3719,4.27,5904.0,1.29
3720,3.47,4257.0,0.6
3721,3.47,4257.0,0.6
3722,2.57,6064.0,1.15
3723,2.57,6064.0,1.15
3724,3.02,3799.0,0.59
3725,3.02,3799.0,0.59
3726,3.02,3799.0,0.59
3727,14.0,5105.0,0.85
3728,14.0,5105.0,0.85
3729,14.0,5105.0,0.85
3730,8.2,5752.0,0.92
3731,8.2,5752.0,0.92
3732,8.2,5752.0,0.92
3733,0.8,5191.0,0.84
3734,0.8,5194.0,0.87
3735,0.8,5194.0,0.87
3736,3.96,5987.0,1.09
3737,3.96,5987.0,1.09
3738,14.0,5388.0,0.92
3739,14.0,5388.0,0.92
3740,2.09,5740.0,1.03
3741,2.09,5740.0,1.03
3742,2.14,6435.0,1.33
3743,2.14,6435.0,1.33
3744,2.69,3900.0,0.58
3745,2.69,3900.0,0.58
3746,2.69,3900.0,0.58
3747,2.69,3900.0,0.58
3748,2.69,3900.0,0.58
3749,3.55,5526.0,0.96
3750,3.55,5526.0,0.96
3751,3.55,5526.0,0.96
3752,1.62,5746.0,1.02
3753,1.62,5746.0,1.02
3754,3.72,5497.0,0.86
3755,3.72,5497.0,0.86
3756,3.31,4204.0,0.59
3757,3.31,4204.0,0.59
3758,4.9,5796.0,0.98
3759,4.9,5796.0,0.98
3760,2.4,5378.0,1.02
3761,2.4,5378.0,1.02
3762,6.61,5727.0,1.08
3763,6.61,5727.0,1.08
3764,1.48,6115.0,1.23
3765,1.48,6115.0,1.2
3766,1.95,5905.0,1.08
3767,1.95,5905.0,1.08
3768,1.9,5797.0,0.91
3769,1.9,5797.0,0.91
3770,1.9,5797.0,0.91
3771,0.28,6340.0,1.21
3772,0.28,6340.0,1.21
3773,0.28,6340.0,1.21
3774,3.02,4713.0,0.67
3775,3.02,4713.0,0.67
3776,0.5,5895.0,0.92
3777,0.5,5895.0,0.92
3778,13.5,5367.0,0.91
3779,13.5,5367.0,0.91
3780,2.63,4954.0,0.81
3781,2.63,4954.0,0.81
3782,2.63,4954.0,0.81
3783,2.63,4954.0,0.81
3784,4.37,4974.0,0.82
3785,4.37,5100.0,0.85
3786,4.37,5117.0,0.76
3787,4.37,5117.0,0.76
3788,2.09,4817.0,0.8
3789,2.09,4731.0,0.8
3790,2.09,4731.0,0.8
3791,2.09,4731.0,0.8
3792,3.31,3944.0,0.57
3793,3.31,3944.0,0.57
3794,0.5,5740.0,1.02
3795,0.5,5740.0,1.02
3796,4.17,5815.0,0.98
3797,4.17,5815.0,0.98
3798,4.17,5815.0,0.98
3799,3.63,5986.0,1.07
3800,3.63,5986.0,1.07
3801,2.0,5498.0,0.99
3802,2.0,5498.0,0.99
3803,2.0,5498.0,0.99
3804,0.4,5617.0,0.95
3805,0.4,5617.0,0.95
3806,0.4,5617.0,0.95
3807,0.4,5617.0,0.95
3808,2.4,4465.0,0.66
3809,2.4,4465.0,0.66
3810,2.4,4465.0,0.66
3811,1.9,5619.0,0.98
3812,1.9,5619.0,0.98
3813,4.2,3740.0,0.5
3814,4.2,3740.0,0.5
3815,13.9,3740.0,0.5
3816,13.9,3740.0,0.5
3817,13.9,3740.0,0.5
3818,8.8,5603.0,0.89
3819,8.8,5603.0,0.89
3820,8.8,5603.0,0.89
3821,0.6,5913.0,0.95
3822,0.6,5913.0,0.95
3823,0.5,5804.0,0.94
3824,0.5,5804.0,0.94
3825,5.13,5299.0,0.85
3826,5.13,5299.0,0.85
3827,5.13,5299.0,0.85
3828,5.13,5299.0,0.85
3829,5.13,5299.0,0.85
3830,0.3,6002.0,0.9
3831,0.3,6002.0,0.9
3832,1.1,5147.0,0.8
3833,1.1,5147.0,0.8
3834,0.3,5378.0,0.76
3835,0.3,5378.0,0.76
3836,0.65,5990.0,1.08
3837,0.65,5990.0,1.08
3838,0.65,5990.0,1.08
3839,3.72,5918.0,1.03
3840,3.72,5918.0,1.03
3841,3.72,5918.0,1.03
3842,7.6,5806.0,0.97
3843,7.6,5806.0,0.97
3844,2.75,5580.0,0.96
3845,2.75,5580.0,0.96
3846,2.75,5580.0,0.96
3847,2.75,5580.0,0.96
3848,0.6,5411.0,0.82
3849,0.6,5411.0,0.82
3850,0.5,5615.0,0.92
3851,0.5,5615.0,0.92
3852,3.09,4351.0,0.6
3853,3.09,4351.0,0.6
3854,0.4,5699.0,0.97
3855,0.4,5699.0,0.97
3856,0.4,5602.0,0.79
3857,0.4,5602.0,0.79
3858,0.6,5717.0,0.98
3859,0.6,5723.0,0.95
3860,0.6,5723.0,0.95
3861,4.27,5744.0,0.96
3862,4.27,5744.0,0.96
3863,2.24,4590.0,0.75
3864,2.24,4590.0,0.75
3865,0.22,6689.45,1.1
3866,0.22,6689.45,1.1
3867,0.22,6363.0,1.16
3868,7.76,4991.0,1.08
3869,7.76,4991.0,1.08
3870,5.0,5946.0,1.12
3871,5.0,5946.0,1.12
3872,0.4,5779.0,1.1
3873,0.4,5779.0,1.1
3874,0.4,6105.0,1.04
3875,0.31,6165.0,1.16
3876,0.31,6165.0,1.16
3877,0.31,6165.0,1.16
3878,3.63,6023.0,1.08
3879,3.63,6023.0,1.08
3880,5.1,5626.0,0.94
3881,5.1,5626.0,0.94
3882,4.9,5297.0,0.86
3883,4.9,5297.0,0.86
3884,4.9,5297.0,0.86
3885,4.57,5555.0,0.9
3886,4.57,5555.0,0.9
3887,4.57,5555.0,0.9
3888,2.73,6067.0,1.17
3889,2.73,6067.0,1.17
3890,1.9,5251.0,0.93
3891,1.62,5400.0,0.65
3892,1.62,5400.0,0.65
3893,4.57,5847.0,0.92
3894,4.57,5847.0,0.92
3895,1.71,6081.0,1.13
3896,1.71,6081.0,1.13
3897,3.31,4258.0,0.54
3898,3.31,4258.0,0.54
3899,3.31,4258.0,0.54
3900,4.79,5885.0,0.95
3901,4.79,5885.0,0.95
3902,0.28,5835.0,0.98
3903,0.28,5835.0,0.98
3904,0.28,5835.0,0.98
3905,0.28,5835.0,0.98
3906,2.57,6158.0,1.46
3907,2.57,6158.0,1.46
3908,7.9,5265.0,0.8
3909,7.9,5265.0,0.8
3910,3.55,5841.0,0.99
3911,3.55,5841.0,0.99
3912,3.98,5098.0,0.88
3913,3.98,5098.0,0.88
3914,4.47,5250.0,0.92
3915,4.47,5250.0,0.92
3916,2.95,4486.0,0.62
3917,2.95,4486.0,0.62
3918,2.95,3914.0,0.54
3919,2.95,3914.0,0.54
3920,0.4,5938.0,0.93
3921,0.4,5938.0,0.93
3922,13.7,4942.0,0.82
3923,13.7,4942.0,0.82
3924,14.0,5180.0,0.85
3925,14.0,5180.0,0.85
3926,14.0,5180.0,0.85
3927,9.55,5551.0,0.97
3928,9.55,5551.0,0.97
3929,9.55,5551.0,0.97
3930,9.55,5551.0,0.97
3931,4.37,5431.0,0.9
3932,2.4,5573.0,0.87
3933,2.4,5573.0,0.87
3934,0.3,5957.0,0.93
3935,0.3,5957.0,0.93
3936,0.3,5957.0,0.93
3937,0.7,5208.0,0.85
3938,0.7,5208.0,0.85
3939,0.7,5208.0,0.85
3940,13.9,4208.0,0.61
3941,13.9,4208.0,0.61
3942,3.63,5526.0,0.95
3943,3.63,5526.0,0.95
3944,3.63,5526.0,0.95
3945,3.63,5526.0,0.95
3946,13.2,5160.0,0.83
3947,13.2,5160.0,0.83
3948,13.2,5160.0,0.83
3949,11.0,6270.0,1.17
3950,2.75,6354.0,1.17
3951,4.65,6103.0,1.17
3952,3.09,3568.0,0.51
3953,3.09,3568.0,0.51
3954,3.09,3568.0,0.51
3955,2.34,5190.0,0.9
3956,2.34,5190.0,0.9
3957,0.8,5100.0,0.84
3958,0.8,5100.0,0.84
3959,0.8,5100.0,0.84
3960,12.6,5206.0,0.79
3961,12.6,5206.0,0.79
3962,3.63,5174.0,0.86
3963,3.63,5100.0,0.86
3964,3.63,5100.0,0.86
3965,3.63,5100.0,0.86
3966,0.5,5554.0,0.96
3967,0.5,5554.0,0.96
3968,0.5,5554.0,0.96
3969,3.5,5228.0,0.83
3970,3.5,5228.0,0.83
3971,14.0,5020.0,0.81
3972,14.0,5020.0,0.81
3973,13.9,4699.0,0.67
3974,13.9,4699.0,0.67
3975,0.9,4985.0,0.75
3976,0.9,4985.0,0.75
3977,5.2,5897.0,0.98
3978,5.2,5897.0,0.98
3979,7.7,5800.0,1.03
3980,7.7,5800.0,1.03
3981,3.31,4914.0,0.76
3982,3.31,4914.0,0.76
3983,6.76,5732.0,1.06
3984,6.76,5732.0,1.06
3985,6.76,5751.0,1.06
3986,6.76,5751.0,1.06
3987,6.76,5751.0,1.06
3988,13.8,4861.0,0.7
3989,13.8,4861.0,0.7
3990,3.16,3750.0,0.6
3991,3.16,3750.0,0.6
3992,6.0,4255.0,0.58
3993,6.0,4255.0,0.58
3994,6.0,4255.0,0.58
3995,6.0,4255.0,0.58
3996,3.47,6224.0,1.11
3997,3.47,6224.0,1.11
3998,0.6,5360.0,0.85
3999,0.6,5360.0,0.85
4000,1.4,5847.0,0.97
4001,1.4,5847.0,0.97
4002,3.47,3767.0,0.58
4003,3.47,3767.0,0.58
4004,1.8,5588.0,0.84
4005,1.8,5588.0,0.84
4006,6.61,5828.0,1.1
4007,6.0,5760.0,1.11
4008,14.0,5330.0,0.87
4009,3.47,5851.0,1.01
4010,3.8,5862.0,0.99
4011,2.95,6166.0,1.13
4012,2.95,6166.0,1.13
4013,3.09,6112.0,1.14
4014,4.47,5658.0,0.94
4015,3.8,4306.0,0.66
4016,4.9,5211.0,0.82
4017,3.98,5794.0,0.99
4018,3.63,5837.0,1.01
4019,8.5,5663.0,0.96
4020,8.5,5663.0,0.96
4021,8.5,5663.0,0.96
4022,8.5,5663.0,0.96
4023,8.5,5663.0,0.96
4024,8.5,5663.0,0.96
4025,4.47,5960.0,1.07
4026,4.47,5960.0,1.07
4027,2.69,6247.0,1.21
4028,4.27,5614.0,0.94
4029,4.37,5724.0,0.96
4030,3.31,6092.0,1.11
4031,2.04,6417.0,1.3
4032,8.71,4299.0,0.71
4033,3.09,6104.0,1.11
4034,4.47,5268.0,0.86
4035,4.17,5406.0,0.88
4036,3.8,5893.0,1.05
4037,2.3,5952.0,1.17
4038,2.3,5952.0,1.17
4039,4.79,4781.0,0.73
4040,3.16,6077.0,1.1
4041,2.09,6496.0,1.34
4042,3.55,5931.0,1.12
4043,4.27,5374.0,0.87
4044,1.12,8480.0,1.6
4045,4.9,5641.0,0.95
4046,4.27,5612.0,0.95
4047,4.07,5688.0,0.96
4048,3.09,6083.0,1.11
4049,9.4,5544.0,0.78
4050,9.4,5544.0,0.78
4051,4.68,4904.0,0.78
4052,3.02,6231.0,1.29
4053,4.68,5544.0,0.92
4054,5.13,5500.0,0.93
4055,3.39,3658.0,0.35
4056,4.17,5683.0,0.95
4057,5.5,5798.0,0.92
4058,4.37,5664.0,0.97
4059,4.57,5543.0,0.94
4060,4.07,5831.0,1.0
4061,4.07,5831.0,1.0
4062,6.89,4725.0,0.75
4063,6.89,4725.0,0.75
4064,1.58,5403.0,0.9
4065,13.8,5450.0,0.94
4066,13.8,5450.0,0.94
4067,4.17,5851.0,1.03
4068,4.57,5298.0,0.87
4069,4.07,5569.0,0.93
4070,4.9,5281.0,0.84
4071,4.47,5656.0,0.96
4072,3.24,4512.0,0.72
4073,1.58,6807.0,1.5
4074,4.37,5582.0,0.95
4075,4.47,5550.0,0.94
4076,2.69,4605.0,0.77
4077,2.69,4660.0,0.56
4078,2.69,4660.0,0.56
4079,5.01,4850.0,0.76
4080,6.17,5791.0,1.01
4081,5.37,5685.0,0.97
4082,4.79,5053.0,0.81
4083,4.79,5053.0,0.81
4084,3.98,5753.0,0.98
4085,4.79,5064.0,0.79
4086,4.9,4692.0,0.74
4087,3.8,5941.0,1.09
4088,4.57,5054.0,0.81
4089,3.98,5833.0,1.02
4090,5.5,5979.0,1.07
4091,5.5,5979.0,1.07
4092,4.68,4754.0,0.76
4093,4.37,5470.0,0.88
4094,3.47,3964.0,0.55
4095,4.57,5470.0,0.91
4096,2.29,6327.0,1.26
4097,2.29,6327.0,1.26
4098,3.72,5842.0,1.03
4099,4.47,5778.0,1.0
4100,3.39,4679.0,0.76
4101,2.88,6203.0,1.41
4102,2.75,6217.0,1.19
4103,0.34,6142.0,1.21
4104,0.34,6142.0,1.21
4105,4.57,5519.0,0.92
4106,3.39,4253.0,0.59
4107,4.37,5390.0,0.89
4108,2.88,6302.0,1.22
4109,3.63,5183.0,0.85
4110,3.24,6080.0,1.13
4111,0.3,6249.0,1.13
4112,4.9,5446.0,0.9
4113,4.27,4971.0,0.79
4114,4.27,5157.0,0.87
4115,1.38,6191.0,1.24
4116,5.3,6150.0,1.13
4117,5.3,6150.0,1.13
4118,4.9,5069.0,0.8
4119,1.35,7044.0,1.58
4120,4.37,5558.0,0.92
4121,4.79,5252.0,0.86
4122,3.55,5936.0,1.04
4123,4.17,5453.0,0.9
4124,3.8,5844.0,1.01
4125,4.47,5712.0,0.98
4126,4.68,4990.0,0.8
4127,4.9,5212.0,0.84
4128,13.9,5274.0,0.81
4129,13.9,5274.0,0.81
4130,3.09,6077.0,1.09
4131,3.24,6176.0,1.17
4132,3.39,5924.0,1.04
4133,4.27,5765.0,1.0
4134,3.55,5983.0,1.05
4135,1.55,5622.0,0.96
4136,4.47,5635.0,0.95
4137,3.39,5975.0,1.06
4138,4.17,5913.0,1.04
4139,3.39,6012.0,1.11
4140,3.63,5595.0,0.92
4141,3.63,5595.0,0.92
4142,3.98,4730.0,0.76
4143,4.57,5308.0,0.85
4144,4.47,5438.0,0.86
4145,5.01,5908.0,1.08
4146,4.79,5590.0,0.94
4147,4.47,4965.0,0.74
4148,3.98,5756.0,0.98
4149,2.69,4708.0,0.78
4150,4.68,5517.0,0.93
4151,7.76,5889.0,0.94
4152,4.0,5947.0,1.17
4153,3.63,4096.0,0.65
4154,3.63,4096.0,0.65
4155,3.02,4612.0,0.74
4156,2.95,6177.0,1.15
4157,4.17,5834.0,1.03
4158,3.47,4105.0,0.64
4159,4.27,5825.0,1.03
4160,4.9,5226.0,0.84
4161,3.55,4877.0,0.8
4162,3.63,5909.0,1.06
4163,4.47,5001.0,0.8
4164,3.09,6210.0,1.23
4165,0.5,5311.0,0.86
4166,0.5,5311.0,0.86
4167,5.13,5568.0,0.94
4168,4.17,5705.0,0.96
4169,3.24,6051.0,1.1
4170,3.47,6050.0,1.14
4171,4.68,5130.0,0.85
4172,4.79,5616.0,0.95
4173,4.07,5743.0,0.99
4174,3.8,5905.0,1.06
4175,3.8,5986.0,1.06
4176,4.37,5944.0,1.25
4177,3.89,6050.0,1.08
4178,3.89,6050.0,1.08
4179,3.89,6050.0,1.08
4180,3.89,6050.0,1.08
4181,3.89,6102.0,1.03
4182,3.63,5842.0,1.0
4183,4.57,5194.0,0.87
4184,4.37,5239.0,0.84
4185,3.63,4870.0,0.8
4186,2.34,6155.0,1.18
4187,3.02,6140.0,1.13
4188,3.72,5923.0,1.02
4189,4.17,5747.0,0.97
4190,5.13,5063.0,0.78
4191,3.72,3784.0,0.54
4192,0.48,6089.0,1.01
4193,0.48,6089.0,1.01
4194,3.47,5961.0,1.06
4195,4.17,5778.0,1.01
4196,4.79,5471.0,0.92
4197,2.88,6198.0,1.16
4198,4.37,4967.0,0.8
4199,4.57,5541.0,0.93
4200,4.07,5337.0,0.86
4201,4.57,5472.0,0.94
4202,2.14,6386.0,1.3
4203,1.62,6564.0,1.4
4204,1.82,4984.0,0.84
4205,1.82,4984.0,0.84
4206,1.82,4984.0,0.84
4207,4.07,5682.0,0.98
4208,4.68,5261.0,0.84
4209,5.62,4895.0,0.77
4210,4.37,5667.0,0.96
4211,1.7,6680.0,1.46
4212,4.57,5306.0,0.86
4213,4.57,5306.0,0.86
4214,3.89,4611.0,0.73
4215,4.68,5303.0,0.86
4216,1.51,6149.0,1.21
4217,2.82,6202.0,1.19
4218,13.5,3810.0,0.54
4219,13.5,3810.0,0.54
4220,4.57,5717.0,0.99
4221,4.79,5545.0,0.92
4222,3.89,5949.0,1.06
4223,7.08,5850.0,0.97
4224,5.62,4985.0,0.78
4225,5.62,4985.0,0.78
4226,5.62,4985.0,0.78
4227,3.55,6018.0,1.08
4228,3.72,6129.0,1.17
4229,4.37,5502.0,0.9
4230,3.89,5839.0,0.99
4231,5.25,5053.0,0.8
4232,3.39,6239.0,1.18
4233,3.39,6239.0,1.18
4234,3.39,6239.0,1.18
4235,3.8,5961.0,1.06
4236,4.47,5006.0,0.82
4237,4.27,5771.0,0.99
4238,4.9,5213.0,0.84
4239,4.17,5791.0,0.99
4240,5.25,4630.0,0.71
4241,5.13,5044.0,0.8
4242,5.13,4996.0,0.79
4243,3.24,6096.0,1.15
4244,4.27,5904.0,1.06
4245,3.55,5998.0,1.1
4246,2.63,6106.0,1.27
4247,2.63,6106.0,1.27
4248,2.63,6106.0,1.27
4249,4.37,5047.0,1.28
4250,3.63,6143.0,1.13
4251,3.89,5926.0,1.06
4252,4.47,5566.0,0.94
4253,2.88,6179.0,1.45
4254,2.51,6296.0,1.23
4255,3.09,6188.0,1.14
4256,5.01,5578.0,0.94
4257,3.31,6074.0,1.11
4258,2.82,6221.0,1.21
4259,4.07,6136.0,1.09
4260,4.07,6136.0,1.09
4261,2.82,6227.0,1.2
4262,4.37,5353.0,0.87
4263,4.57,5504.0,0.92
4264,2.88,6175.0,1.16
4265,4.47,5123.0,0.84
4266,2.75,6170.0,1.2
4267,4.17,5753.0,1.0
4268,4.07,5715.0,0.96
4269,2.88,6132.0,1.2
4270,2.95,6080.0,1.1
4271,6.43,5770.0,1.18
4272,6.43,5770.0,1.18
4273,6.43,5770.0,1.18
4274,4.07,5660.0,0.95
4275,4.9,5216.0,0.84
4276,4.68,5556.0,0.95
4277,2.82,6241.0,1.18
4278,3.98,5776.0,0.99
4279,4.68,5486.0,0.92
4280,4.17,5359.0,0.87
4281,4.17,5818.0,0.99
4282,2.57,6339.0,1.45
4283,4.37,5609.0,0.94
4284,5.89,5884.0,0.96
4285,5.89,5879.0,1.0
4286,5.89,5884.0,0.96
4287,3.55,6130.0,1.29
4288,4.9,5188.0,0.85
4289,4.68,5236.0,0.86
4290,4.47,5771.0,1.01
4291,4.68,5259.0,0.85
4292,4.37,5701.0,0.97
4293,4.57,5727.0,0.98
4294,4.07,5884.0,1.06
4295,3.72,3468.0,0.35
4296,4.27,5235.0,0.85
4297,3.66,5685.0,1.02
4298,3.66,5685.0,1.02
4299,4.17,5549.0,0.91
4300,7.59,5748.0,1.05
4301,7.59,5748.0,1.05
4302,7.2,5616.0,1.03
4303,2.0,5719.0,0.99
4304,0.4,5721.0,0.98
4305,2.69,5453.0,0.92
4306,6.03,4188.0,0.6
4307,3.47,4861.0,0.8
4308,14.0,4818.0,0.81
4309,5.13,5884.0,1.04
4310,4.79,5144.0,0.83
4311,4.57,4598.0,0.73
4312,5.37,3655.0,0.56
4313,4.37,6003.0,0.98
4314,4.37,6003.0,0.98
4315,4.37,6003.0,0.98
4316,4.37,6023.0,1.03
4317,3.16,4817.0,0.8
4318,4.17,4094.0,0.54
4319,4.17,4094.0,0.54
4320,4.17,3640.0,0.51
4321,4.47,5488.0,0.9
4322,0.4,5704.0,0.9
4323,3.55,6169.0,1.18
4324,2.88,4776.0,0.78
4325,4.79,5550.0,0.93
4326,1.7,6725.0,1.45
4327,4.07,5885.0,1.02
4328,4.57,5780.0,1.0
4329,5.62,4500.0,0.72
4330,9.4,5736.0,1.02
4331,9.4,5736.0,1.02
4332,4.9,5608.0,0.97
4333,4.17,4508.0,0.72
4334,3.24,5581.0,0.95
4335,4.57,5628.0,0.94
4336,4.27,5614.0,0.94
4337,4.9,4903.0,0.77
4338,12.3,5512.0,0.94
4339,12.3,5512.0,0.94
4340,4.27,4523.0,0.7
4341,3.8,5909.0,1.04
4342,5.62,5586.0,0.94
4343,3.55,5983.0,1.06
4344,3.55,5983.0,1.06
4345,2.4,6331.0,1.27
4346,1.82,4662.0,0.79
4347,4.37,5527.0,0.93
4348,3.98,5759.0,0.95
4349,3.63,5981.0,1.09
4350,2.24,6449.0,1.32
4351,3.09,6133.0,1.14
4352,5.62,5193.0,0.82
4353,3.72,5911.0,1.04
4354,2.88,6086.0,1.16
4355,2.62,6090.0,1.25
4356,2.62,6090.0,1.25
4357,4.57,3827.0,0.55
4358,4.57,3827.0,0.55
4359,4.17,4439.0,0.7
4360,3.16,6118.0,1.11
4361,4.68,4776.0,0.76
4362,2.95,6168.0,1.16
4363,4.27,5352.0,0.88
4364,4.9,5106.0,0.82
4365,4.57,5597.0,0.93
4366,5.13,5181.0,0.82
4367,2.34,4709.0,0.78
4368,2.75,6165.0,1.2
4369,2.75,6165.0,1.2
4370,1.55,6778.0,1.51
4371,4.9,5131.0,0.83
4372,3.09,4857.0,0.8
4373,4.17,4839.0,0.76
4374,1.58,6805.0,1.49
4375,6.03,5770.0,1.0
4376,6.03,5770.0,1.0
4377,3.98,4070.0,0.62
4378,3.89,4106.0,0.62
4379,3.47,5906.0,1.07
4380,4.07,5761.0,0.99
4381,4.27,5187.0,0.91
4382,4.27,5187.0,0.91
4383,2.88,6202.0,1.19
4384,2.88,6202.0,1.19
4385,4.37,5361.0,0.87
4386,4.37,5361.0,0.87
4387,5.01,5677.0,0.98
4388,2.51,6299.0,1.22
4389,4.47,5323.0,0.85
4390,1.66,6704.0,1.47
4391,4.68,5659.0,0.98
4392,5.01,5218.0,0.86
4393,6.46,4407.0,0.7
4394,5.01,5188.0,0.83
4395,4.68,3841.0,0.54
4396,4.68,3841.0,0.54
4397,4.68,3841.0,0.54
4398,4.68,3841.0,0.54
4399,4.79,5570.0,0.96
4400,4.07,5747.0,0.96
4401,2.75,6161.0,1.36
4402,2.24,6370.0,1.26
4403,4.57,4919.0,0.78
4404,4.37,5732.0,1.15
4405,5.01,5733.0,1.02
4406,4.37,5046.0,0.82
4407,4.47,4098.0,0.63
4408,4.47,4098.0,0.63
4409,4.47,4098.0,0.63
4410,4.47,4098.0,0.63
4411,2.09,5078.0,0.81
4412,5.1,5594.0,1.05
4413,5.1,5594.0,1.05
4414,4.47,5753.0,0.98
4415,5.5,5840.0,1.03
4416,4.68,5479.0,0.88
4417,3.47,5697.0,0.95
4418,1.91,6481.0,1.64
4419,2.88,6138.0,1.17
4420,2.75,6195.0,1.18
4421,3.55,6026.0,1.09
4422,3.09,6126.0,1.13
4423,3.09,6126.0,1.13
4424,4.37,5735.0,0.97
4425,2.2,6395.0,1.51
4426,0.88,6077.0,1.15
4427,0.88,6077.0,1.15
4428,4.57,5044.0,0.83
4429,3.55,5964.0,1.07
4430,4.57,5416.0,0.9
4431,3.31,6060.0,1.11
4432,4.57,5261.0,0.84
4433,3.63,5925.0,1.05
4434,5.01,5892.0,1.05
4435,3.24,6010.0,1.1
4436,2.57,6170.0,1.21
4437,4.79,5160.0,0.83
4438,12.39,4910.0,1.0
4439,12.39,4910.0,1.0
4440,4.07,4092.0,0.63
4441,4.17,5664.0,0.95
4442,6.31,5880.0,1.06
4443,4.68,5196.0,0.84
4444,4.68,4951.0,0.8
4445,4.17,5267.0,0.89
4446,2.95,6019.0,1.09
4447,4.07,5839.0,1.02
4448,3.63,4770.0,0.77
4449,4.37,5796.0,1.01
4450,8.2,5790.0,0.99
4451,8.2,5790.0,0.99
4452,8.2,5790.0,0.99
4453,4.9,5187.0,0.82
4454,2.75,6335.0,1.25
4455,3.02,6194.0,1.15
4456,4.68,4939.0,0.79
4457,5.25,5838.0,1.02
4458,4.07,5718.0,0.97
4459,4.07,5831.0,1.02
4460,4.07,5793.0,1.01
4461,2.04,6184.0,1.28
4462,4.17,5902.0,1.05
4463,5.62,5848.0,1.06
4464,5.62,5848.0,1.06
4465,2.09,4796.0,0.77
4466,4.27,5806.0,1.03
4467,3.47,6031.0,1.09
4468,3.02,6097.0,1.14
4469,2.57,6291.0,1.47
4470,2.63,6356.0,1.21
4471,3.8,5972.0,1.06
4472,4.57,5557.0,0.93
4473,5.37,5530.0,0.97
4474,4.07,3578.0,0.46
4475,0.94,6075.0,1.15
4476,0.94,6075.0,1.15
4477,4.47,5698.0,0.98
4478,3.89,5802.0,1.0
4479,1.7,6394.0,1.34
4480,2.63,6289.0,1.19
4481,4.79,5810.0,1.03
4482,3.8,6150.0,1.13
4483,2.63,4865.0,0.81
4484,4.17,5722.0,0.97
4485,3.55,5774.0,0.95
4486,3.47,5979.0,1.08
4487,3.24,6022.0,1.32
4488,3.24,6022.0,1.32
4489,4.37,4524.0,0.71
4490,4.17,5782.0,1.0
4491,3.24,6101.0,1.41
4492,4.27,5665.0,0.97
4493,4.57,5448.0,0.9
4494,4.17,4075.0,0.62
4495,3.72,4231.0,0.64
4496,3.72,5866.0,1.01
4497,4.17,5653.0,0.96
4498,3.89,4828.0,0.78
4499,2.7,5948.0,1.1
4500,2.7,5948.0,1.1
4501,3.98,4422.0,0.7
4502,3.24,4919.0,0.79
4503,4.07,5756.0,1.0
4504,4.79,5679.0,0.96
4505,3.89,5828.0,1.02
4506,3.89,5828.0,1.02
4507,3.72,4726.0,0.75
4508,3.89,5884.0,1.01
4509,4.37,5332.0,0.86
4510,3.55,5893.0,1.04
4511,3.55,5893.0,1.04
4512,3.55,5794.0,1.07
4513,4.47,5507.0,0.92
4514,4.47,6012.0,1.14
4515,4.47,6012.0,1.14
4516,4.57,4961.0,0.8
4517,4.57,5660.0,0.95
4518,3.09,6159.0,1.16
4519,2.63,6046.0,1.09
4520,3.8,5870.0,1.04
4521,2.82,6214.0,1.18
4522,4.57,5663.0,0.98
4523,4.68,5100.0,0.81
4524,3.98,5904.0,1.04
4525,4.27,5796.0,0.99
4526,11.2,5272.0,0.86
4527,11.2,5272.0,0.86
4528,4.68,5172.0,0.86
4529,4.79,5156.0,0.85
4530,3.89,4908.0,0.8
4531,4.47,5381.0,0.88
4532,2.4,6337.0,1.25
4533,3.98,5730.0,0.94
4534,2.51,6087.0,1.11
4535,3.55,5965.0,1.08
4536,1.95,6541.0,1.38
4537,6.92,5820.0,1.05
4538,6.92,5710.0,1.0
4539,4.07,5655.0,0.93
4540,14.0,5381.0,0.92
4541,14.0,5381.0,0.92
4542,14.0,5381.0,0.92
4543,4.57,5515.0,0.9
4544,4.57,5728.0,1.0
4545,2.82,4712.0,0.77
4546,6.46,5863.0,1.06
4547,4.37,5659.0,0.96
4548,4.17,5831.0,1.03
4549,2.95,6182.0,1.18
4550,4.27,5675.0,0.96
4551,4.17,5256.0,0.86
4552,4.68,5097.0,0.82
4553,3.7,5515.0,1.02
4554,4.57,5560.0,0.94
4555,4.57,5560.0,0.94
4556,4.57,5560.0,0.94
4557,4.57,5560.0,0.94
4558,4.57,5528.0,0.97
4559,4.07,5845.0,1.0
4560,2.75,6229.0,1.2
4561,1.7,6666.0,1.44
4562,5.13,5069.0,0.77
4563,4.47,5393.0,0.85
