,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
2287,6226.0,1.34,1.17,4.2
2288,4010.0,0.6,0.62,4.62
2289,4015.5,0.6,0.58,4.66
2290,4962.0,0.75,0.78,4.37
2291,4813.0,0.75,0.78,4.58
2292,4021.0,0.56,0.57,4.68
2293,4021.0,0.56,0.57,4.68
2294,4171.0,0.72,0.65,4.53
2295,4769.0,4.93,1.75,2.91
2296,4510.0,0.78,0.29,4.11
2297,4640.0,0.68,0.73,4.71
2298,4640.0,0.68,0.73,4.71
2299,4352.0,0.75,0.72,4.52
2300,4830.0,10.28,1.54,2.53
2301,4590.0,0.72,0.78,4.61
2302,5460.0,0.95,0.93,4.47
2303,5460.0,0.95,0.93,4.47
2304,8840.0,1.77,1.96,4.32
2305,5000.0,8.93,2.49,2.9
2306,5675.0,1.38,1.22,4.2
2307,4985.0,8.69,2.32,2.85
2308,4890.0,5.87,1.9,3.04
2309,4890.0,5.87,1.9,3.04
2310,4105.0,0.63,0.63,4.62
2311,4146.0,0.68,0.66,4.54
2312,4850.0,5.77,1.74,3.1
2313,8610.0,1.65,1.92,4.34
2314,4891.0,4.53,1.28,3.09
2315,10500.0,2.11,2.5,4.13
2317,3191.0,0.48,0.49,4.76
2318,4670.0,7.83,2.01,2.7
2320,4883.0,3.94,1.61,3.32
2321,5519.0,0.89,0.97,4.53
2322,5991.0,1.08,1.09,4.46
2323,4497.0,0.69,0.71,4.61
2324,5198.0,0.84,0.9,4.41
2325,5198.0,0.84,0.9,4.41
2326,5020.0,5.34,1.81,3.26
2327,6186.0,1.01,1.08,4.48
2328,6785.0,1.47,1.3,4.4
2329,5794.0,1.53,1.07,4.02
2330,6167.0,1.13,1.34,4.46
2331,6201.0,1.31,1.15,4.26
2332,6201.0,1.31,1.15,4.26
2333,6201.0,1.31,1.15,4.26
2334,7204.58,1.49,1.5,4.3
2335,7204.58,1.49,1.5,4.3
2336,7204.58,1.49,1.5,4.3
2337,7400.0,1.49,1.51,4.0
2340,4740.1,10.27,2.1,2.52
2341,5620.0,0.98,0.92,4.5
2342,5945.0,1.24,1.15,4.33
2343,4927.0,0.76,0.82,4.59
2344,4695.0,0.71,0.77,4.53
2345,3712.0,0.48,0.51,4.78
2346,5636.0,0.97,1.05,4.49
2347,6061.0,1.81,1.3,4.04
2348,5599.0,1.76,1.17,4.02
2349,5433.0,5.15,1.35,4.56
2350,4950.0,0.71,0.75,4.61
2351,5775.0,1.25,0.84,4.25
2352,5775.0,1.25,0.84,4.25
2353,5660.0,1.24,1.04,4.27
2354,4920.0,0.82,0.86,4.54
2355,5657.0,0.88,0.95,4.53
2356,4348.35,0.67,0.69,4.64
2357,3778.0,0.51,0.54,4.75
2358,3778.0,0.51,0.54,4.75
2359,4726.29,0.73,0.76,4.53
2360,4740.0,0.71,0.76,4.62
2361,5800.0,1.01,1.01,4.3
2363,4690.0,0.67,0.69,4.63
2364,4009.0,0.59,0.63,4.69
2365,4035.0,0.59,0.62,4.69
2366,3570.0,0.39,0.39,4.86
2367,3654.47,0.4,0.49,4.83
2368,4339.0,0.65,0.69,4.66
2369,4575.0,0.66,0.72,4.65
2370,4469.51,0.78,0.71,4.7
2371,3459.09,0.36,0.36,4.87
2372,5698.0,0.78,0.8,4.33
2373,4356.47,0.74,0.7,4.62
2374,5200.0,0.81,0.84,4.6
2375,4840.0,3.85,1.08,3.3
2376,3655.0,0.46,0.46,4.77
2377,3655.0,0.46,0.46,4.77
2378,3655.0,0.46,0.46,4.77
2379,3655.0,0.46,0.46,4.77
2380,4499.0,0.66,0.74,4.66
2381,4499.0,0.66,0.74,4.66
2382,4499.0,0.66,0.74,4.66
2383,3697.0,0.29,0.46,5.0
2384,5356.3,0.86,0.94,4.54
2385,5356.3,0.86,0.94,4.54
2386,5356.3,0.86,0.94,4.54
2387,5356.3,0.86,0.94,4.54
2388,5356.3,0.86,0.94,4.54
2389,5356.3,0.86,0.94,4.54
2390,5370.0,0.88,0.96,4.54
2391,3789.0,0.45,0.47,4.89
2392,5585.0,1.06,0.96,4.4
2393,4599.0,0.68,0.71,4.62
2394,4599.0,0.68,0.71,4.62
2395,3385.0,0.33,0.33,4.9
2396,3385.0,0.33,0.33,4.91
2397,3775.0,0.31,0.58,5.0
2398,4079.0,0.63,0.65,4.65
2399,4079.0,0.63,0.65,4.65
2400,4079.0,0.63,0.65,4.65
2401,3745.0,0.57,0.59,4.71
2402,5131.0,0.68,0.72,4.57
2403,3499.0,0.44,0.46,4.82
2404,3695.0,0.45,0.47,4.8
2405,4044.0,0.61,0.63,4.67
2406,3845.0,0.53,0.55,4.73
2407,4097.0,0.63,0.65,4.65
2408,4097.0,0.63,0.65,4.65
2409,4258.0,0.58,0.65,4.6
2410,4258.0,0.58,0.65,4.6
2411,4258.0,0.58,0.65,4.6
2412,4460.0,0.62,0.66,4.7
2413,5456.0,0.88,0.94,4.5
2414,5503.0,0.95,0.92,4.45
2415,5503.0,0.95,0.92,4.45
2416,5425.0,0.83,0.9,4.56
2417,4742.0,0.66,0.68,4.51
2418,4742.0,0.66,0.68,4.51
2419,5649.0,0.91,0.98,4.61
2420,4972.0,2.57,0.99,3.63
2421,4842.0,0.69,0.75,4.63
2422,4937.0,0.76,0.83,4.71
2423,5791.0,2.2,1.18,3.81
2424,5185.0,0.8,0.83,4.46
2425,5185.0,0.8,0.83,4.46
2426,5185.0,0.8,0.83,4.46
2427,5960.0,1.61,1.16,4.09
2428,6141.0,1.46,1.34,4.24
2429,3660.0,0.47,0.5,4.78
2430,5477.0,0.98,0.92,4.42
2431,4285.0,0.7,0.69,4.58
2432,4285.0,0.7,0.69,4.58
2433,4285.0,0.7,0.69,4.58
2434,5569.0,0.87,0.93,4.61
2435,5569.0,0.87,0.93,4.61
2436,5580.0,0.84,0.88,4.52
2437,4455.0,0.68,0.7,4.62
2438,5909.0,1.42,1.09,4.11
2439,5428.0,0.86,0.94,4.63
2440,6063.0,1.21,1.21,4.38
2441,5525.0,0.89,0.95,4.55
2442,5015.0,0.77,0.82,4.63
2443,3457.0,0.41,0.36,4.79
2444,3457.0,0.41,0.36,4.79
2445,5306.0,0.72,0.72,4.57
2446,5608.0,1.07,0.99,4.38
2447,5170.0,0.79,0.86,4.61
2448,5482.0,0.87,0.94,4.6
2449,5482.0,0.87,0.94,4.6
2450,5482.0,0.87,0.94,4.6
2451,5245.0,0.75,0.84,4.62
2452,5788.0,0.94,0.96,4.48
2453,5788.0,0.94,0.96,4.48
2454,5784.0,0.98,1.02,4.45
2455,5438.0,0.83,0.97,4.6
2456,5438.0,0.83,0.97,4.6
2457,5438.0,0.83,0.97,4.6
2458,5438.0,0.83,0.97,4.6
2459,5977.0,1.19,1.06,4.31
2460,5977.0,1.19,1.06,4.31
2461,5519.0,0.87,0.94,4.53
2462,5519.0,0.87,0.94,4.53
2463,5322.0,0.82,0.88,4.51
2464,5322.0,0.82,0.88,4.51
2465,5322.0,0.82,0.88,4.51
2466,5631.0,0.91,0.9,4.38
2467,5631.0,0.91,0.9,4.38
2468,5176.0,0.84,0.9,4.57
2469,5222.0,0.81,0.9,4.57
2470,5817.0,0.98,1.01,4.46
2471,5979.0,1.28,1.11,4.21
2472,5713.0,0.99,0.94,4.42
2473,5712.0,0.91,0.96,4.55
2474,6045.0,1.54,1.16,4.08
2475,5667.0,0.93,1.0,4.5
2476,5212.9,0.76,0.8,4.6
2477,5212.9,0.76,0.8,4.6
2478,5212.9,0.76,0.8,4.6
2479,4491.0,0.68,0.71,4.64
2480,4491.0,0.68,0.71,4.64
2481,5233.0,0.79,0.86,4.71
2482,5507.0,0.88,0.96,4.68
2483,5507.0,0.88,0.96,4.68
2484,5491.0,0.91,0.97,4.55
2485,5000.0,0.76,0.79,4.43
2486,5755.0,1.18,1.01,4.23
2487,5890.0,1.08,0.95,4.25
2488,5043.0,0.76,0.79,4.46
2489,5522.0,0.93,0.94,4.41
2490,5582.0,0.86,0.93,4.62
2491,4720.0,0.71,0.74,4.46
2492,4222.06,0.65,0.68,4.83
2493,4222.06,0.65,0.68,4.83
2494,5500.0,0.89,0.91,4.6
2495,5360.0,0.79,0.88,4.7
2496,4349.0,0.68,0.62,4.72
2497,5794.0,1.2,1.07,4.25
2498,5854.0,1.27,1.05,4.25
2499,5704.0,0.97,1.0,4.41
2500,4503.0,0.72,0.7,4.57
2501,5967.0,1.33,1.1,4.17
2502,5757.0,1.01,1.05,4.45
2503,5753.0,1.19,1.02,4.23
2504,5753.0,1.19,1.02,4.23
2505,5753.0,1.19,1.02,4.23
2506,3879.0,0.58,0.6,4.7
2507,5660.0,1.02,0.96,4.4
2508,5716.0,0.95,1.01,4.57
2509,6058.0,1.09,1.0,4.37
2510,5859.0,1.0,1.06,4.5
2511,5859.0,1.0,1.06,4.5
2512,5620.0,0.84,0.91,4.55
2513,5620.0,0.84,0.91,4.55
2514,5742.0,1.7,1.27,4.08
2515,5424.0,0.91,0.88,4.47
2516,5673.0,0.89,0.95,4.58
2517,4715.0,0.65,0.71,4.66
2518,5315.0,0.79,0.87,4.6
2519,5315.0,0.79,0.87,4.59
2520,5945.0,1.39,1.11,4.2
2521,5695.0,0.95,1.01,4.48
2522,6154.0,1.16,1.19,4.38
2523,5033.0,0.71,0.79,4.64
2524,5033.0,0.71,0.79,4.64
2525,5033.0,0.71,0.79,4.64
2526,6360.0,1.26,1.26,4.34
2527,5630.0,1.59,1.19,4.11
2528,3420.0,0.36,0.4,4.9
2529,3420.0,0.36,0.4,4.9
2530,3420.0,0.36,0.4,4.9
2531,5625.0,1.16,1.07,4.29
2532,5625.0,1.16,1.07,4.29
2533,3810.0,0.54,0.58,4.7
2534,3810.0,0.54,0.58,4.7
2535,5262.0,0.75,0.71,4.54
2536,3459.0,0.37,0.38,4.89
2537,6570.0,1.39,1.29,4.26
2538,6570.0,1.39,1.29,4.26
2539,5677.0,0.92,0.86,4.44
2540,5793.0,1.25,0.83,4.16
2541,5610.0,0.94,0.87,4.43
2542,4667.0,0.69,0.74,4.63
2543,4667.0,0.69,0.74,4.63
2544,5528.0,0.92,0.88,4.45
2545,6504.0,1.57,1.32,4.16
2546,3207.0,0.29,0.26,4.94
2547,5172.0,0.81,0.8,4.53
2548,3717.0,0.49,0.52,4.76
2549,5152.0,0.82,0.79,4.5
2550,6027.0,1.1,1.08,4.39
2551,4629.0,0.67,0.71,4.64
2552,4629.0,0.67,0.71,4.64
2553,4676.0,0.69,0.71,4.62
2554,5219.0,0.78,0.84,4.58
2555,3725.0,0.5,0.52,4.76
2556,6351.0,1.31,1.21,4.29
2557,6059.0,1.13,1.14,4.39
2558,3785.0,0.52,0.56,4.72
2559,6367.0,1.69,1.39,4.15
2560,5445.0,1.64,1.09,4.04
2561,5368.0,0.85,0.88,4.51
2562,3660.0,0.47,0.5,4.78
2563,4285.0,0.7,0.69,4.58
2564,5106.0,0.78,0.84,4.58
2565,5106.0,0.78,0.84,4.58
2566,5106.0,0.78,0.84,4.58
2567,5106.0,0.78,0.84,4.58
2568,5106.0,0.78,0.84,4.58
2569,6209.0,1.45,1.16,4.18
2570,5248.0,0.89,0.87,4.48
2571,4877.0,0.77,0.85,4.59
2572,4877.0,0.77,0.85,4.59
2573,5644.0,0.99,0.83,4.37
2574,5397.0,0.83,0.86,4.53
2575,5161.0,0.85,0.89,4.53
2576,5044.0,0.7,0.79,4.64
2577,4841.0,0.69,0.77,4.65
2578,4841.0,0.69,0.77,4.65
2579,5139.0,0.85,0.82,4.49
2580,5741.0,0.97,1.02,4.48
2581,6747.0,1.61,1.4,4.17
2582,5558.0,0.86,0.79,4.46
2583,3214.0,0.29,0.26,4.93
2584,5500.0,1.28,1.03,4.21
2585,4812.0,0.76,0.82,4.59
2586,5499.0,1.0,0.95,4.5
2587,5060.0,0.82,0.89,4.56
2588,4140.0,0.61,0.63,4.67
2589,4975.0,0.79,0.83,4.4
2590,4975.0,0.79,0.83,4.4
2591,4975.0,0.79,0.83,4.4
2592,4975.0,0.79,0.83,4.4
2593,3926.0,0.62,0.64,4.7
2594,5695.0,1.07,1.06,4.4
2595,3341.0,0.32,0.33,4.96
2596,5529.0,1.02,0.95,4.39
2597,5358.0,0.86,0.94,4.54
2598,6302.0,1.51,1.19,4.23
2599,6302.0,1.51,1.19,4.23
2600,5520.0,0.9,0.93,4.5
2601,5725.0,1.09,1.0,4.33
2602,5532.0,0.95,0.96,4.52
2603,5612.0,1.2,0.99,4.2
2604,4444.0,0.7,0.74,4.63
2605,3896.0,0.56,0.6,4.73
2606,3896.0,0.56,0.6,4.73
2607,3896.0,0.56,0.6,4.73
2608,5425.0,0.84,0.9,4.54
2609,6100.0,1.24,1.09,3.94
2610,5280.0,0.78,0.91,4.6
2611,3300.0,0.2,0.17,5.09
2612,3436.0,0.38,0.41,4.89
2613,3436.0,0.38,0.41,4.89
2614,3387.0,0.38,0.4,4.89
2615,3851.0,0.55,0.56,4.7
2616,5440.0,0.9,0.95,4.51
2617,5271.0,0.86,0.83,4.49
2618,5271.0,0.86,0.83,4.49
2619,5271.0,0.86,0.83,4.49
2620,5271.0,0.86,0.83,4.49
2621,3157.0,0.3,0.12,4.55
2622,3855.0,0.58,0.6,4.68
2623,4141.0,0.6,0.63,4.68
2624,3710.0,0.55,0.48,4.63
2625,3752.0,0.51,0.52,4.74
2626,3287.0,0.3,0.27,4.84
2627,3924.0,0.69,0.51,4.46
2628,5282.0,0.82,0.9,4.57
2629,3540.0,1.05,0.56,4.06
2630,6232.0,1.5,1.23,4.18
2631,5994.0,1.06,1.1,4.43
2632,5994.0,1.06,1.1,4.43
2633,3315.0,0.28,0.27,4.97
2634,5880.0,1.22,1.06,4.29
2635,6502.0,1.49,1.36,4.22
2636,6222.0,1.33,1.23,4.28
2637,5424.0,0.8,0.86,4.56
2638,5869.0,1.32,0.94,4.17
2639,4558.0,0.63,0.66,4.65
2640,4857.0,0.72,0.74,4.59
2641,6168.0,1.42,1.16,4.2
2642,5532.0,1.13,0.93,4.3
2643,5817.0,1.16,0.98,4.3
2644,5920.0,1.09,1.01,4.36
2645,3804.0,0.46,0.49,4.8
2646,3804.0,0.46,0.49,4.8
2647,4374.0,0.49,0.51,4.76
2648,3779.0,0.52,0.56,4.74
2649,4801.0,0.7,0.71,4.6
2650,4599.0,0.63,0.66,4.65
2651,5077.0,0.85,0.83,4.5
2652,5077.0,0.85,0.83,4.5
2653,4385.0,0.49,0.54,4.78
2654,4402.71,0.62,0.7,4.7
2655,4402.71,0.62,0.7,4.7
2656,5789.0,1.04,0.98,4.39
2657,5789.0,1.04,0.98,4.39
2658,5769.0,1.05,1.02,4.4
2659,5791.0,0.95,0.98,4.47
2660,5791.0,0.95,0.98,4.47
2661,5791.0,0.95,0.98,4.47
2662,5698.0,0.99,0.87,4.38
2663,3669.0,0.41,0.43,4.86
2664,5790.0,0.92,0.96,4.49
2665,5568.0,0.86,0.9,4.52
2666,5794.0,1.0,0.98,4.43
2667,5650.0,0.91,0.93,4.49
2668,4916.0,0.72,0.79,4.62
2669,4953.0,0.73,0.81,4.6
2670,5561.0,1.05,0.82,4.31
2671,5601.0,0.94,0.83,4.41
2672,4348.0,0.62,0.76,4.73
2673,4663.0,0.66,0.75,4.67
2674,4663.0,0.66,0.75,4.67
2675,4663.0,0.66,0.75,4.67
2676,5682.0,0.88,0.73,4.42
2677,5413.0,0.85,0.9,4.52
2678,5413.0,0.85,0.9,4.52
2679,5413.0,0.85,0.9,4.52
2680,5377.0,0.97,0.98,4.45
2681,4925.0,0.74,0.96,4.68
2682,5479.0,0.92,0.85,4.44
2683,6138.0,1.49,1.16,4.16
2684,5789.0,0.91,0.73,4.39
2685,5789.0,0.91,0.73,4.39
2686,5822.0,1.54,1.12,4.11
2687,5937.0,1.15,0.91,4.28
2688,4200.0,0.69,0.82,4.67
2689,4823.0,0.73,0.92,4.67
2690,4603.0,0.75,0.86,4.62
2691,5731.0,1.06,1.03,4.38
2692,5731.0,1.06,1.03,4.38
2693,5911.0,1.32,0.99,4.19
2694,4473.0,0.68,0.75,4.65
2695,4473.0,0.68,0.75,4.65
2696,4473.0,0.68,0.75,4.65
2697,5452.0,0.81,0.92,4.58
2698,5129.0,0.8,1.06,4.66
2699,3623.0,0.35,0.33,4.87
2700,3623.0,0.35,0.33,4.87
2701,3623.0,0.35,0.33,4.87
2702,3623.0,0.35,0.33,4.87
2703,3623.0,0.35,0.33,4.87
2704,4844.0,0.76,0.93,4.64
2705,5749.0,0.97,0.91,4.42
2706,3572.0,0.59,0.57,4.66
2707,5367.0,0.9,0.84,4.46
2708,5782.0,1.08,0.8,4.27
2709,5782.0,1.08,0.8,4.27
2710,4881.0,2.97,0.66,3.44
2711,5558.0,0.97,0.79,4.37
2712,5543.0,0.57,0.76,4.97
2713,5726.0,1.06,0.84,4.31
2714,5678.0,1.07,0.88,4.32
2715,4938.0,0.63,0.48,4.52
2716,5007.0,0.78,0.95,4.63
2717,5007.0,0.78,0.95,4.63
2718,5236.0,0.92,0.95,4.49
2719,5236.0,0.92,0.95,4.49
2720,5387.0,0.97,0.94,4.44
2721,5946.0,1.24,0.95,4.23
2722,5946.0,1.24,0.95,4.23
2723,5690.0,1.54,0.78,3.96
2724,4014.73,0.57,0.64,4.85
2725,3578.0,0.38,0.37,4.85
2726,4213.0,0.68,0.87,4.72
2727,5716.0,1.28,0.94,4.2
2728,5511.0,0.89,0.78,4.44
2729,3748.0,0.55,0.55,4.7
2730,4927.0,0.77,1.03,4.69
2731,5784.0,0.96,0.8,4.37
2732,5563.0,0.93,0.88,4.45
2733,5563.0,0.93,0.88,4.45
2734,5335.0,0.78,0.81,4.56
2735,5742.0,1.23,0.89,4.2
2736,5711.0,1.38,1.02,4.17
2737,5590.0,0.98,0.89,4.41
2738,4116.0,0.7,0.81,4.66
2739,4116.0,0.7,0.81,4.66
2740,4343.0,0.73,0.81,4.62
2741,4343.0,0.73,0.81,4.62
2742,4613.0,0.64,0.7,4.66
2743,3840.6,0.54,0.57,4.68
2744,3840.6,0.54,0.57,4.68
2745,5912.0,1.58,1.15,4.1
2746,4103.0,0.45,0.5,4.82
2747,6256.0,1.29,0.96,4.2
2748,5054.0,0.76,0.75,4.54
2749,4899.0,0.73,0.77,4.6
2750,4175.0,0.45,0.51,4.81
2751,3930.0,0.57,0.61,4.71
2752,3930.0,0.57,0.61,4.71
2753,4326.0,0.55,0.61,4.74
2754,7147.0,2.19,1.69,3.98
2755,5263.0,0.81,0.85,4.55
2756,3798.0,0.38,0.42,4.89
2757,4456.0,0.63,0.7,4.67
2758,4434.0,0.62,0.68,4.68
2759,5413.0,0.86,0.89,4.52
2760,5413.0,0.86,0.89,4.52
2761,5413.0,0.86,0.89,4.52
2762,5055.0,0.73,0.77,4.59
2763,5055.0,0.73,0.77,4.59
2764,5850.0,0.96,0.97,4.4
2765,5500.0,1.12,0.97,4.07
2766,6293.0,1.36,1.21,4.25
2767,4880.0,0.73,0.77,4.6
2768,4880.0,0.73,0.77,4.6
2769,6771.0,1.63,1.4,4.15
2770,6771.0,1.63,1.4,4.15
2771,5312.0,0.73,0.74,4.58
2772,5213.0,0.84,0.87,4.53
2773,5887.0,1.67,1.11,4.03
2774,4746.0,0.68,0.73,4.63
2775,4127.0,0.49,0.55,4.79
2776,5772.0,0.96,0.97,3.82
2777,5622.0,0.93,0.94,4.48
2778,4006.0,0.43,0.48,4.85
2779,3360.47,0.33,0.27,5.05
2780,3360.47,0.33,0.27,5.05
2781,3360.47,0.33,0.27,5.05
2782,3360.47,0.33,0.27,5.05
2783,5922.0,1.06,1.05,4.41
2784,6060.0,0.98,0.96,4.44
2785,5995.0,1.56,1.16,4.12
2786,5995.0,1.56,1.16,4.12
2787,4970.0,0.76,0.8,4.47
2788,5926.0,1.25,1.06,4.25
2789,4870.0,0.74,0.78,4.52
2790,4870.0,0.74,0.78,4.52
2791,5441.0,0.87,0.9,4.52
2792,5441.0,0.87,0.9,4.52
2793,5377.0,0.84,0.91,4.65
2794,4674.13,0.63,0.75,4.67
2795,3910.0,0.42,0.48,4.86
2796,3910.0,0.42,0.48,4.86
2797,5652.0,0.93,0.95,4.48
2798,5652.0,0.93,0.95,4.48
2799,4427.0,0.68,0.68,4.3
2800,5482.0,0.76,0.79,4.58
2801,5747.0,1.4,1.16,4.21
2802,3537.0,0.26,0.26,5.02
2803,3691.0,0.32,0.35,4.96
2804,3390.0,0.31,0.3,4.82
2805,4484.0,0.62,0.63,4.65
2806,4421.98,0.63,0.7,4.79
2807,3622.0,0.28,0.29,5.0
2808,3566.0,0.4,0.41,4.85
2809,4717.0,4.47,1.2,3.22
2810,6172.0,1.57,1.2,4.13
2811,6217.0,2.63,1.63,3.81
2812,6518.0,1.46,1.32,4.25
2813,5948.0,1.21,1.11,4.32
2814,5375.0,2.69,1.44,3.7
2815,6279.0,2.37,1.59,3.89
2816,5720.0,1.52,1.24,4.17
2817,6003.0,1.78,2.06,4.17
2818,6236.0,1.36,1.21,4.25
2819,7454.0,1.65,1.64,4.22
2820,6670.0,1.91,1.52,4.06
2821,7500.0,1.83,1.62,4.13
2822,6327.0,1.93,1.54,4.5
2823,8720.0,1.57,1.76,4.29
2824,7598.0,1.64,1.46,4.17
2825,5899.0,1.0,0.94,4.42
2826,6509.0,1.51,1.46,4.25
2827,6304.0,1.7,1.96,4.2
2828,6206.0,1.6,1.2,4.11
2829,6102.0,1.73,1.42,4.07
2830,6272.0,1.53,1.13,4.12
2831,6768.0,1.81,1.76,4.5
2832,5754.0,1.46,0.81,4.08
2833,10170.0,2.36,2.52,4.09
2834,27500.0,0.18,0.47,5.35
2835,27500.0,0.18,0.47,5.35
2836,27500.0,0.18,0.47,5.35
2837,6118.4,1.57,1.22,4.09
2838,6091.0,1.01,1.01,4.42
2839,4829.0,5.86,1.42,3.09
2840,6175.0,1.01,0.98,4.44
2841,6305.24,1.17,1.21,4.32
2842,6340.0,1.24,1.07,4.16
2843,5459.1,0.89,0.97,4.52
2844,6258.0,1.52,0.98,4.08
2845,7067.0,2.01,1.63,4.0
2846,5975.3,2.23,1.46,3.9
2847,6474.0,1.26,1.04,4.31
2848,6474.0,1.26,1.04,4.31
2849,6065.0,1.03,0.98,4.42
2910,6635.0,1.4,1.5,4.31
2911,5520.0,1.13,0.99,4.32
2912,7650.0,1.74,1.72,4.2
2913,5466.0,0.9,0.99,4.53
2914,5466.0,0.9,0.99,4.53
2915,5833.0,0.97,1.02,4.47
2916,5833.0,0.97,1.02,4.47
2917,5922.0,1.14,1.08,4.3
2918,5922.0,1.14,1.08,4.3
2919,5233.0,0.84,0.9,4.53
2920,4413.0,0.67,0.68,4.68
2921,5545.0,0.86,0.95,4.53
2922,6001.0,1.25,0.86,4.55
2923,6001.0,1.25,0.86,4.54
2924,6080.0,1.2,1.2,4.4
2925,6080.0,1.2,1.2,4.4
2926,6080.0,1.2,1.2,4.4
2927,6080.0,1.2,1.2,4.4
2928,6080.0,1.2,1.2,4.4
2929,6080.0,1.2,1.2,4.4
2930,6080.0,1.2,1.2,4.4
2931,5830.0,0.96,1.01,4.47
2932,3515.0,0.4,0.41,4.77
2933,27730.0,0.2,0.5,5.52
2934,27730.0,0.2,0.5,5.52
2935,5241.0,0.87,0.88,4.5
2936,4324.0,0.79,0.76,4.52
2937,6182.0,1.52,1.28,4.18
2938,6182.0,1.52,1.28,4.18
2939,6182.0,1.52,1.28,4.18
2940,6182.0,1.52,1.28,4.18
2941,5295.0,0.82,0.93,4.54
2942,5295.0,0.82,0.93,4.54
2943,5165.0,0.91,0.89,4.47
2944,3550.0,0.29,0.28,4.92
2945,5627.0,1.06,0.91,4.35
2946,5706.0,1.09,1.02,4.37
2947,5825.0,1.49,1.08,4.12
2948,5825.0,1.49,1.08,4.12
2949,5825.0,1.49,1.08,4.12
2950,6453.0,1.51,1.4,4.23
2951,5491.0,0.88,0.9,4.52
2952,5376.0,0.84,0.93,4.56
2953,6144.0,1.57,1.22,4.13
2954,6109.0,1.17,1.11,4.35
2955,4972.0,3.39,1.11,3.43
2956,5782.0,1.06,1.0,4.38
2957,5328.0,0.74,0.78,4.59
2958,4587.0,0.7,0.73,4.62
2959,5066.0,0.78,0.81,4.56
2960,4027.0,0.57,0.59,4.7
2961,5667.0,1.56,1.17,4.12
2962,5667.0,1.56,1.17,4.12
2963,5253.0,0.82,0.86,4.55
2964,5416.0,0.88,0.91,4.52
2965,5556.0,0.91,0.95,4.5
2966,4954.0,0.76,0.81,4.59
2967,5388.0,0.84,0.88,4.54
2968,6769.0,1.81,1.49,4.09
2969,5821.0,1.0,0.99,4.44
2970,5821.0,1.0,0.99,4.44
2971,5473.0,0.87,0.93,4.53
2972,5518.0,0.88,0.91,4.52
2973,4433.0,0.67,0.7,4.64
2974,4903.0,0.74,0.8,4.61
2975,4903.0,0.74,0.8,4.61
2976,4903.0,0.74,0.8,4.61
2977,4903.0,0.74,0.8,4.61
2978,4903.0,0.74,0.8,4.61
2979,5227.0,0.8,0.87,4.57
2980,5431.0,0.86,0.89,4.53
2981,4445.0,0.68,0.71,4.64
2982,5494.0,0.89,0.93,4.51
2983,5143.0,0.78,0.81,4.57
2984,6089.0,1.13,1.09,4.37
2985,4948.0,0.75,0.79,4.59
2986,5436.0,0.82,0.91,4.57
2987,5522.0,0.87,0.9,4.52
2988,5030.0,0.77,0.82,4.58
2989,5845.0,1.44,1.09,4.16
2990,5845.0,1.44,1.09,4.16
2991,4983.0,0.76,0.8,4.59
2992,6011.0,1.12,1.09,4.38
2993,4647.0,0.71,0.77,4.62
2994,5547.0,0.92,0.94,4.49
2995,5198.0,0.8,0.83,4.57
2996,5763.0,0.97,0.98,4.45
2997,5533.0,0.89,0.95,4.52
2998,5105.0,0.78,0.82,4.57
2999,5335.0,0.83,0.87,4.55
3000,5159.0,0.82,0.87,4.55
3001,4870.0,0.74,0.79,4.6
3002,5711.0,1.35,0.81,4.11
3003,5711.0,1.35,0.81,4.11
3004,5711.0,1.35,0.81,4.11
3005,5694.0,0.96,0.98,4.47
3006,5957.0,1.08,1.06,4.4
3007,4815.0,0.72,0.75,4.61
3008,5629.0,0.9,0.92,4.5
3009,5985.0,1.11,1.08,4.38
3010,5301.0,0.82,0.86,4.55
3011,5913.0,1.04,1.04,4.42
3012,5754.0,1.13,1.08,4.37
3013,5754.0,1.13,1.08,4.37
3014,4651.0,0.7,0.75,4.62
3015,3864.0,0.49,0.51,4.77
3016,6397.0,1.58,1.28,4.15
3017,5827.0,0.89,0.96,4.43
3018,6010.0,1.13,1.09,4.37
3019,6010.0,1.13,1.09,4.37
3020,6675.0,1.73,1.43,4.12
3021,5888.0,1.03,1.03,4.42
3022,4529.0,0.69,0.74,4.63
3023,6209.0,1.34,1.22,4.26
3024,5723.0,0.94,0.98,4.49
3025,6127.0,1.2,1.12,4.33
3026,5987.0,1.1,1.07,4.38
3027,4644.0,0.69,0.73,4.63
3028,4906.0,0.72,0.75,4.61
3029,5858.0,1.04,1.0,4.41
3030,5858.0,1.04,1.0,4.41
3031,5858.0,1.04,1.0,4.41
3032,5858.0,1.04,1.0,4.41
3033,5797.0,0.99,0.99,4.44
3034,6067.0,1.07,1.09,4.42
3035,4597.0,0.7,0.75,4.62
3036,5945.0,1.14,1.09,4.37
3037,5153.0,0.79,0.85,4.57
3038,5635.0,0.93,0.94,4.49
3039,5635.0,0.93,0.94,4.49
3040,5762.0,0.98,0.98,4.45
3041,5592.0,0.93,0.95,4.49
3042,5594.0,0.93,0.98,4.49
3043,5806.0,1.01,1.01,4.43
3044,5722.0,0.98,0.99,4.46
3045,5854.0,1.45,1.24,4.21
3046,5854.0,1.45,1.24,4.21
3047,5854.0,1.45,1.24,4.21
3048,5854.0,1.45,1.24,4.21
