,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
3746,3900.0,0.53,0.58,4.64
3747,3900.0,0.53,0.58,4.64
3748,3900.0,0.53,0.58,4.64
3749,5526.0,0.9,0.96,4.49
3750,5526.0,0.9,0.96,4.49
3751,5526.0,0.9,0.96,4.49
3752,5746.0,1.19,1.02,4.33
3753,5746.0,1.19,1.02,4.33
3754,5497.0,0.94,0.86,4.49
3755,5497.0,0.94,0.86,4.49
3756,4204.0,0.52,0.59,4.74
3757,4204.0,0.52,0.59,4.74
3758,5796.0,1.04,0.98,4.38
3759,5796.0,1.04,0.98,4.38
3760,5378.0,0.95,1.02,4.46
3761,5378.0,0.95,1.02,4.46
3762,5727.0,1.54,1.08,4.13
3763,5727.0,1.54,1.08,4.13
3764,6115.0,1.47,1.23,4.19
3765,6115.0,1.47,1.2,4.19
3766,5905.0,1.19,1.08,4.31
3767,5905.0,1.19,1.08,4.31
3768,5797.0,0.88,0.91,4.52
3769,5797.0,0.88,0.91,4.52
3770,5797.0,0.88,0.91,4.52
3771,6340.0,1.22,1.21,4.7
3772,6340.0,1.22,1.21,4.7
3773,6340.0,1.22,1.21,4.7
3774,4713.0,0.72,0.67,4.61
3775,4713.0,0.72,0.67,4.61
3776,5895.0,0.94,0.92,4.51
3777,5895.0,0.94,0.92,4.51
3778,5367.0,0.81,0.91,4.46
3779,5367.0,0.81,0.91,4.46
3780,4954.0,0.72,0.81,4.61
3781,4954.0,0.72,0.81,4.61
3782,4954.0,0.72,0.81,4.61
3783,4954.0,0.72,0.81,4.61
3784,4974.0,0.83,0.82,4.52
3785,5100.0,0.79,0.85,4.56
3786,5117.0,0.8,0.76,4.51
3787,5117.0,0.8,0.76,4.51
3788,4817.0,0.73,0.8,4.61
3789,4731.0,0.69,0.8,4.63
3790,4731.0,0.69,0.8,4.63
3791,4731.0,0.69,0.8,4.63
3792,3944.0,0.48,0.57,4.77
3793,3944.0,0.48,0.57,4.77
3794,5740.0,1.22,1.02,4.29
3795,5740.0,1.22,1.02,4.29
3796,5815.0,0.9,0.98,4.53
3797,5815.0,0.9,0.98,4.53
3798,5815.0,0.9,0.98,4.53
3799,5986.0,0.9,1.07,4.53
3800,5986.0,0.9,1.07,4.53
3801,5498.0,0.95,0.99,4.77
3802,5498.0,0.95,0.99,4.77
3803,5498.0,0.95,0.99,4.77
3804,5617.0,1.03,0.95,4.39
3805,5617.0,1.03,0.95,4.39
3806,5617.0,1.03,0.95,4.39
3807,5617.0,1.03,0.95,4.39
3808,4465.0,0.58,0.66,4.71
3809,4465.0,0.58,0.66,4.71
3810,4465.0,0.58,0.66,4.71
3811,5619.0,0.92,0.98,4.47
3812,5619.0,0.92,0.98,4.47
3813,3740.0,0.48,0.5,4.77
3814,3740.0,0.48,0.5,4.77
3815,3740.0,0.48,0.5,4.77
3816,3740.0,0.48,0.5,4.77
3817,3740.0,0.48,0.5,4.77
3818,5603.0,0.9,0.89,4.44
3819,5603.0,0.9,0.89,4.44
3820,5603.0,0.9,0.89,4.44
3821,5913.0,0.98,0.95,4.49
3822,5913.0,0.98,0.95,4.49
3823,5804.0,0.96,0.94,4.5
3824,5804.0,0.96,0.94,4.5
3825,5299.0,0.83,0.85,4.54
3826,5299.0,0.83,0.85,4.54
3827,5299.0,0.83,0.85,4.54
3828,5299.0,0.83,0.85,4.54
3829,5299.0,0.83,0.85,4.54
3830,6002.0,1.02,0.9,4.47
3831,6002.0,1.02,0.9,4.47
3832,5147.0,0.74,0.8,4.62
3833,5147.0,0.74,0.8,4.62
3834,5378.0,0.73,0.76,4.6
3835,5378.0,0.73,0.76,4.6
3836,5990.0,1.0,1.08,4.47
3837,5990.0,1.0,1.08,4.47
3838,5990.0,1.0,1.08,4.47
3839,5918.0,1.09,1.03,4.35
3840,5918.0,1.09,1.03,4.35
3841,5918.0,1.09,1.03,4.35
3842,5806.0,1.03,0.97,4.4
3843,5806.0,1.03,0.97,4.4
3844,5580.0,0.86,0.96,4.5
3845,5580.0,0.86,0.96,4.5
3846,5580.0,0.86,0.96,4.5
3847,5580.0,0.86,0.96,4.5
3848,5411.0,0.81,0.82,4.58
3849,5411.0,0.81,0.82,4.58
3850,5615.0,0.81,0.92,4.58
3851,5615.0,0.81,0.92,4.58
3852,4351.0,0.57,0.6,4.72
3853,4351.0,0.57,0.6,4.72
3854,5699.0,0.89,0.97,4.53
3855,5699.0,0.89,0.97,4.53
3856,5602.0,0.9,0.79,4.46
3857,5602.0,0.9,0.79,4.46
3858,5717.0,0.88,0.98,4.54
3859,5723.0,0.9,0.95,4.53
3860,5723.0,0.9,0.95,4.53
3861,5744.0,0.89,0.96,4.54
3862,5744.0,0.89,0.96,4.54
3863,4590.0,0.7,0.75,4.29
3864,4590.0,0.7,0.75,4.29
3865,6689.45,1.07,1.1,4.42
3866,6689.45,1.07,1.1,4.42
3867,6363.0,1.75,1.16,4.05
3868,4991.0,2.94,1.08,3.62
3869,4991.0,2.94,1.08,3.62
3870,5946.0,1.69,1.12,4.03
3871,5946.0,1.69,1.12,4.03
3872,5779.0,1.03,1.1,4.46
3873,5779.0,1.03,1.1,4.46
3874,6105.0,1.05,1.04,4.45
3875,6165.0,1.38,1.16,4.23
3876,6165.0,1.38,1.16,4.23
3877,6165.0,1.38,1.16,4.23
3878,6023.0,1.01,1.08,4.44
3879,6023.0,1.01,1.08,4.44
3880,5626.0,0.81,0.94,4.51
3881,5626.0,0.81,0.94,4.51
3882,5297.0,0.93,0.86,4.43
3883,5297.0,0.93,0.86,4.43
3884,5297.0,0.93,0.86,4.43
3885,5555.0,0.87,0.9,4.52
3886,5555.0,0.87,0.9,4.52
3887,5555.0,0.87,0.9,4.52
3888,6067.0,1.46,1.17,4.2
3889,6067.0,1.46,1.17,4.2
3890,5251.0,0.82,0.93,4.58
3891,5400.0,0.59,0.65,5.4
3892,5400.0,0.59,0.65,5.4
3893,5847.0,0.96,0.92,4.5
3894,5847.0,0.96,0.92,4.5
3895,6081.0,1.27,1.13,4.29
3896,6081.0,1.27,1.13,4.29
3897,4258.0,0.56,0.54,4.73
3898,4258.0,0.56,0.54,4.73
3899,4258.0,0.56,0.54,4.73
3900,5885.0,1.03,0.95,4.45
3901,5885.0,1.03,0.95,4.45
3902,5835.0,1.1,0.98,4.33
3903,5835.0,1.1,0.98,4.33
3904,5835.0,1.1,0.98,4.33
3905,5835.0,1.1,0.98,4.33
3906,6158.0,1.55,1.46,4.15
3907,6158.0,1.55,1.46,4.15
3908,5265.0,0.79,0.8,4.58
3909,5265.0,0.79,0.8,4.58
3910,5841.0,0.88,0.99,4.54
3911,5841.0,0.88,0.99,4.54
3912,5098.0,0.79,0.88,4.56
3913,5098.0,0.79,0.88,4.56
3914,5250.0,0.86,0.92,4.49
3915,5250.0,0.86,0.92,4.49
3916,4486.0,0.57,0.62,4.73
3917,4486.0,0.57,0.62,4.73
3918,3914.0,0.51,0.54,4.68
3919,3914.0,0.51,0.54,4.68
3920,5938.0,0.9,0.93,4.53
3921,5938.0,0.9,0.93,4.53
3922,4942.0,0.92,0.82,4.44
3923,4942.0,0.92,0.82,4.44
3924,5180.0,1.04,0.85,4.36
3925,5180.0,1.04,0.85,4.36
3926,5180.0,1.04,0.85,4.36
3927,5551.0,1.3,0.97,4.22
3928,5551.0,1.3,0.97,4.22
3929,5551.0,1.3,0.97,4.22
3930,5551.0,1.3,0.97,4.22
3931,5431.0,0.86,0.9,4.53
3932,5573.0,0.93,0.87,4.52
3933,5573.0,0.93,0.87,4.52
3934,5957.0,0.91,0.93,4.52
3935,5957.0,0.91,0.93,4.52
3936,5957.0,0.91,0.93,4.52
3937,5208.0,0.79,0.85,4.59
3938,5208.0,0.79,0.85,4.59
3939,5208.0,0.79,0.85,4.59
3940,4208.0,0.55,0.61,4.72
3941,4208.0,0.55,0.61,4.72
3942,5526.0,0.89,0.95,4.49
3943,5526.0,0.89,0.95,4.49
3944,5526.0,0.89,0.95,4.49
3945,5526.0,0.89,0.95,4.49
3946,5160.0,0.81,0.83,4.57
3947,5160.0,0.81,0.83,4.57
3948,5160.0,0.81,0.83,4.57
3949,6270.0,1.32,1.17,4.28
3950,6354.0,1.32,1.17,4.29
3951,6103.0,1.32,1.17,4.28
3952,3568.0,0.48,0.51,4.78
3953,3568.0,0.48,0.51,4.78
3954,3568.0,0.48,0.51,4.78
3955,5190.0,0.83,0.9,4.57
3956,5190.0,0.83,0.9,4.57
3957,5100.0,0.77,0.84,4.61
3958,5100.0,0.77,0.84,4.61
3959,5100.0,0.77,0.84,4.61
3960,5206.0,0.83,0.79,4.56
3961,5206.0,0.83,0.79,4.56
3962,5174.0,0.8,0.86,4.57
3963,5100.0,0.8,0.86,4.56
3964,5100.0,0.8,0.86,4.56
3965,5100.0,0.8,0.86,4.56
3966,5554.0,0.8,0.96,4.58
3967,5554.0,0.8,0.96,4.58
3968,5554.0,0.8,0.96,4.58
3969,5228.0,0.84,0.83,4.57
3970,5228.0,0.84,0.83,4.57
3971,5020.0,0.85,0.81,4.49
3972,5020.0,0.85,0.81,4.49
3973,4699.0,0.67,0.67,4.63
3974,4699.0,0.67,0.67,4.63
3975,4985.0,0.74,0.75,4.63
3976,4985.0,0.74,0.75,4.63
3977,5897.0,1.29,0.98,4.2
3978,5897.0,1.29,0.98,4.2
3979,5800.0,1.07,1.03,4.34
3980,5800.0,1.07,1.03,4.34
3981,4914.0,0.76,0.76,4.58
3982,4914.0,0.76,0.76,4.58
3983,5732.0,0.96,1.06,4.49
3984,5732.0,0.96,1.06,4.49
3985,5751.0,1.43,1.06,4.19
3986,5751.0,1.43,1.06,4.19
3987,5751.0,1.43,1.06,4.19
3988,4861.0,0.72,0.7,4.58
3989,4861.0,0.72,0.7,4.58
3990,3750.0,0.51,0.6,4.75
3991,3750.0,0.51,0.6,4.75
3992,4255.0,0.55,0.58,4.73
3993,4255.0,0.55,0.58,4.73
3994,4255.0,0.55,0.58,4.73
3995,4255.0,0.55,0.58,4.73
3996,6224.0,1.11,1.11,4.42
3997,6224.0,1.11,1.11,4.42
3998,5360.0,0.76,0.85,4.61
3999,5360.0,0.76,0.85,4.61
4000,5847.0,0.97,0.97,4.5
4001,5847.0,0.97,0.97,4.5
4002,3767.0,0.49,0.58,4.78
4003,3767.0,0.49,0.58,4.78
4004,5588.0,0.82,0.84,4.55
4005,5588.0,0.82,0.84,4.55
4006,5828.0,1.55,1.1,4.09
4007,5760.0,1.52,1.11,4.0
4008,5330.0,1.01,0.87,4.37
4009,5851.0,1.03,1.01,4.42
4010,5862.0,1.0,0.99,4.44
4011,6166.0,1.2,1.13,4.33
4012,6166.0,1.2,1.13,4.33
4013,6112.0,1.21,1.14,4.33
4014,5658.0,0.92,0.94,4.48
4015,4306.0,0.63,0.66,4.66
4016,5211.0,0.79,0.82,4.57
4017,5794.0,0.99,0.99,4.45
4018,5837.0,1.0,1.01,4.45
4019,5663.0,1.06,0.96,4.37
4020,5663.0,1.06,0.96,4.37
4021,5663.0,1.06,0.96,4.37
4022,5663.0,1.06,0.96,4.37
4023,5663.0,1.06,0.96,4.37
4024,5663.0,1.06,0.96,4.37
4025,5960.0,1.15,1.07,4.33
4026,5960.0,1.15,1.07,4.33
4027,6247.0,1.34,1.21,4.26
4028,5614.0,0.91,0.94,4.5
4029,5724.0,0.94,0.96,4.48
4030,6092.0,1.15,1.11,4.36
4031,6417.0,1.41,1.3,4.25
4032,4299.0,0.68,0.71,4.62
4033,6104.0,1.17,1.11,4.35
4034,5268.0,0.82,0.86,4.55
4035,5406.0,0.84,0.88,4.54
4036,5893.0,1.06,1.05,4.41
4037,5952.0,1.16,1.17,4.38
4038,5952.0,1.16,1.17,4.38
4039,4781.0,0.7,0.73,4.62
4040,6077.0,1.15,1.1,4.36
4041,6496.0,1.54,1.34,4.19
4042,5931.0,1.17,1.12,4.35
4043,5374.0,0.83,0.87,4.55
4044,8480.0,1.73,1.6,4.17
4045,5641.0,0.93,0.95,4.48
4046,5612.0,0.93,0.95,4.49
4047,5688.0,0.97,0.96,4.46
4048,6083.0,1.17,1.11,4.35
4049,5544.0,0.84,0.78,4.51
4050,5544.0,0.84,0.78,4.51
4051,4904.0,0.74,0.78,4.6
4052,6231.0,1.59,1.29,4.14
4053,5544.0,0.89,0.92,4.51
4054,5500.0,0.9,0.93,4.5
4055,3658.0,0.34,0.35,4.93
4056,5683.0,0.94,0.95,4.47
4057,5798.0,0.93,0.92,4.46
4058,5664.0,0.95,0.97,4.47
4059,5543.0,0.91,0.94,4.5
4060,5831.0,1.0,1.0,4.44
4061,5831.0,1.0,1.0,4.44
4062,4725.0,0.69,0.75,4.64
4063,4725.0,0.69,0.75,4.64
4064,5403.0,0.81,0.9,4.57
4065,5450.0,0.84,0.94,4.56
4066,5450.0,0.84,0.94,4.56
4067,5851.0,1.04,1.03,4.42
4068,5298.0,0.83,0.87,4.55
4069,5569.0,0.9,0.93,4.5
4070,5281.0,0.81,0.84,4.56
4071,5656.0,0.94,0.96,4.47
4072,4512.0,0.68,0.72,4.63
4073,6807.0,1.84,1.5,4.08
4074,5582.0,0.92,0.95,4.49
4075,5550.0,0.91,0.94,4.5
4076,4605.0,0.67,0.77,4.65
4077,4660.0,0.54,0.56,4.72
4078,4660.0,0.54,0.56,4.72
4079,4850.0,0.73,0.76,4.61
4080,5791.0,1.07,1.01,4.38
4081,5685.0,0.96,0.97,4.46
4082,5053.0,0.77,0.81,4.58
4083,5053.0,0.77,0.81,4.58
4084,5753.0,0.96,0.98,4.47
4085,5064.0,0.75,0.79,4.59
4086,4692.0,0.7,0.74,4.62
4087,5941.0,1.14,1.09,4.36
4088,5054.0,0.77,0.81,4.58
4089,5833.0,1.01,1.02,4.43
4090,5979.0,1.21,1.07,4.31
4091,5979.0,1.21,1.07,4.31
4092,4754.0,0.72,0.76,4.61
4093,5470.0,0.85,0.88,4.53
4094,3964.0,0.53,0.55,4.73
4095,5470.0,0.88,0.91,4.52
4096,6327.0,1.43,1.26,4.23
4097,6327.0,1.43,1.26,4.23
4098,5842.0,1.03,1.03,4.43
4099,5778.0,1.0,1.0,4.44
4100,4679.0,0.71,0.76,4.62
4101,6203.0,1.95,1.41,4.01
4102,6217.0,1.28,1.19,4.3
4103,6142.0,1.45,1.21,4.2
4104,6142.0,1.45,1.21,4.2
4105,5519.0,0.89,0.92,4.51
4106,4253.0,0.57,0.59,4.7
4107,5390.0,0.84,0.89,4.54
4108,6302.0,1.35,1.22,4.26
4109,5183.0,0.79,0.85,4.57
4110,6080.0,1.18,1.13,4.34
4111,6249.0,1.08,1.13,4.43
4112,5446.0,0.86,0.9,4.53
4113,4971.0,0.75,0.79,4.6
4114,5157.0,0.82,0.87,4.56
4115,6191.0,1.23,1.24,4.35
4116,6150.0,1.61,1.13,4.1
4117,6150.0,1.61,1.13,4.1
4118,5069.0,0.76,0.8,4.58
4119,7044.0,1.95,1.58,4.05
4120,5558.0,0.89,0.92,4.51
4121,5252.0,0.82,0.86,4.55
4122,5936.0,1.04,1.04,4.42
4123,5453.0,0.86,0.9,4.53
4124,5844.0,1.02,1.01,4.42
4125,5712.0,0.97,0.98,4.46
4126,4990.0,0.75,0.8,4.59
4127,5212.0,0.81,0.84,4.56
4128,5274.0,1.09,0.81,4.32
4129,5274.0,1.09,0.81,4.32
4130,6077.0,1.14,1.09,4.36
4131,6176.0,1.3,1.17,4.27
4132,5924.0,1.05,1.04,4.41
4133,5765.0,0.99,1.0,4.45
4134,5983.0,1.07,1.05,4.41
4135,5622.0,0.87,0.96,4.54
4136,5635.0,0.93,0.95,4.49
4137,5975.0,1.09,1.06,4.39
4138,5913.0,1.06,1.04,4.4
4139,6012.0,1.16,1.11,4.36
4140,5595.0,0.84,0.92,4.57
4141,5595.0,0.84,0.92,4.57
4142,4730.0,0.72,0.76,4.62
4143,5308.0,0.81,0.85,4.56
4144,5438.0,0.83,0.86,4.55
4145,5908.0,1.21,1.08,4.31
4146,5590.0,0.92,0.94,4.49
4147,4965.0,0.71,0.74,4.61
4148,5756.0,0.97,0.98,4.46
4149,4708.0,0.72,0.78,4.62
4150,5517.0,0.9,0.93,4.5
4151,5889.0,1.17,0.94,4.27
4152,5947.0,1.48,1.17,4.17
4153,4096.0,0.53,0.65,4.73
4154,4096.0,0.53,0.65,4.73
4155,4612.0,0.7,0.74,4.63
4156,6177.0,1.24,1.15,4.32
4157,5834.0,1.04,1.03,4.42
4158,4105.0,0.61,0.64,4.67
4159,5825.0,1.03,1.03,4.42
4160,5226.0,0.81,0.84,4.56
4161,4877.0,0.75,0.8,4.6
4162,5909.0,1.06,1.06,4.41
4163,5001.0,0.76,0.8,4.59
4164,6210.0,1.38,1.23,4.24
4165,5311.0,0.7,0.86,4.65
4166,5311.0,0.7,0.86,4.65
4167,5568.0,0.92,0.94,4.49
4168,5705.0,0.94,0.96,4.48
4169,6051.0,1.15,1.1,4.36
4170,6050.0,1.21,1.14,4.33
4171,5130.0,0.8,0.85,4.57
4172,5616.0,0.93,0.95,4.48
4173,5743.0,0.98,0.99,4.46
4174,5905.0,1.08,1.06,4.4
4175,5986.0,1.1,1.06,4.38
4176,5944.0,1.94,1.25,3.97
4177,6050.0,1.22,1.08,4.3
4178,6050.0,1.22,1.08,4.3
4179,6050.0,1.22,1.08,4.3
4180,6050.0,1.22,1.08,4.3
4181,6102.0,0.95,1.03,4.35
4182,5842.0,0.99,1.0,4.45
4183,5194.0,0.82,0.87,4.55
4184,5239.0,0.8,0.84,4.56
4185,4870.0,0.75,0.8,4.6
4186,6155.0,1.22,1.18,4.34
4187,6140.0,1.19,1.13,4.34
4188,5923.0,1.02,1.02,4.43
4189,5747.0,0.95,0.97,4.47
4190,5063.0,0.74,0.78,4.59
4191,3784.0,0.51,0.54,4.75
4192,6089.0,1.26,1.01,4.28
4193,6089.0,1.26,1.01,4.28
4194,5961.0,1.08,1.06,4.4
4195,5778.0,1.0,1.01,4.44
4196,5471.0,0.89,0.92,4.51
4197,6198.0,1.25,1.16,4.3
4198,4967.0,0.76,0.8,4.59
4199,5541.0,0.9,0.93,4.5
4200,5337.0,0.82,0.86,4.55
4201,5472.0,0.9,0.94,4.5
4202,6386.0,1.48,1.3,4.21
4203,6564.0,1.57,1.4,4.2
4204,4984.0,0.64,0.84,4.67
4205,4984.0,0.64,0.84,4.67
4206,4984.0,0.64,0.84,4.67
4207,5682.0,0.96,0.98,4.47
4208,5261.0,0.8,0.84,4.56
4209,4895.0,0.74,0.77,4.6
4210,5667.0,0.94,0.96,4.48
4211,6680.0,1.77,1.46,4.1
4212,5306.0,0.83,0.86,4.55
4213,5306.0,0.83,0.86,4.55
4214,4611.0,0.69,0.73,4.63
4215,5303.0,0.82,0.86,4.55
4216,6149.0,1.21,1.21,4.36
4217,6202.0,1.28,1.19,4.29
4218,3810.0,0.51,0.54,4.74
4219,3810.0,0.51,0.54,4.74
4220,5717.0,0.98,0.99,4.46
4221,5545.0,0.89,0.92,4.51
4222,5949.0,1.09,1.06,4.38
4223,5850.0,1.1,0.97,4.33
4224,4985.0,0.75,0.78,4.59
4225,4985.0,0.75,0.78,4.59
4226,4985.0,0.75,0.78,4.59
4227,6018.0,1.12,1.08,4.37
4228,6129.0,1.36,1.17,4.23
4229,5502.0,0.87,0.9,4.52
4230,5839.0,0.99,0.99,4.45
4231,5053.0,0.77,0.8,4.58
4232,6239.0,1.36,1.18,4.25
4233,6239.0,1.36,1.18,4.25
4234,6239.0,1.36,1.18,4.25
4235,5961.0,1.08,1.06,4.39
4236,5006.0,0.77,0.82,4.58
4237,5771.0,0.98,0.99,4.45
4238,5213.0,0.8,0.84,4.56
4239,5791.0,0.98,0.99,4.45
4240,4630.0,0.69,0.71,4.63
4241,5044.0,0.76,0.8,4.59
4242,4996.0,0.83,0.79,4.5
4243,6096.0,1.2,1.15,4.33
4244,5904.0,1.09,1.06,4.38
4245,5998.0,1.15,1.1,4.36
4246,6106.0,1.36,1.27,4.26
4247,6106.0,1.36,1.27,4.26
4248,6106.0,1.36,1.27,4.26
4249,5047.0,3.38,1.28,3.49
4250,6143.0,1.23,1.13,4.31
4251,5926.0,1.09,1.06,4.39
4252,5566.0,0.91,0.94,4.5
4253,6179.0,2.17,1.45,3.93
4254,6296.0,1.36,1.23,4.26
4255,6188.0,1.21,1.14,4.33
4256,5578.0,0.92,0.94,4.49
4257,6074.0,1.16,1.11,4.35
4258,6221.0,1.33,1.21,4.26
4259,6136.0,1.61,1.09,4.07
4260,6136.0,1.61,1.09,4.07
4261,6227.0,1.32,1.2,4.28
4262,5353.0,0.83,0.87,4.55
4263,5504.0,0.89,0.92,4.51
4264,6175.0,1.25,1.16,4.31
4265,5123.0,0.79,0.84,4.57
4266,6170.0,1.28,1.2,4.3
4267,5753.0,0.98,1.0,4.45
4268,5715.0,0.94,0.96,4.48
4269,6132.0,1.29,1.2,4.29
4270,6080.0,1.17,1.1,4.35
4271,5770.0,1.65,1.18,4.08
4272,5770.0,1.65,1.18,4.08
4273,5770.0,1.65,1.18,4.08
4274,5660.0,0.93,0.95,4.49
4275,5216.0,0.8,0.84,4.56
4276,5556.0,0.93,0.95,4.49
4277,6241.0,1.28,1.18,4.29
4278,5776.0,0.97,0.99,4.46
4279,5486.0,0.89,0.92,4.51
4280,5359.0,0.83,0.87,4.55
4281,5818.0,0.99,0.99,4.45
4282,6339.0,2.0,1.45,4.0
4283,5609.0,0.91,0.94,4.5
4284,5884.0,1.13,0.96,4.3
4285,5879.0,1.17,1.0,4.29
4286,5884.0,1.13,0.96,4.3
4287,6130.0,1.79,1.29,4.04
4288,5188.0,0.81,0.85,4.56
4289,5236.0,0.82,0.86,4.55
4290,5771.0,1.0,1.01,4.44
4291,5259.0,0.81,0.85,4.56
4292,5701.0,0.96,0.97,4.47
4293,5727.0,0.97,0.98,4.45
4294,5884.0,1.08,1.06,4.39
4295,3468.0,0.34,0.35,4.92
4296,5235.0,0.8,0.85,4.56
4297,5685.0,1.03,1.02,4.42
4298,5685.0,1.03,1.02,4.42
4299,5549.0,0.88,0.91,4.51
4300,5748.0,1.4,1.05,4.16
4301,5748.0,1.4,1.05,4.16
4302,5616.0,1.67,1.03,4.0
4303,5719.0,0.92,0.99,4.51
4304,5721.0,0.91,0.98,4.52
4305,5453.0,0.85,0.92,4.54
4306,4188.0,0.59,0.6,4.68
4307,4861.0,0.75,0.8,4.6
4308,4818.0,0.86,0.81,4.48
4309,5884.0,1.12,1.04,4.36
4310,5144.0,0.79,0.83,4.57
4311,4598.0,0.7,0.73,4.62
4312,3655.0,0.54,0.56,4.73
4313,6003.0,1.18,0.98,4.31
4314,6003.0,1.18,0.98,4.31
4315,6003.0,1.18,0.98,4.31
4316,6023.0,1.1,1.03,4.37
4317,4817.0,0.74,0.8,4.6
4318,4094.0,0.53,0.54,4.73
4319,4094.0,0.53,0.54,4.73
4320,3640.0,0.5,0.51,4.74
4321,5488.0,0.87,0.9,4.52
4322,5704.0,0.8,0.9,4.58
4323,6169.0,1.4,1.18,4.21
4324,4776.0,0.73,0.78,4.61
4325,5550.0,0.91,0.93,4.5
4326,6725.0,1.74,1.45,4.12
4327,5885.0,1.03,1.02,4.42
4328,5780.0,0.99,1.0,4.44
4329,4500.0,0.69,0.72,4.62
4330,5736.0,1.43,1.02,4.19
4331,5736.0,1.43,1.02,4.19
4332,5608.0,0.94,0.97,4.48
4333,4508.0,0.69,0.72,4.63
4334,5581.0,0.9,0.95,4.51
4335,5628.0,0.92,0.94,4.49
4336,5614.0,0.91,0.94,4.5
4337,4903.0,0.74,0.77,4.6
4338,5512.0,1.3,0.94,4.18
4339,5512.0,1.3,0.94,4.18
4340,4523.0,0.67,0.7,4.64
4341,5909.0,1.05,1.04,4.41
4342,5586.0,0.93,0.94,4.47
4343,5983.0,1.18,1.06,4.31
4344,5983.0,1.18,1.06,4.31
4345,6331.0,1.42,1.27,4.24
4346,4662.0,0.72,0.79,4.62
4347,5527.0,0.9,0.93,4.51
4348,5759.0,0.93,0.95,4.48
4349,5981.0,1.13,1.09,4.37
4350,6449.0,1.55,1.32,4.18
4351,6133.0,1.21,1.14,4.33
4352,5193.0,0.79,0.82,4.57
4353,5911.0,1.04,1.04,4.42
4354,6086.0,1.28,1.16,4.29
4355,6090.0,1.27,1.25,4.27
4356,6090.0,1.27,1.25,4.27
4357,3827.0,0.53,0.55,4.74
4358,3827.0,0.53,0.55,4.74
4359,4439.0,0.67,0.7,4.64
4360,6118.0,1.16,1.11,4.35
4361,4776.0,0.72,0.76,4.61
4362,6168.0,1.24,1.16,4.31
4363,5352.0,0.83,0.88,4.55
4364,5106.0,0.78,0.82,4.58
4365,5597.0,0.9,0.93,4.5
4366,5181.0,0.79,0.82,4.57
4367,4709.0,0.72,0.78,4.62
4368,6165.0,1.35,1.2,4.24
4369,6165.0,1.35,1.2,4.24
4370,6778.0,1.83,1.51,4.09
4371,5131.0,0.79,0.83,4.57
4372,4857.0,0.74,0.8,4.6
4373,4839.0,0.72,0.76,4.61
4374,6805.0,1.79,1.49,4.1
4375,5770.0,1.05,1.0,4.39
4376,5770.0,1.05,1.0,4.39
4377,4070.0,0.6,0.62,4.68
4378,4106.0,0.6,0.62,4.68
4379,5906.0,1.08,1.07,4.4
4380,5761.0,0.99,0.99,4.45
4381,5187.0,0.8,0.91,4.55
4382,5187.0,0.8,0.91,4.55
4383,6202.0,1.29,1.19,4.29
4384,6202.0,1.29,1.19,4.29
4385,5361.0,0.83,0.87,4.55
4386,5361.0,0.83,0.87,4.55
4387,5677.0,0.97,0.98,4.46
4388,6299.0,1.33,1.22,4.27
4389,5323.0,0.81,0.85,4.56
4390,6704.0,1.78,1.47,4.11
4391,5659.0,0.97,0.98,4.46
4392,5218.0,0.82,0.86,4.55
4393,4407.0,0.67,0.7,4.63
4394,5188.0,0.79,0.83,4.57
4395,3841.0,0.54,0.54,4.71
4396,3841.0,0.54,0.54,4.71
4397,3841.0,0.54,0.54,4.71
4398,3841.0,0.54,0.54,4.71
4399,5570.0,0.94,0.96,4.48
4400,5747.0,0.94,0.96,4.48
4401,6161.0,1.72,1.36,4.1
4402,6370.0,1.44,1.26,4.23
4403,4919.0,0.74,0.78,4.6
4404,5732.0,1.29,1.15,4.27
4405,5733.0,1.03,1.02,4.41
4406,5046.0,0.77,0.82,4.58
4407,4098.0,0.61,0.63,4.67
4408,4098.0,0.61,0.63,4.67
4409,4098.0,0.61,0.63,4.67
4410,4098.0,0.61,0.63,4.67
4411,5078.0,0.74,0.81,4.61
4412,5594.0,1.3,1.05,4.25
4413,5594.0,1.3,1.05,4.25
4414,5753.0,0.98,0.98,4.45
4415,5840.0,1.1,1.03,4.36
4416,5479.0,0.85,0.88,4.53
4417,5697.0,0.92,0.95,4.5
4418,6481.0,2.55,1.64,3.84
4419,6138.0,1.23,1.17,4.33
4420,6195.0,1.27,1.18,4.3
4421,6026.0,1.12,1.09,4.37
4422,6126.0,1.18,1.13,4.34
4423,6126.0,1.18,1.13,4.34
4424,5735.0,0.96,0.97,4.47
4425,6395.0,2.05,1.51,3.99
4426,6077.0,1.29,1.15,4.27
4427,6077.0,1.29,1.15,4.27
4428,5044.0,0.78,0.83,4.58
4429,5964.0,1.1,1.07,4.39
4430,5416.0,0.87,0.9,4.53
4431,6060.0,1.15,1.11,4.36
4432,5261.0,0.8,0.84,4.56
4433,5925.0,1.07,1.05,4.4
4434,5892.0,1.12,1.05,4.36
4435,6010.0,1.15,1.1,4.36
4436,6170.0,1.35,1.21,4.25
4437,5160.0,0.79,0.83,4.57
4438,4910.0,0.79,1.0,4.57
4439,4910.0,0.79,1.0,4.57
4440,4092.0,0.6,0.63,4.67
4441,5664.0,0.92,0.95,4.49
4442,5880.0,1.27,1.06,4.25
