,insolation_flux_earth,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius]
1654,2886.29,2053.0,2.032046,0.0352,1.56
1655,27.55,1006.0,3.506195,0.0423,0.72
1656,669.0,1415.0,2.8792319,0.04127,1.08
1657,614.0,1385.0,1.8053564,0.02803,0.85
1658,1330.0,1681.0,2.5079204,0.03783,1.27
1660,1816.48,1955.0,1.645321,0.0286,1.25
1661,382.33,1418.0,1.4200242,0.02332,0.8
1662,0.65,234.0,11.1868,0.04856,0.14
1674,1.21,281.0,282.5255,0.828,1.0
1679,4135.36,2034.0,2.4855335,0.0308,1.53
1778,729.0,1448.0,4.43527,0.058,1.38
1779,503.0,1345.0,2.4997,0.035,0.98
1780,983.42,1284.0,0.882059,0.01677,0.75
1781,101.25,952.0,3.3569866,0.0382,0.74
1782,886.98,1650.0,1.3373508,0.019,0.84
1783,1000.57,1434.0,1.6753728,0.023,0.93
1785,391.83,1499.0,3.4678796,0.0479,1.64
1788,6.76,688.0,54.18915,0.313,1.78
1789,1085.35,1468.0,4.511164,0.063,1.7
1790,845.0,1381.0,3.05125,0.0448,1.39
1791,1160.0,1457.0,3.24253,0.0391,1.34
1792,480.0,1177.0,4.84532,0.0523,1.21
1793,425.0,1146.0,3.27623,0.0441,0.95
1795,1096.0,1605.0,4.119027,0.0549,1.79
1796,416.0,1257.0,7.532806,0.0757,1.59
1797,33.16,435.0,35.45533,0.201,0.83
1799,65.3,790.0,2.647298,0.0326,0.57
1834,4913.69,2100.0,2.82406,0.047,1.92
1835,8702.29,2594.0,2.14877381,0.040352,2.08
1839,2681.59,1978.0,0.792052,0.01679,0.95
1840,2.63,353.0,12.2519,0.07673,0.37
1841,106.0,892.0,0.768448,0.01211,0.37
1842,10.9,508.0,3.1239035,0.02661,0.27
1843,5.4,424.0,5.3587657,0.03813,0.27
1845,0.91,272.0,8.457463,0.03984,0.16
1846,4.09,396.0,2.7299025,0.01875,0.16
1847,2.35,370.0,4.989963,0.029392,0.17
1848,21.5,650.0,0.948005,0.00969,0.17
1849,38.54,700.0,4.052037,0.0417,0.58
1850,70.1,805.0,0.46292913,0.00622,0.19
1851,26.37,617.0,3.81433,0.0404,0.5
1852,13.5,511.0,3.694247,0.0331,0.33
1853,93.2,830.0,0.8602322,0.01251,0.33
1854,23.88,595.0,1.9495378,0.01848,0.25
1855,6.16,709.0,3.77792,0.02734,0.21
1856,0.5,379.0,24.73694,0.0957,0.21
1858,5.01,416.0,7.4507245,0.0486,0.3
1859,12.8,553.0,3.6906777,0.0304,0.3
1860,24.7,627.0,2.2531136,0.02191,0.3
1862,149.37,965.0,1.4015,0.02091,0.6
1863,740.17,1355.0,5.99185702,0.0681,1.65
1864,409.92,1020.0,5.65377733,0.0626,1.18
1865,1900.13,1709.0,2.70730672,0.0397,1.56
1866,723.08,1272.0,3.77059058,0.0474,1.14
1867,11.92,517.0,28.26731672,0.1701,0.8
1868,243.98,957.0,1.15116651,0.0177,0.54
1869,3.95,352.0,22.08557563,0.13,0.54
1870,15.29,510.0,20.16034462,0.1339,0.74
1871,1.37,260.0,82.5342519,0.3104,0.61
1872,7609.22,2386.0,0.53835431,0.0127,1.08
1873,157.41,903.0,9.91723428,0.0883,1.08
1874,108.04,810.0,4.60358,0.0503,0.73
1875,74.35,805.0,7.96431535,0.0734,0.78
1876,6.56,368.0,17.76080053,0.1085,0.53
1877,3.85,351.0,105.3033148,0.4238,0.91
1878,10.86,465.0,56.4349938,0.276,0.98
1879,2.59,323.0,116.331901,0.4451,0.85
1880,13.99,484.0,43.0342272,0.2327,0.93
1881,31.0,485.0,60.0855082,0.3148,1.08
1882,185.2,955.0,15.7738221,0.1291,1.29
1883,337.47,1103.0,4.46975774,0.0535,0.96
1884,170.14,845.0,11.55102504,0.1005,1.06
1885,1107.39,1592.0,1.54168,0.0256,1.11
1886,77.84,792.0,8.0880135,0.0753,0.83
1887,20.99,546.0,49.6221509,0.2726,1.09
1888,13.96,544.0,26.85328322,0.162,0.83
1889,2.66,324.0,105.9564148,0.4217,0.83
1890,328.7,1599.0,1.97034246,0.0303,0.75
1891,28.51,577.0,4.19449651,0.0419,0.5
1892,7.89,402.0,49.6077331,0.2508,0.78
1893,266.51,1060.0,7.03932553,0.0734,1.22
1894,82.77,1087.0,9.59070716,0.0827,0.85
1895,11.11,464.0,16.736525,0.139,0.71
1897,767.96,1328.0,2.58664,0.0356,0.98
1898,564.58,1270.0,1.6829346,0.0272,0.82
1899,10.17,465.0,34.1731714,0.2027,0.82
1900,58.15,644.0,5.70940492,0.052,0.7
1901,103.91,745.0,3.69298373,0.0389,0.7
1902,1.05,258.0,198.7112502,0.6253,0.8
1903,39.1,638.0,13.22713379,0.1027,0.8
1904,10.97,391.0,99.747622,0.3907,1.02
1905,4.98,393.0,134.2527298,0.512,1.15
1906,43.92,652.0,13.5225106,0.1063,0.84
1907,83.49,802.0,9.97683705,0.0849,0.87
1908,53.82,689.0,12.05707239,0.0984,0.86
1909,40.4,642.0,16.87727414,0.1245,0.9
1910,129.22,1391.0,3.12686223,0.0414,0.72
1911,57.52,711.0,16.2385,0.1235,1.02
1912,165.87,1912.0,14.80074836,0.1633,2.01
1913,73.59,749.0,9.7678805,0.0852,0.86
1914,124.91,769.0,5.90741354,0.0559,0.75
1915,307.06,1056.0,5.24867263,0.0596,1.15
1916,33.09,664.0,14.53244172,0.1083,0.84
1917,21.53,545.0,16.78176602,0.118,0.76
1918,121.04,873.0,9.10967112,0.0862,0.99
1919,5.84,410.0,88.40655258,0.392,0.99
1920,5.05,369.0,130.3546919,0.5183,0.99
1921,2.47,340.0,71.52530845,0.3091,0.73
1922,3.97,360.0,98.7180406,0.3982,1.02
1923,178.83,927.0,11.5231,0.1017,1.41
1924,58.44,782.0,8.6893073,0.0774,0.86
1925,126.2,841.0,7.76846622,0.0749,0.94
1926,51.95,573.0,26.9644317,0.1773,0.87
1927,124.07,857.0,11.79162572,0.1002,0.93
1928,31.7,616.0,31.0033814,0.2037,0.97
1929,20.17,459.0,43.3167737,0.2288,0.83
1930,10.16,455.0,49.7701438,0.2559,0.91
1931,4.96,379.0,44.96417488,0.2298,0.75
1932,47.03,722.0,17.42395198,0.1311,0.86
1933,10.52,486.0,59.6225257,0.3059,0.96
1935,216.09,997.0,2.50806,0.03106,0.76
1936,54.19,692.0,14.878296,0.1153,0.85
1937,8.57,544.0,52.6298417,0.2689,0.89
1938,6.93,377.0,153.343364,0.5545,1.22
1939,20.63,495.0,67.668827,0.3214,1.22
1940,133.56,867.0,10.56134221,0.0954,0.89
1941,94.61,879.0,4.88083852,0.0527,0.73
1942,4.72,384.0,55.6738309,0.2658,0.77
1943,61.32,602.0,14.20443009,0.1041,0.84
1944,562.22,1276.0,1.9214374,0.0279,0.84
1945,72.44,744.0,8.03755877,0.0719,0.81
1946,16.85,561.0,71.4517775,0.3475,1.4
1948,283.74,1037.0,4.72674,0.053,0.98
1949,8159.93,2362.0,0.92103214,0.0192,1.02
1950,111.11,894.0,3.9324613,0.0444,0.7
1951,129.53,906.0,9.1149903,0.0866,0.99
1952,17.88,524.0,52.0688601,0.2739,1.01
1953,5.83,394.0,33.8678531,0.1805,0.72
1954,20.0,610.0,61.0370117,0.3359,1.23
1955,390.64,1104.0,6.93366476,0.0715,1.26
1956,2142.63,1876.0,0.93846683,0.0182,0.93
1957,15.01,492.0,51.300634,0.2716,0.91
1958,3.99,364.0,100.8274113,0.4029,0.85
1959,153.14,907.0,6.53192704,0.065,0.85
1960,46.84,637.0,49.3568,0.2754,1.82
1961,106.21,781.0,26.723,0.1829,1.7
1962,257.78,975.0,13.749,0.1174,1.7
1963,153.91,869.0,11.04603384,0.0981,1.21
1964,258.7,1052.0,4.85386933,0.0569,1.14
1965,228.11,991.0,2.97041437,0.0378,0.76
1966,14.68,503.0,32.2968798,0.1885,0.81
1967,844.75,1319.0,4.59489604,0.0566,1.38
1968,568.38,1192.0,4.40966548,0.0544,1.15
1969,122.82,1357.0,5.93911982,0.0699,1.8
1970,58.9,1129.0,10.29672521,0.1009,0.61
1971,519.95,1218.0,2.53475627,0.0339,1.11
1972,198.72,931.0,20.310501,0.1549,1.99
1973,2108.07,1752.0,2.36436901,0.0382,1.5
1974,3273.32,2040.0,6.24658,0.0731,6.3
1975,127.24,852.0,13.93290318,0.1175,1.23
1976,3304.1,1783.0,1.34059747,0.0247,1.12
1977,137.66,879.0,15.86621821,0.1225,1.38
1978,21.99,537.0,41.6979976,0.2359,1.02
1979,185.77,928.0,5.08274652,0.0572,0.86
1980,875.42,1332.0,3.02166863,0.0417,1.25
1981,24.79,462.0,62.9228557,0.302,0.97
1982,274.85,842.0,10.3507721,0.0907,0.97
1983,24.88,556.0,40.1099547,0.223,0.93
1984,68.72,704.0,3.51749439,0.0378,0.57
1985,54.11,716.0,6.9913086,0.0679,0.73
1987,1339.66,2026.0,1.592851,0.0273,1.02
1988,18.9,523.0,38.9853,0.227,0.96
1989,48.23,661.0,19.23891,0.143,0.96
1990,62.2,640.0,19.17891293,0.1392,0.91
1991,37.11,616.0,5.8706191,0.0545,0.62
1992,354.22,855.0,8.0472642,0.077,1.04
1993,1.99,303.0,144.547396,0.5164,0.81
1994,106.58,771.0,2.80624233,0.0328,0.61
1995,119.88,896.0,9.803224,0.0916,0.85
1996,266.27,1034.0,6.33855761,0.0699,0.99
1997,18.2,556.0,13.7521072,0.1015,0.72
1998,44.33,486.0,53.44945593,0.2881,1.07
1999,30.23,540.0,52.75875577,0.2944,1.13
2000,954.59,1328.0,3.744439,0.0492,1.25
2001,7.85,417.0,70.6979061,0.328,0.9
2002,407.98,1089.0,7.63846023,0.0797,1.29
2003,109.84,785.0,20.42228798,0.1536,1.29
2004,231.43,1111.0,6.24146367,0.067,1.16
2005,124.65,830.0,18.11472949,0.1432,1.35
2006,204.18,964.0,5.69919514,0.0622,0.94
2007,163.05,818.0,12.98495573,0.1055,1.09
2008,259.03,903.0,3.98953967,0.0449,0.87
2009,538.57,1217.0,4.44448017,0.0552,1.09
2010,586.17,1622.0,7.71468975,0.0915,1.74
2012,29.13,580.0,33.3855938,0.2012,1.02
2013,27.01,501.0,25.9422033,0.165,0.77
2014,37.81,632.0,18.45847097,0.1301,0.81
2015,152.75,923.0,5.14438011,0.0549,0.77
2016,41.43,569.0,27.5073799,0.1771,1.11
2017,31.62,560.0,40.0686727,0.2234,1.13
2018,68.02,749.0,20.5533844,0.1542,1.27
2019,553.06,1230.0,2.57885507,0.0362,1.08
2020,79.72,640.0,22.0459018,0.1572,1.14
2021,54.87,691.0,21.3587621,0.1539,1.02
2022,4.66,403.0,191.2318,0.676,1.82
2023,9.2,478.0,114.73635,0.481,1.82
2024,17.23,494.0,40.4287755,0.2244,0.95
2025,417.03,1047.0,5.03251791,0.0575,0.89
2026,2.72,327.0,150.242127,0.5375,0.91
2027,196.13,996.0,2.61703254,0.0331,0.71
2028,46.36,694.0,14.16399294,0.1057,0.92
2029,464.76,1143.0,5.83376092,0.0687,1.0
2030,117.83,718.0,15.59461874,0.122,0.95
2031,547.29,1097.0,3.14866453,0.039,0.84
2032,197.29,966.0,3.94963138,0.0463,0.78
2033,233.62,1050.0,5.10137945,0.058,1.06
2034,14.9,528.0,20.38177573,0.1345,0.77
2035,6.34,399.0,76.13602028,0.3403,0.91
2036,5.75,390.0,85.35129427,0.3751,0.99
2037,153.5,824.0,8.02768059,0.0787,0.93
2038,405.18,996.0,7.8866311,0.0762,1.03
2039,499.3,1187.0,7.16892463,0.0779,1.55
2040,92.13,565.0,44.9309804,0.2654,1.16
2041,103.83,900.0,8.50699658,0.0802,0.85
2042,329.28,995.0,7.19303878,0.0744,1.09
2043,24.32,559.0,25.216751,0.163,0.89
2044,38.39,626.0,17.91323,0.13,0.89
2045,61.93,706.0,12.513,0.1007,1.24
2046,107.03,809.0,8.306,0.0766,1.24
2047,3.12,325.0,394.6244904,1.1088,1.64
2048,794.78,1086.0,6.91134416,0.072,1.2
2049,292.31,1054.0,2.3432319,0.0315,0.77
2050,35.28,624.0,19.80792185,0.1399,0.91
2051,772.5,1361.0,0.92785982,0.017,0.75
2052,89.65,713.0,2.61302086,0.0298,0.57
2053,890.33,1523.0,2.05387982,0.0313,1.03
2054,588.95,1252.0,1.21956827,0.0204,0.73
2055,1.65,416.0,124.4198398,0.479,0.81
2056,25.3,572.0,44.552169,0.25,1.17
2057,48.29,672.0,27.434389,0.181,1.17
2058,584.24,1254.0,4.224537,0.052,1.17
2059,132.23,865.0,12.883,0.1072,1.43
2060,222.19,985.0,8.726,0.0827,1.43
2061,46.3,626.0,37.8144514,0.2341,1.31
2062,61.09,777.0,15.74957994,0.1266,0.96
2063,55.97,701.0,16.56059504,0.1144,0.81
2064,135.8,869.0,11.36112327,0.1013,1.04
2065,170.33,921.0,11.41909375,0.107,1.11
2066,11.85,378.0,13.32388301,0.0862,0.66
2067,8.31,382.0,18.7546998,0.1139,0.62
2068,256.83,965.0,7.1396941,0.075,0.9
2069,266.25,992.0,5.62153941,0.0603,0.97
2070,160.18,907.0,11.29695137,0.1033,1.11
2071,28.81,569.0,5.169796,0.051,0.59
2072,5.9,362.0,20.09,0.11796,0.61
2073,15.41,460.0,9.77,0.07295,0.61
2074,247.47,857.0,6.88337562,0.0678,0.97
2075,1835.16,1848.0,0.56785714,0.0125,0.77
2076,23.6,574.0,51.92927591,0.2742,0.91
2077,827.22,1305.0,4.48758907,0.0528,1.15
2078,261.63,981.0,8.1818246,0.0759,1.08
2079,734.46,1270.0,3.77360059,0.0453,1.08
2080,454.6,1231.0,4.51436633,0.055,1.22
2081,803.35,1277.0,4.16809082,0.0507,0.96
2082,535.19,1239.0,3.22296927,0.0412,1.08
2083,496.82,1215.0,1.92279873,0.029,0.8
2084,16.23,554.0,127.8338098,0.5829,1.36
2086,144.34,926.0,5.902206,0.063,0.95
2087,484.35,1253.0,2.382961,0.034,0.95
2088,8.04,450.0,51.54,0.2626,0.9
2089,19.56,562.0,26.44,0.1683,0.9
2090,9.91,485.0,33.1995648,0.1894,0.81
2091,100.78,786.0,10.03538581,0.0886,0.92
2092,550.2,1124.0,3.99010623,0.0493,1.03
2093,50.56,668.0,10.50682565,0.0895,0.85
2094,979.14,1374.0,8.57503552,0.0888,3.42
2095,935.12,1164.0,6.1469851,0.0695,1.22
2096,56.04,817.0,19.12947337,0.1439,0.93
2097,421.92,1163.0,10.11716531,0.1024,1.71
2098,78.59,730.0,23.58447697,0.1583,1.24
2099,350.6,1105.0,4.59725385,0.055,1.04
2100,7.51,418.0,20.837846,0.128,0.59
2101,15.62,502.0,12.04,0.08347,0.59
2102,39.95,635.0,5.955,0.0522,0.59
2103,13.15,478.0,55.63934,0.2901,0.98
2104,726.72,1322.0,0.63133235,0.0116,0.71
2105,7.45,418.0,117.93108781,0.4884,1.06
2106,413.6,1089.0,8.09219642,0.0764,1.16
2107,86.47,743.0,30.8638931,0.1978,1.65
2108,141.84,890.0,9.65185017,0.0872,1.05
2109,83.43,779.0,14.37457351,0.1137,1.05
2110,20.88,543.0,50.28638192,0.2678,1.12
2111,13.51,489.0,40.0587473,0.2265,0.9
2112,14.44,419.0,11.41928253,0.0795,0.63
2113,44.87,675.0,14.13176026,0.1106,0.82
2115,750.96,1054.0,0.9867873,0.0175,0.68
2116,94.78,629.0,4.64489,0.0491,0.68
2117,164.62,722.0,3.07222,0.0372,0.68
2118,36.48,495.0,9.52355,0.0792,0.68
2119,54.38,547.0,7.05246,0.0648,0.68
2120,1444.88,1680.0,3.5224991,0.0474,1.49
2121,150.25,893.0,15.19419956,0.1214,1.59
2122,6.36,433.0,133.4605235,0.5167,0.93
2123,141.89,864.0,13.71933369,0.1174,1.29
2124,90.1,605.0,27.07237711,0.181,0.95
2125,962.26,1109.0,6.40087618,0.0662,1.09
2126,26.79,580.0,29.6193421,0.1817,0.96
2127,299.97,952.0,11.13125132,0.1036,1.38
2128,617.41,1177.0,4.24153639,0.0491,0.97
2129,176.03,852.0,11.30119217,0.0988,1.12
2130,140.06,939.0,14.5539759,0.1256,1.47
2131,38.27,634.0,13.73469807,0.101,0.8
2132,18.78,511.0,81.0659,0.386,1.3
2133,33.87,592.0,52.0902,0.287,1.3
2134,79.77,734.0,27.4029,0.187,1.3
2135,205.4,929.0,13.4845,0.117,1.3
2136,312.34,1419.0,8.63847725,0.0951,1.02
2137,357.19,984.0,8.39846269,0.0835,1.23
2138,493.55,1115.0,0.9283105,0.0159,0.62
2139,3.66,348.0,53.5293487,0.2548,0.74
2140,163.86,753.0,1.97376093,0.025,0.71
2141,194.38,688.0,31.5922646,0.1967,1.32
2142,117.33,840.0,7.05395,0.0684,0.87
2143,229.1,991.0,4.29264638,0.0491,0.89
2144,3.99,350.0,158.6853308,0.5444,1.01
2145,44.4,629.0,13.2140732,0.1019,0.78
2146,4572.56,2099.0,0.67737516,0.015,1.02
2148,15.03,425.0,7.09714223,0.0533,0.44
2149,216.57,977.0,3.75574426,0.0453,0.77
2150,33.95,569.0,5.72812599,0.0519,0.56
2151,135.08,904.0,4.89718784,0.0523,0.78
2152,1496.75,1612.0,0.97486893,0.0187,0.84
2153,451.18,1422.0,11.0895723,0.1114,2.42
2154,490.71,1160.0,3.74910006,0.047,1.01
2155,264.58,866.0,12.99207337,0.1071,1.11
2156,339.3,890.0,8.73485836,0.0843,1.05
2157,209.75,1941.0,4.15244722,0.0616,0.92
2158,833.59,2740.0,1.47532231,0.0309,0.92
2159,27.74,1171.0,18.92540274,0.1694,0.92
2160,432.87,1440.0,3.57878087,0.04501,0.99
2161,86.76,803.0,15.9870174,0.1297,1.28
2162,241.13,1037.0,7.42608998,0.0778,1.28
2163,40.59,618.0,11.3910025,0.092,0.78
2164,9.37,366.0,161.5280101,0.5874,0.94
2165,227.15,990.0,6.10027804,0.066,1.15
2166,48.95,641.0,27.6655226,0.1754,1.06
2167,160.46,875.0,7.33683936,0.0724,0.89
2168,974.09,1414.0,1.19655156,0.0205,0.8
2169,1065.73,1302.0,3.7705521,0.0493,1.08
2170,95.45,767.0,10.12804789,0.0874,0.93
2171,453.65,1139.0,2.46697439,0.0333,0.85
2172,84.41,748.0,8.70419416,0.0772,0.85
2173,3583.67,2140.0,1.5449298,0.0274,1.32
2174,19.02,533.0,41.805985,0.2329,1.04
2175,588.4,1144.0,8.1934719,0.0785,1.42
2176,173.17,843.0,20.4966197,0.1447,1.42
2177,1211.82,1372.0,4.75793986,0.0547,1.42
2178,349.19,1005.0,12.1097104,0.1019,1.42
2179,3345.45,1734.0,1.02267882,0.019,1.13
2180,2174.33,1741.0,1.22486632,0.0219,0.79
2181,302.57,1016.0,2.85313364,0.0367,0.77
2182,889.89,1331.0,1.26909037,0.0214,0.77
2183,216.47,758.0,14.5596237,0.116,1.08
2184,41.67,641.0,5.74772501,0.054,0.65
2185,45.28,632.0,18.82747265,0.1353,0.83
2186,39.01,679.0,17.44490636,0.1263,0.84
2187,778.59,1537.0,4.08899022,0.0533,1.23
2188,255.74,1163.0,9.42887179,0.093,1.23
2189,106.48,767.0,8.8849116,0.0818,0.89
2190,24.63,454.0,17.31716585,0.1054,0.75
2191,439.78,938.0,7.40742793,0.0745,1.1
2192,0.14,203.0,1752.92067283,2.906141,1.06
2212,464.96,1311.0,3.98442,0.049,1.05
2221,275.64,1089.0,11.8143,0.1066,1.75
2233,2898.0,2042.0,1.0391353,0.02085,1.04
2234,543.8,1344.0,3.6451398,0.04813,1.04
2242,7.42,385.0,55.087,0.262,0.87
2243,0.1,156.0,2041.54151819,3.167126,1.09
2255,41.92,751.0,9.4897116,0.0805,0.73
2283,148.89,973.0,15.572098,288.6525,1.34
2284,55.62,697.0,31.70648,4535.11,1.34
2301,661.0,1411.0,0.9809734,0.01782,0.72
2322,219.28,1060.0,7.713057,0.0787,1.08
2324,10.03,757.0,10.28891,0.089,0.84
2331,989.7,1572.0,3.58599,0.048,1.31
2332,512.0,1326.0,5.97293,0.0674,1.31
2333,217.0,1075.0,11.23,0.1027,1.31
2341,54.1,703.0,19.3044,0.137,0.98
2342,1915.0,1841.0,1.6739035,0.0301,1.24
2345,62.1,798.0,1.9741954,0.0242,0.48
2346,95.58,928.0,8.2669928,0.0833,0.97
2348,762.0,1360.0,4.733999,0.0581,1.76
2349,9.84,734.0,39.93767,0.2257,5.15
2353,170.93,1098.0,5.817685,0.0642,1.24
2354,40.0,701.0,11.3909311,0.0943,0.82
2355,33.06,619.0,20.272615,0.143,0.88
2356,78.6,325.4336719277119,4.655411,0.048,0.67
2357,145.8,868.0,1.2916,0.0189,0.51
2358,21.4,537.0,5.444017,0.0492,0.51
2359,4.3,309.71051816884136,50.92092,0.245,0.73
2360,54.9,666.0,7.727283,0.0698,0.71
2361,310.0,1003.0,8.28212,0.0802,1.01
2362,35.1,309.65125790314084,9.562742,0.078,0.67
2363,89.5,738.0,5.1857539,0.0629,0.67
2364,79.9,769.0,2.2193023,0.0373,0.59
2365,2.9,338.0,30.951524,0.1649,0.59
2366,8.7,442.0,6.413651,0.049,0.39
2367,2.0,301.7641187945838,21.750264,0.121,0.4
2368,35.3,601.0,7.385655,0.0656,0.65
2369,105.6,809.0,3.588163,0.0411,0.66
2370,68.8,327.4718412843215,5.675819,0.056,0.78
2371,4.5,305.1654700253534,8.239493,0.057,0.36
2372,22.8,511.0,39.91488,0.2114,0.78
2373,136.4,334.4987126713722,2.49412,0.032,0.74
2374,3842.25,2062.0,0.369311,0.0095,0.81
2375,293.37,1586.0,9.1751,0.0916,3.85
2379,1.8,296.0,26.5841,0.1346,0.46
2381,11.9,425.0,17.307137,0.11728,0.66
2384,486.0,1157.0,2.35309,0.03385,0.86
2385,279.0,1012.0,3.56004,0.04461,0.86
2386,160.0,888.0,5.40479,0.05893,0.86
2387,91.1,757.0,8.26146,0.0782,0.86
2388,51.0,653.0,12.75758,0.10447,0.86
2389,9.29,445.0,41.96797,0.23109,0.86
2391,8.0,488.0,8.36802,0.0627,0.45
2392,204.0,962.0,6.569188,0.068,1.06
2395,20.7,534.0,2.6446,0.0248,0.33
2397,200.1,353.55856750262245,0.961918,0.0159,0.31
2398,48.8,323.89950424245603,4.38395,0.0454,0.63
2399,26.5,314.54052378239845,6.9226,0.0616,0.63
2400,16.8,307.5900804139634,9.7579,0.0774,0.63
2401,7.0,305.7774970806301,11.332,0.083,0.57
2402,48.0,676.0,11.8104,0.091,0.68
2403,4.9,305.43208041396343,10.59357,0.0727,0.44
2404,20.8,566.0,3.835476,0.0373,0.45
2405,2.9,337.0,32.6479,0.1716,0.61
2406,11.8,497.0,7.51574,0.0614,0.53
2407,57.5,715.0,3.67626,0.0405,0.63
2408,20.5,552.0,7.95486,0.0677,0.63
2409,19.9,708.0,6.342,0.0562,0.58
2410,7.0,583.0,13.85,0.0946,0.58
2411,1.67,381.0,40.718,0.1937,0.58
2417,44.5,658.0,7.6188,0.0667,0.66
2418,13.1,485.0,19.07863,0.1229,0.66
2426,37.08,629.0,14.101361,288.6525,0.8
2428,229.0,1131.0,9.97857,0.0999,1.46
2431,879.5,1515.0,0.658524,0.01306,0.7
2432,32.4,664.0,7.814,0.0679,0.7
2433,13.95,538.0,14.697,0.1035,0.7
2437,95.77,455.0,19.562307,0.126,0.68
2443,1.01,284.0,32.939623,0.1429,0.41
2445,67.0,802.0,8.8656511,0.0734,0.72
2447,146.9,969.0,4.7369683,0.0526,0.79
2460,230.63,1026.0,7.810253,0.0785,1.19
2463,87.7,854.0,7.9222,0.074,0.82
2464,48.8,745.0,11.8993,0.0971,0.82
2465,583.5,1252.0,2.5081,0.0344,0.82
2479,116.2,913.0,3.2253993,0.0382,0.68
2480,38.6,694.0,7.3744897,0.0662,0.68
2492,10.0,500.0,9.325038,0.076,0.65
2493,5.1,420.0,15.50192,0.107,0.65
2496,60.65,542.0,9.795647,0.0785,0.68
2500,248.0,1103.0,2.1748,0.028,0.72
2506,114.0,2100.0,0.381073,0.009,0.58
2509,87.06,801.0,15.387063,0.1211,1.09
2522,312.16,1030.0,11.168454,0.10356,1.16
2523,273.0,1121.0,2.4675,0.03308,0.71
2524,67.1,790.0,7.06005,0.06666,0.71
2525,12.9,523.0,24.3645,0.15224,0.71
2526,1860.0,1828.0,2.18053539,0.03558,1.26
2527,552.64,1587.0,3.20466,0.046,1.59
2531,60.1,709.0,20.88977,0.154,1.16
2532,23.4,560.0,42.3391,0.247,1.16
2546,9.91,494.0,3.48456408,0.0287,0.29
2550,365.82,1238.0,4.00167,0.0506,1.1
2558,5.8,430.0,14.5665,0.0962,0.52
2559,2520.03,1957.0,2.6266657,0.0404,1.69
2560,180.0,1046.0,11.633478,0.1034,1.64
2563,9.58,490.0,19.482,0.1249,0.7
2570,116.0,902.0,6.771315,0.06702,0.89
2573,73.77,893.0,8.562421,0.077,0.99
2577,126.31,1166.0,3.2809626,0.0277,0.69
2578,25.21,653.0,8.4388385,0.0881,0.69
2580,195.73,958.0,6.326763,0.0675,0.97
2583,30.1,568.0,2.260455,0.0214,0.29
2588,42.6,653.0,4.795069,0.04771,0.61
2589,234.31,1089.0,3.471745,0.03817,0.79
2590,50.35,741.0,7.138048,0.0824,0.79
2591,24.61,620.0,10.45582,0.1178,0.79
2592,10.5,501.0,14.76289,0.18041,0.79
2597,293.0,1171.0,3.2588321,0.04217,0.86
2600,633.0,1301.0,2.225177,0.03261,0.9
2601,67.0,795.0,16.9841,0.13,1.09
2604,120.04,852.0,4.024867,0.0451,0.7
2605,5.8,504.0,10.054626,0.074,0.56
2606,1.77,374.0,24.646582,0.1345,0.56
2607,0.8,282.0,44.55646,0.2097,0.56
2608,299.0,1092.0,4.098503,0.04839,0.84
2609,512.9,1214.0,3.38628,288.6525,1.24
2610,1272.0,356.0793646003873,1.25785,0.022,0.78
2611,7.45,460.0,3.1443189,288.6525,0.2
2617,77.7,837.0,8.992,0.0795,0.86
2618,25.6,634.0,20.66093,0.13843,0.86
2619,14.5,550.0,31.71701,0.18422,0.86
2622,68.55,701.0,2.298,0.041,0.58
2628,45.7,650.0,12.4551225,0.1016,0.82
2630,212.84,969.0,13.774798,288.6525,1.5
2634,102.13,826.0,14.759287,288.6525,1.22
2635,359.23,1380.0,5.113981,288.6525,1.49
2641,911.46,1687.0,2.9956348,0.0442,1.42
2647,34.6,722.0,3.35585,288.6525,0.49
2649,8.81,450.0,26.201446,288.6525,0.7
2651,128.99,908.0,4.688418,288.6525,0.85
2654,211.0,979.0,2.399964,0.031,0.62
2655,68.0,766.0,5.608352,0.055,0.62
2662,33.06,735.0,15.466805,288.6525,0.99
2668,529.0,1224.0,1.422614,0.0223,0.72
2669,90.0,788.0,5.3410507,0.05574,0.73
2677,213.3,974.0,4.44117,0.0511,0.85
2678,130.3,861.0,6.42904,0.0654,0.85
2679,45.7,663.0,14.09189,0.1103,0.85
2680,735.85,1328.0,2.14084,288.6525,0.97
2681,198.09,957.0,3.114905,288.6525,0.74
2691,426.0,1266.0,4.01593,0.04994,1.06
2692,117.0,916.0,10.56103,0.09514,1.06
2710,1356.0,1670.0,4.60543,0.05708,2.97
2711,474.71,1300.0,3.312792,288.6525,0.97
2723,9668.66,2529.0,0.759978,288.6525,1.54
2724,15.6,563.0,10.003417,0.078,0.57
2730,146.58,969.0,3.435471,288.6525,0.77
2736,619.04,331.8608484830802,3.2141,0.0511,1.38
2737,243.52,327.8934574459376,5.9382,0.0586,0.98
2738,921.75,442.0443015869026,0.8094,0.0117,0.7
2739,69.53,325.4336719277119,5.3301,0.0426,0.7
2740,72.11,326.0014738600791,4.3696,0.0487,0.73
2741,56.13,323.9537573849833,6.669,0.0552,0.73
2742,44.1,321.8517877673603,6.68796,0.0617,0.64
2743,49.0,939.0,3.471149,0.03784,0.54
