,insolation_flux_earth,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius]
4599,9805.45,2537.0,1.13854338,0.022,1.27
4600,1705.76,1681.0,1.09366356,0.0206,0.88
4601,4.79,330.0,308.5471,0.9625,1.51
4602,196.51,955.0,5.71668872,0.0599,0.86
4603,5.38,384.0,138.9442,0.5329,1.11
4604,0.19,166.0,364.758031,0.8507,0.67
4605,713.17,1800.0,1.4444538,0.0245,0.77
4606,1.99,346.0,175.138819,0.6095,1.03
4607,1.57,301.0,133.3036741,0.4765,0.8
4608,28.11,561.0,33.040532,0.198,1.0
4609,12.07,454.0,62.303276,0.303,1.0
4610,53.0,657.0,20.54981883,0.1415,0.98
4611,480.4,1140.0,3.93276465,0.047,0.98
4612,139.88,838.0,9.91935684,0.0871,0.98
4613,0.85,266.0,125.4131177,0.4426,0.69
4614,75.56,1048.0,8.40691199,0.0781,0.81
4615,518.44,1160.0,3.95116882,0.0479,0.99
4616,786.08,1287.0,2.89223021,0.0389,0.99
4617,297.81,1010.0,5.99273738,0.0632,0.99
4618,370.0,1065.0,5.10115756,0.0567,0.99
4619,375.65,1774.0,6.96710269,0.0867,1.65
4620,0.83,269.0,168.811174,0.5421,0.74
4621,1.41,274.0,163.692349,0.5442,0.8
4622,36.3,671.0,19.5974971,0.1366,0.93
4623,5760.94,3186.0,0.69297968,0.0165,1.18
4624,1.93,350.0,124.828679,0.4679,0.97
4625,1.18,286.0,214.886545,0.6687,0.84
4626,23.5,614.0,5.931194,0.056,0.62
4627,1.28,286.0,52.661793,0.242,0.62
4628,2.31,348.0,225.582809,0.7681,1.11
4629,60.42,722.0,24.4973698,0.1772,1.22
4630,1.85,268.0,184.771853,0.6045,0.78
4631,166.11,926.0,4.24261881,0.0481,0.81
4632,1.01,288.0,198.088774,0.6314,0.81
4633,483.26,959.0,8.10501635,0.0805,1.06
4634,92.14,797.0,8.82713457,0.0829,0.95
4635,645.54,1287.0,3.74032496,0.049,1.17
4636,189.89,1019.0,3.50470358,0.0419,0.79
4637,1620.06,1609.0,0.97191543,0.018,0.82
4638,135.08,867.0,4.973456,0.054,0.81
4639,28.64,588.0,15.906801,0.117,0.81
4640,593.92,1269.0,3.03195744,0.0397,1.02
4641,2364.81,1682.0,1.00520701,0.0194,1.11
4642,31.77,554.0,64.2737752,0.3308,1.05
4643,390.57,1134.0,3.43276598,0.0442,0.99
4644,41.51,635.0,18.0540381,0.1327,0.9
4645,510.57,1234.0,1.53818844,0.0241,0.73
4646,2340.98,1871.0,0.53991524,0.0121,0.81
4647,2.72,330.0,153.979578,0.552,0.93
4648,72.57,729.0,20.925392,0.1499,1.19
4649,495.65,1222.0,5.79180156,0.0654,1.4
4650,1572.31,1546.0,1.732342,0.028,1.04
4651,101.75,779.0,13.5405,0.11,1.04
4652,244.06,969.0,7.02573474,0.0698,1.03
4653,76.46,836.0,26.548955,0.1784,0.89
4654,757.13,1476.0,3.38555488,0.0432,1.39
4655,583.52,1293.0,5.49548621,0.0614,0.95
4656,1343.11,1379.0,2.6157554,0.0364,1.0
4657,289.78,1003.0,6.9424334,0.0743,1.08
4658,803.68,1312.0,2.55314213,0.0366,0.92
4659,156.61,1059.0,6.98471973,0.0726,1.06
4660,57.75,1125.0,6.30560247,0.0657,0.74
4661,1486.44,1700.0,1.45088691,0.0252,0.86
4662,396.64,1139.0,0.84990789,0.014,0.7
4663,13.63,500.0,16.709184,0.111,0.62
4664,6.68,418.0,28.551383,0.158,0.62
4665,83.09,733.0,56.6449279,0.323,2.15
4666,470.86,1108.0,6.28385491,0.0674,1.23
4667,2.5,354.0,4.83817712,0.0316,0.3
4668,124.31,788.0,9.32807355,0.085,0.91
4669,162.54,886.0,13.3997099,0.1168,1.13
4670,182.94,1064.0,3.5827463,0.0445,0.91
4671,105.77,1013.0,15.6049212,0.1266,1.75
4672,254.7,981.0,9.4060467,0.0878,1.22
4673,359.79,925.0,7.84931739,0.0726,0.99
4674,5228.78,2102.0,0.99166527,0.0205,1.25
4675,33.46,447.0,10.139623,0.082,0.66
4676,4.79,275.0,43.595792,0.218,0.66
4677,171.48,1020.0,7.61760804,0.0772,1.16
4678,439.43,892.0,8.18504949,0.0794,1.16
4679,1918.34,1202.0,3.05710069,0.04,1.28
4680,0.89,260.0,174.509835,0.546,0.77
4681,672.41,1360.0,2.71603809,0.0396,1.08
4682,185.57,980.0,4.56380468,0.051,0.8
4683,33.38,471.0,66.373379,0.3237,0.92
4684,1431.31,1497.0,2.94654179,0.0427,1.39
4685,308.46,1236.0,4.34195123,0.0527,1.09
4686,8.2,407.0,122.363553,0.4823,0.99
4688,396.62,1134.0,4.309397,0.05511,1.12
4689,84.85,771.0,13.699429,0.1192,1.12
4691,0.46,209.0,386.370548,0.9712,0.82
4692,90.04,786.0,7.29804993,0.0689,0.83
4693,999.75,1507.0,2.20921951,0.0336,1.07
4694,124.51,1159.0,11.17931605,0.1074,1.36
4695,1269.46,1522.0,2.27163926,0.0351,1.31
4696,3567.57,2023.0,0.68368426,0.0089,0.76
4697,16.73,528.0,85.7565495,0.3912,0.82
4698,1.29,324.0,196.435224,0.6421,0.86
4699,449.63,913.0,13.6473676,0.1075,1.21
4700,33.22,612.0,16.4735686,0.1126,0.72
4701,12.97,429.0,114.34219,0.4679,1.27
4702,123.4,868.0,4.921355,0.054,0.81
4703,76.2,769.0,7.06424,0.068,0.81
4704,56.21,750.0,8.70181574,0.0777,0.87
4705,146.22,1243.0,5.1762429,0.0586,0.93
4706,269.25,1030.0,3.91795101,0.0482,0.94
4707,6797.62,1926.0,1.5184299,0.0264,1.12
4708,276.37,981.0,3.9466141,0.0471,0.76
4709,31.17,658.0,47.3126192,0.2788,1.05
4710,724.86,1337.0,6.76284377,0.0761,1.34
4711,64.69,736.0,27.4785572,0.181,1.22
4712,903.91,1267.0,6.10826019,0.0706,1.65
4713,74.64,797.0,23.6225913,0.1611,1.0
4714,305.95,961.0,6.919798,0.069,0.96
4715,77.05,681.0,19.446355,0.137,0.96
4716,7.92,428.0,101.951829,0.4322,1.23
4717,14.05,469.0,92.263714,0.4204,1.24
4718,236.0,922.0,10.8118737,0.0994,1.5
4719,243.08,1000.0,4.36128348,0.0518,1.0
4720,6.01,540.0,3.29030452,0.0327,0.47
4721,3.77,350.0,287.378949,0.8748,0.94
4722,1328.65,1352.0,4.13962966,0.0537,1.85
4723,143.12,794.0,7.20283653,0.0643,0.84
4724,0.79,240.0,76.378033,0.2952,0.52
4725,315.46,1081.0,3.87595807,0.0485,1.01
4726,115.61,906.0,7.810937,0.078,0.92
4727,30.24,648.0,21.347262,0.152,0.92
4728,0.26,182.0,509.997402,1.1218,0.63
4729,446.92,1122.0,4.09513932,0.0511,0.95
4730,6.06,369.0,448.303558,0.6762,1.19
4731,26.26,925.0,186.404271,0.3875,1.32
4732,0.54,282.0,374.876239,1.0525,0.89
4733,0.4,200.0,469.63111,1.117,0.85
4734,1.22,248.0,425.47785,1.1546,1.02
4735,337.78,1093.0,6.10960324,0.0596,1.02
4736,2.76,304.0,259.33683,0.745,0.95
4737,187.85,1003.0,9.878482,0.0932,1.18
4738,370.92,1141.0,5.03503,0.058,1.15
4739,131.49,881.0,10.945723,0.097,1.15
4740,35.89,637.0,28.986769,0.187,1.15
4741,537.4,1228.0,7.5844126,0.0836,1.43
4742,82.83,908.0,19.672266,0.1473,1.19
4743,42.15,767.0,32.657212,0.2065,1.19
4744,39.91,895.0,12.2057513,0.1016,0.84
4745,89.63,1095.0,6.6513802,0.0678,0.84
4746,137.75,799.0,5.342657,0.0531,0.86
4747,31.86,606.0,21.0907758,0.142,0.86
4748,138.54,754.0,16.1779561,0.1285,1.02
4749,4.2,365.0,4.48558383,0.0295,0.26
4751,2.21,307.0,8.689099,0.0514,0.23
4752,0.75,234.0,19.53527,0.0649,0.23
4753,59.8,716.0,8.180848,0.072,0.77
4754,25.93,581.0,15.31299,0.11,0.77
4755,54.56,602.0,1.53818001,0.0167,0.33
4756,5.65,393.0,9.87863917,0.0692,0.5
4757,0.81,268.0,38.09722,0.1654,0.38
4758,0.98,284.0,140.2524,0.4706,0.69
4759,0.3,206.0,1047.8356,2.026,1.18
4760,155.0,863.0,11.8728787,0.103,1.03
4761,24.94,651.0,31.562,0.1974,1.1
4763,4055.29,2034.0,3.84937278,0.0544,2.89
4764,77.54,772.0,7.650254,0.072,0.74
4765,10.51,468.0,34.260281,0.195,0.74
4766,651.41,1313.0,1.55400393,0.0246,0.83
4767,0.88,243.0,175.06,0.633,0.76
4768,4.07,362.0,17.6046,0.1072,0.63
4769,85.46,776.0,14.3868,0.1137,1.07
4770,159.04,906.0,11.9548,0.1006,0.78
4771,48.23,672.0,25.8476,0.1761,1.15
4772,26.34,578.0,40.7157,0.2383,1.15
4773,17.31,655.0,83.5781,0.4256,1.09
4774,63.79,721.0,15.434,0.124,1.02
4775,18.66,530.0,9.51216,0.0745,0.71
4776,199.28,958.0,1.60932005,0.0228,0.6
4777,122.5,918.0,4.3931539,0.04825,0.75
4778,61.18,771.0,7.406106,0.0684,0.75
4779,14.49,538.0,21.80379,0.1404,0.75
4780,0.08,134.0,1071.23205,1.883,0.75
4781,67.67,731.0,20.4998,0.1528,1.52
4782,202.48,962.0,4.16787,0.0491,0.93
4783,7.56,423.0,150.878,0.5726,1.09
4784,33.01,611.0,33.7888,0.2127,1.13
4785,7.13,417.0,62.5611,0.3017,0.88
4786,11.1,465.0,63.0382,0.3076,1.13
4787,33.45,782.0,29.9221,0.1954,1.06
4788,60.81,712.0,22.064,0.1624,1.25
4789,2.78,329.0,147.974,0.5302,0.83
4790,103.3,813.0,9.75376,0.0892,0.87
4791,725.06,1240.0,4.425391,0.056,1.11
4792,169.0,862.0,13.193242,0.116,1.11
4793,83.63,771.0,8.77424,0.0784,0.72
4794,5.33,442.0,69.8956,0.32,0.76
4795,54.74,694.0,14.8334,0.1134,0.84
4796,47.32,669.0,15.0337,0.1182,0.9
4797,3.42,347.0,47.7055,0.2253,0.67
4798,36.01,625.0,20.4905,0.1485,0.84
4799,164.38,913.0,9.30987,0.0866,1.2
4800,30.22,598.0,5.77954,0.0532,0.73
4801,84.01,772.0,5.62012,0.0577,0.75
4802,141.04,879.0,8.483,0.0798,1.0
4803,195.22,962.0,3.250619,0.04,0.76
4804,82.85,776.0,6.195469,0.062,0.76
4805,55.53,702.0,8.348125,0.075,0.76
4806,28.55,595.0,13.767102,0.105,0.76
4807,2.44,321.0,87.090195,0.359,0.76
4808,1.2,267.0,234.636,0.7097,0.86
4809,641.53,1283.0,3.8482,0.0495,1.13
4810,153.48,897.0,5.95966,0.0646,0.87
4811,100.37,807.0,12.0999,0.1011,0.88
4812,296.73,1059.0,5.36370993,0.0588,1.1
4813,197.66,956.0,3.89526,0.0449,0.76
4814,198.57,957.0,4.7329,0.0529,0.99
4815,10.04,454.0,65.9409,0.3244,1.2
4816,37.3,630.0,33.4969,0.2008,0.77
4817,784.51,1351.0,1.2107,0.0203,0.74
4818,245.65,1010.0,3.49082,0.0418,0.73
4819,1481.77,1570.0,1.4857108,0.02591,1.01
4820,136.52,899.0,7.930592,0.08,1.03
4821,50.68,702.0,16.665863,0.131,1.03
4822,2.77,329.0,234.239,0.7576,1.09
4823,1.31,273.0,169.134,0.5608,0.84
4824,22.4,555.0,18.5012,0.1275,0.73
4825,0.34,254.0,988.88112,2.027,1.7
4826,91.74,789.0,9.03502,0.08,1.26
4828,0.56,311.6025017546999,737.1131,1.64,1.12
4829,10.02,472.0,65.70459747,0.3192,1.04
4830,304.18,1053.0,4.166972,0.05,0.84
4831,78.91,752.0,11.463462,0.098,0.84
4832,15.1,497.0,39.595519,0.223,0.84
4833,49.29,694.0,14.91110039,0.1159,0.9
4834,47.39,669.0,21.06080055,0.1463,1.03
4835,5.52,391.0,13.81499958,0.0903,0.51
4836,150.48,900.0,18.01160049,0.1469,1.46
4837,522.13,1211.0,10.27530003,0.1047,2.09
4838,33.49,646.0,35.59730148,0.2178,1.21
4839,6.22,408.0,35.58100128,0.1916,0.68
4840,87.69,780.0,30.65279961,0.2014,1.64
4841,3.33,345.0,135.1880035,0.4878,0.91
4842,649.26,1287.0,6.14955998,0.0674,1.78
4843,639.48,1256.0,2.940309,0.04,1.08
4844,227.22,970.0,6.388996,0.068,1.08
4845,75.29,736.0,14.627119,0.118,1.08
4846,23.43,550.0,35.118736,0.211,1.08
4847,55.86,697.0,12.70639992,0.1043,0.84
4848,172.6,924.0,4.59238005,0.0519,0.8
4849,76.14,753.0,9.17856979,0.0819,0.79
4850,24.54,568.0,39.75289917,0.2249,1.01
4851,234.98,999.0,6.45442009,0.0683,0.94
4852,74.26,767.0,16.71990013,0.1302,1.08
4853,27.09,582.0,18.39629936,0.1306,0.8
4854,77.75,757.0,9.02929974,0.0796,0.82
4855,145.48,886.0,4.78299999,0.0535,0.81
4856,29.68,595.0,4.22097015,0.0418,0.52
4857,599.5,1179.0,4.263742,0.048,0.95
4858,258.42,956.0,8.005777,0.074,0.95
4859,113.75,833.0,13.81019974,0.1131,1.14
4860,13.18,486.0,21.76129913,0.1401,0.72
4861,27.05,699.0,32.31240082,0.2015,1.49
4862,257.11,1021.0,9.22957993,0.0933,1.25
4863,222.91,985.0,6.7968502,0.0714,0.97
4864,15.01,502.0,7.71792984,0.0621,0.51
4865,24.27,566.0,37.81029892,0.2188,0.97
4866,5.09,383.0,64.61750031,0.297,0.88
4867,198.67,957.0,7.67463016,0.0781,1.0
4868,117.5,839.0,7.34370995,0.0697,0.76
4869,24.42,553.0,13.98179,0.1,0.62
4870,5.3,377.0,44.000529,0.214,0.62
4871,0.53,212.0,247.35373,0.677,0.62
4872,127.95,858.0,8.17240047,0.0779,0.91
4873,33.79,615.0,2.75759006,0.0296,0.42
4874,10.73,462.0,49.47819901,0.2587,0.85
4875,404.99,1144.0,7.64971018,0.0822,1.61
4876,18.95,532.0,37.10110092,0.2093,0.85
4877,1044.49,1449.0,3.01619005,0.0408,1.4
4878,2.17,310.0,321.2120056,0.9453,1.29
4879,138.33,875.0,6.23031998,0.066,0.86
4880,196.33,955.0,5.82352018,0.0615,0.86
4881,7.34,420.0,14.53409958,0.0956,0.55
4882,129.64,827.0,11.903515,0.105,1.01
4883,31.95,583.0,34.035257,0.213,1.01
4884,1.85,298.0,205.9120026,0.6785,0.97
4885,221.46,984.0,7.01731014,0.0712,0.97
4886,7.29,419.0,56.35850143,0.2698,0.82
4887,27.41,583.0,16.00460052,0.1179,0.77
4888,48.2,672.0,8.19594955,0.0718,0.75
4889,37.43,631.0,24.81209946,0.1668,0.92
4890,338.4,1093.0,2.35575008,0.0319,0.81
4891,21.5,549.0,19.65640068,0.1335,0.74
4892,93.64,1028.0,9.97721005,0.0919,1.62
4893,195.7,954.0,3.7202301,0.0429,0.8
4894,123.8,841.0,5.433074,0.058,0.89
4895,39.63,633.0,12.759712,0.102,0.89
4896,15.54,501.0,25.751974,0.163,0.89
4897,6.22,398.0,51.16579,0.2494,0.83
4898,12.56,480.0,38.3260994,0.2084,0.9
4899,33.34,613.0,4.04354,0.0413,0.53
4900,61.49,714.0,29.53910065,0.204,1.24
4901,2597.27,1822.0,1.48028004,0.0257,1.26
4902,16.17,511.0,70.46829987,0.3512,1.13
4903,126.48,855.0,10.41889954,0.0917,1.06
4904,6.44,406.0,105.0149994,0.4229,1.04
4905,5.66,393.0,59.65829849,0.2873,0.83
4906,179.16,933.0,15.13589954,0.1286,1.57
4907,12.83,483.0,89.1934967,0.3987,1.3
4908,30.4,549.0,36.8601,0.2184,1.32
4909,25.4,497.0,49.40926,0.2655,1.32
4910,56.43,699.0,16.84189987,0.1261,1.01
4911,5.51,391.0,88.64399719,0.3815,0.93
4912,421.21,1155.0,3.21509004,0.0418,0.93
4913,31.05,623.0,40.80970001,0.2489,1.3
4914,17.53,522.0,59.77080154,0.3096,1.12
4915,8.08,522.0,85.65399933,0.3986,1.65
4916,31.35,603.0,35.01190186,0.2124,1.15
4917,106.52,819.0,12.18420029,0.1031,1.07
4918,186.14,942.0,10.08740044,0.0956,1.09
4919,67.34,730.0,16.34359932,0.1264,1.06
4920,84.57,846.0,9.576694,0.085,1.07
4921,30.55,656.0,20.552802,0.142,1.07
4922,3.87,392.0,96.678988,0.397,1.07
4923,3.14,340.0,109.4449997,0.4276,0.87
4924,239.11,1003.0,4.88752985,0.0574,0.96
4925,84.16,773.0,5.75622988,0.0582,0.73
4926,331.35,1088.0,8.27744007,0.077,1.78
4927,64.8,724.0,13.59049988,0.1072,0.97
4928,46.51,666.0,19.58550072,0.1379,1.0
4929,14.85,501.0,78.5460968,0.3659,1.4
4930,20.04,540.0,39.31370163,0.227,0.93
4931,197.81,956.0,2.80012012,0.0343,0.7
4932,4.91,380.0,80.23190308,0.3543,0.89
4933,360.26,1075.0,2.735926,0.036,0.76
4934,115.98,810.0,6.40013,0.064,0.76
4935,31.79,682.0,31.58889961,0.197,1.37
4936,257.14,1021.0,7.72086,0.0761,1.18
4937,283.78,1047.0,4.1957798,0.0488,1.01
4938,61.24,713.0,8.77999973,0.0787,0.76
4939,57.59,703.0,9.76298046,0.0821,0.82
4940,17.3,520.0,13.36019993,0.1002,0.69
4941,30.3,598.0,29.4557991,0.1879,0.95
4942,51.68,684.0,23.3593998,0.1637,1.01
4943,6.52,408.0,16.85589981,0.1082,0.59
4944,83.04,770.0,11.9296999,0.1028,0.92
4945,355.74,1165.0,3.504725,0.0447,1.11
4946,126.08,899.0,7.64159,0.0752,1.11
4947,51.92,720.0,14.85888,0.1172,1.11
4948,72.12,781.0,13.817124,0.109,1.06
4949,16.42,540.0,41.885775,0.229,1.06
4950,1306.97,1533.0,4.56202984,0.0592,2.51
4951,111.52,829.0,10.44089985,0.0915,0.98
4952,26.91,581.0,15.45020008,0.0662,0.64
4953,3.86,357.0,33.13610077,0.1748,0.64
4954,164.61,913.0,12.28849983,0.1017,1.67
4955,12.48,479.0,8.84794044,0.0699,0.55
4956,66.89,729.0,9.03332043,0.0813,0.79
4957,356.24,1108.0,10.86060047,0.0988,1.5
4958,30.94,601.0,23.3404007,0.1467,0.89
4959,139.89,877.0,3.7572999,0.0435,0.72
4960,255.58,1041.0,3.137873,0.04,0.75
4961,168.19,937.0,4.302149,0.049,0.75
4962,4.91,380.0,101.1330032,0.4137,1.02
4963,10.11,455.0,76.42230225,0.3462,1.19
4964,270.34,1034.0,7.16521978,0.0765,1.1
4965,298.2,1059.0,2.81816006,0.0364,0.79
4966,258.48,1022.0,2.93535996,0.0371,0.82
4967,80.01,763.0,12.19139957,0.0984,0.97
4968,2.18,310.0,91.50099945,0.3648,0.71
4969,10.85,463.0,44.29919815,0.2348,0.92
4970,504.23,1209.0,4.64490986,0.055,1.13
4971,78.99,760.0,16.48690033,0.1337,1.07
4972,239.79,935.0,9.825792,0.096,1.15
4973,88.85,729.0,20.684342,0.157,1.15
4974,23.41,561.0,31.03249931,0.1964,0.93
4975,40.61,644.0,16.45809937,0.1244,0.88
4976,15.65,507.0,22.13339996,0.1416,0.7
4977,62.99,718.0,21.10339928,0.1528,1.13
4978,7.45,421.0,95.61100006,0.4267,1.08
4979,1264.7,1520.0,1.02586997,0.0187,0.85
4980,99.32,806.0,1.61536002,0.0213,0.49
4981,737.02,1329.0,3.70061994,0.0455,1.4
4982,96.27,799.0,10.2737999,0.0924,0.9
4983,129.37,860.0,5.18671989,0.0559,0.78
4984,281.85,1088.0,5.687945,0.064,0.96
4985,108.72,857.0,11.637071,0.103,0.96
4986,18.62,681.0,56.49330139,0.3259,2.05
4987,288.69,1051.0,5.78387022,0.0655,1.01
4988,257.32,1022.0,3.13878989,0.037,0.72
4989,454.45,1177.0,6.8921299,0.0771,1.45
4990,122.02,848.0,4.60301018,0.0496,0.79
4991,100.96,808.0,11.96409988,0.0997,0.96
4992,338.15,1093.0,5.25416994,0.0602,0.99
4993,247.83,1012.0,5.90608978,0.065,0.96
4994,162.84,1097.0,12.14680004,0.1096,1.96
4995,286.32,1049.0,5.05675983,0.0583,0.94
4996,70.36,780.0,10.687576,0.092,0.87
4997,29.88,630.0,20.303005,0.141,0.87
4998,18.56,559.0,29.022358,0.179,0.87
4999,1.54,284.0,131.1900024,0.4644,0.8
5000,20.35,542.0,25.88599968,0.1606,0.9
5001,108.07,822.0,14.02639961,0.116,1.13
5002,84.0,772.0,25.54339981,0.171,1.78
5003,314.25,1074.0,3.92451,0.0478,0.85
5004,27.47,584.0,11.60649967,0.0885,0.7
5005,21.92,552.0,14.82009983,0.1089,0.73
5006,119.44,843.0,11.12969971,0.0989,0.96
5007,84.65,774.0,5.60402012,0.0563,0.74
5008,3.76,355.0,57.29290009,0.2597,0.73
5009,475.51,1237.0,1.6329,0.026,0.81
5010,16.03,530.0,20.729042,0.139,0.81
5011,245.15,1008.0,1.3858,0.0206,0.6
5012,85.78,776.0,12.02289963,0.1016,0.88
5013,79.1,760.0,7.97094011,0.0762,0.83
5014,5.23,386.0,48.88819885,0.2395,0.79
5015,7.33,420.0,39.83110046,0.2119,0.76
5016,86.97,849.0,0.72733098,0.0115,0.36
5017,772.73,1344.0,1.30200005,0.0215,0.82
5018,188.93,946.0,8.94340992,0.0807,1.01
5019,2.79,330.0,88.07160187,0.3575,0.82
5020,1056.15,1455.0,2.72959995,0.0394,1.24
5021,37.37,571.0,3.8867907,0.0343,0.47
5022,13.98,464.0,7.267302,0.0451,0.47
5023,7.2,379.0,13.342996,0.0781,0.47
5024,3.61,319.0,22.407704,0.11,0.47
5025,0.3,177.0,129.9441,0.432,0.52
5026,55.82,697.0,12.73719978,0.1021,0.87
5027,34.19,617.0,40.0306015,0.2408,1.37
5028,41.04,645.0,16.05730057,0.1199,0.81
5029,15.74,508.0,44.99760056,0.2555,0.98
5030,423.0,1156.0,3.88151002,0.0488,0.98
5031,495.14,1203.0,2.52400994,0.0344,0.87
5032,114.36,834.0,11.66009998,0.1016,1.08
5033,82.32,768.0,9.88735962,0.0872,0.82
5034,0.5,215.0,211.0339966,0.6266,0.69
5035,132.43,865.0,8.16736031,0.0791,0.9
5036,902.24,1244.0,4.938864,0.059,1.29
5037,324.13,963.0,10.640263,0.099,1.29
5038,283.23,1046.0,3.60694003,0.0453,0.84
5039,917.15,1403.0,1.95270002,0.0308,0.95
5040,241.25,1005.0,3.82591009,0.0465,0.89
5041,2412.15,1787.0,0.558842,0.0128,0.79
5042,3.79,356.0,56.57320023,0.2633,0.78
5043,23.05,559.0,34.45859909,0.2039,0.86
5044,479.87,1194.0,6.99202013,0.0735,1.47
5045,632.62,1278.0,2.37756991,0.0351,0.94
5046,302.6,1063.0,4.44587994,0.0521,0.86
5047,139.2,987.0,10.61340046,0.0953,1.39
5048,1069.23,1463.0,2.061897,0.032,1.14
5049,257.35,1025.0,5.996553,0.066,1.14
5050,31.73,606.0,6.30921984,0.054,0.53
5051,1.65,289.0,159.3939972,0.5368,0.87
5052,150.64,894.0,13.78730011,0.1151,1.46
5053,7.08,416.0,103.427002,0.4438,1.02
5054,131.92,864.0,8.98832035,0.0845,0.91
5055,499.07,1205.0,2.52255988,0.036,0.86
5056,26.68,580.0,24.2758007,0.16,0.84
5057,36.14,625.0,19.94750023,0.1421,0.86
5058,145.67,886.0,11.39169979,0.0956,1.25
5059,14.0,493.0,37.30369949,0.2082,0.82
5060,45.39,678.0,10.399931,0.088,0.75
5061,18.81,544.0,20.134866,0.137,0.75
5062,735.25,1328.0,4.82059002,0.0563,1.4
5063,253.28,1017.0,4.02229023,0.0473,0.83
5064,108.04,822.0,6.33123016,0.0633,0.76
5065,478.98,1194.0,4.17936993,0.0504,1.16
5066,544.05,1231.0,2.76266003,0.0385,0.9
5067,91.45,789.0,6.07029009,0.0615,0.76
5068,19.5,536.0,44.87020111,0.2529,1.0
5069,15.43,505.0,24.22030067,0.1546,0.76
5070,439.42,1167.0,4.76562023,0.0522,1.12
5071,124.3,851.0,4.0957799,0.0457,0.74
5072,93.54,762.0,9.28716,0.0835,0.86
5075,417.24,1166.0,2.019999,0.03,0.8
5076,181.7,948.0,3.763024,0.045,0.8
5077,798.35,1356.0,2.9862299,0.042,1.04
5078,389.41,1132.0,3.48412991,0.0453,0.92
5079,30.84,601.0,3.82222009,0.0385,0.51
5080,82.56,769.0,17.0678997,0.1321,1.0
5081,24.38,567.0,4.57702017,0.0436,0.5
5082,508.75,1212.0,3.42392993,0.0451,1.02
5083,155.72,901.0,7.36268997,0.0738,0.89
5084,127.1,856.0,5.65245009,0.0565,0.8
5085,35.04,620.0,14.86390018,0.1076,0.8
5086,266.01,1031.0,2.39160991,0.0306,0.69
5087,64.29,722.0,9.939632,0.087,0.79
5088,29.74,596.0,17.738506,0.128,0.79
5089,127.64,857.0,5.94504102,0.0599,0.8
5090,40.88,645.0,5.68876982,0.0536,0.64
5091,223.93,987.0,5.9907999,0.0636,0.97
5092,214.55,976.0,6.05921984,0.0646,0.96
5093,105.7,818.0,14.1960001,0.1209,1.08
5094,27.66,585.0,30.82789993,0.1954,0.96
5095,101.05,809.0,13.83539963,0.114,1.06
5096,38.54,635.0,31.25429916,0.2053,1.09
5097,48.99,675.0,12.90240002,0.103,0.79
5098,14.43,497.0,47.0564003,0.2524,0.92
5099,12.46,479.0,37.88660049,0.2107,0.82
5100,105.3,803.0,9.926746,0.09,1.01
5101,38.22,623.0,21.2234,0.15,1.01
5102,186.08,926.0,6.47027579,0.0668,0.94
5103,44.87,660.0,30.2541008,0.2043,1.16
5104,207.16,967.0,20.03479958,0.1557,2.0
5105,71.11,740.0,13.22259998,0.1077,0.86
5106,8.63,553.0,52.60969925,0.2846,1.29
5107,107.44,821.0,15.33170033,0.1216,1.29
5108,18.74,531.0,46.71640015,0.2588,1.09
5109,9.8,451.0,42.87770081,0.2197,0.83
5110,9.64,677.0,73.75039673,0.3859,2.48
5111,35.14,621.0,19.57783,0.194,0.92
5112,24.33,566.0,59.36249924,0.2987,1.47
5113,117.3,979.0,11.38848,0.106,1.15
5114,16.03,595.0,50.697494,0.286,1.15
5115,40.51,643.0,13.02680016,0.1025,0.84
5116,34.77,619.0,38.5760994,0.2356,1.22
5117,3049.23,1891.0,0.52417702,0.0123,0.82
5118,296.74,1058.0,4.94329023,0.0561,1.01
5119,1968.38,1700.0,1.41975999,0.0245,1.04
5120,324.78,1083.0,3.95140004,0.0463,0.9
5121,17.85,524.0,126.5569992,0.5548,1.85
5122,250.25,1014.0,9.68859959,0.0943,1.2
5123,18.25,527.0,13.06260014,0.0938,0.66
5124,104.74,816.0,2.7906599,0.0334,0.6
5125,953.17,1648.0,2.092281,0.032,1.02
5126,56.95,815.0,17.308032,0.131,1.02
5127,12.86,562.0,52.814973,0.275,1.02
5128,145.23,885.0,4.95061016,0.0525,0.72
5129,46.53,666.0,31.33510017,0.2054,1.14
5130,247.34,1012.0,4.62604999,0.0516,0.8
5131,344.04,1098.0,4.85018015,0.0571,0.97
5132,97.62,801.0,9.84257984,0.0918,0.97
5133,100.72,808.0,6.08003998,0.0597,0.8
5134,403.53,1143.0,3.03519011,0.0394,0.87
5135,669.78,1298.0,6.9636302,0.0711,1.69
5136,5.98,399.0,15.57129955,0.1022,0.56
5137,2016.25,1709.0,2.20828009,0.0352,1.45
5138,74.15,751.0,8.307872,0.077,0.78
5139,11.28,469.0,34.096863,0.197,0.78
5140,75.83,752.0,10.77690029,0.0871,0.85
5141,66.27,728.0,20.65780067,0.1435,1.31
5142,65.27,725.0,27.21080017,0.1724,1.31
5143,67.62,731.0,6.24565983,0.0607,0.71
5144,192.09,949.0,5.88343,0.0625,0.85
5145,113.9,853.0,14.26519966,0.117,1.29
5146,48.82,674.0,5.94371986,0.0563,0.68
5147,345.07,1099.0,2.18662,0.0299,0.77
